ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes
242,set014-3-06-2020-A4_242.txt,T2,A-4,A,4,14,0.283964127,2622.04,679.1923,0,1846.17,0.43005483,6096.99,1.365869565,3/6/20,11:09:00,12:38:00,5340,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.046,N,25.2275238,-80.3283788,,6.15,3.04,8.24,11.48,L,
306,set014-3-06-2020-A4_306.txt,T2,A-4,A,4,14,0.387478868,176.67,48.3791,69.52,79.89,0.089830224,1966.71,1.365869565,3/6/20,10:37:00,11:09:00,1920,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.052,N,24.96424,-80.5673321,,6.25,3.16,8.57,11.73,L,
384,set014-3-06-2020-A4_384.txt,T2,A-4,A,4,14,0.265842553,31.07,10.6811,0,31.07,0.015337832,2025.71,0.390248447,3/6/20,12:52:00,13:23:00,1860,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.033,N,24.96424,-80.5673321,,5.7,2.91,7.79,10.77,L,
411,set014-3-06-2020-A4_411.txt,T2,A-4,A,4,14,0,0,1.2566,0,0,0,2120.11,0,3/6/20,10:02:00,10:35:00,1980,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.048,N,25.1820931,-80.3631938,,6.08,2.98,7.63,10.7,L,
413,set014-3-06-2020-A4_413.txt,T2,A-4,A,4,14,0.66746844,6.11,1.8849,0,6.11,0.002727788,2239.91,1.083275862,3/6/20,8:53:00,9:25:00,1920,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.056,N,25.1820931,-80.3631938,,5.99,3.26,8.25,11.39,L,
439,set014-3-06-2020-B1_439.txt,T2,B-1,B,1,14,0.219662536,41331.34,8756.6171,0,30509.61,0.870060389,47503.99,0.427414966,3/6/20,8:53:00,20:24:10,41470,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,BUG: flying in place throughout the reording; flying in place next day too,0.04,N,25.2734885,-80.3040957,,5.68,2.78,7.72,10.29,L,
56,set014-3-06-2020-B2_56.txt,T2,B-2,B,2,14,0.313667124,26340.99,8057.9475,79.56,26230.27,0.973969301,27044.99,0.515,3/6/20,8:54:00,16:21:00,26820,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.049,N,26.298631,-81.36615,,5.85,2.98,8.35,11.53,L,
151,set014-3-06-2020-B3_151.txt,T2,B-3,B,3,14,0.23781027,22007.23,5059.6999,192.5,18885.73,0.535747837,41077.59,1.03,3/6/20,10:38:00,10:50:00,720,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.081,Y,25.491362,-80.485821,44,7.09,3.13,8.73,12.08,L,
161,set014-3-06-2020-B3_161.txt,T2,B-3,B,3,14,0.766061323,586.46,3.1415,0,584,0.285166906,2056.55,0.785375,3/6/20,9:30:00,10:00:00,1800,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.088,Y,26.298631,-81.36615,18,6.55,3.27,9.44,12.93,L,
224,set014-3-06-2020-B3_224.txt,T2,B-3,B,3,14,0,0,0,0,0,0,2118.43,0,3/6/20,10:03:00,10:35:00,1920,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.059,N,25.2734885,-80.3040957,,6.85,3.08,8.92,11.99,L,
304,set014-3-06-2020-B3_304.txt,T2,B-3,B,3,14,0.613525806,1630.61,6.9113,0,1618.1,0.724268119,2251.39,1.121964286,3/6/20,8:54:00,9:25:00,1860,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.042,N,24.9735748,-80.5539224,,5.53,2.95,8.12,10.9,L,
216,set014-3-06-2020-B4_216.txt,T2,B-4,B,4,14,0,0,0,0,0,0,1860.71,0,3/6/20,14:30:00,15:01:00,1860,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.046,N,25.1284578,-80.4080913,,6.54,2.99,8.03,11.33,L,
240,set014-3-06-2020-B4_240.txt,T2,B-4,B,4,14,0.330177861,19375.17,6335.1489,0,19375.17,0.947903208,20440.03,0.668404255,3/6/20,8:55:00,14:30:00,20100,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.056,N,25.1755702,-80.36780089,,6.16,3.2,8.37,11.71,L,
385,set014-3-06-2020-B4_385.txt,T2,B-4,B,4,14,0.218666118,24602.84,5272.0653,0,24588.08,0.976178053,25203.23,0.351005587,3/6/20,15:01:00,22:01:59,25259,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,BC,,0.065,Y,24.96424,-80.5673321,42,7.77,3.3,9.02,12.44,L,
110,set015-3-09-2020-A1_110.txt,T2,A-1,A,1,15,0.561565236,96.82,35.1848,96.82,96.82,0.04594483,2107.31,1.047166667,3/9/20,14:07:00,14:41:00,2040,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.031,N,24.96424,-80.5673321,,5.61,2.7,7.2,9.96,L,
135,set015-3-09-2020-A1_135.txt,T2,A-1,A,1,15,0,0,0.6283,0,0,0,2156.47,0,3/9/20,15:18:00,15:52:00,2040,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.103,Y,25.2734885,-80.3040957,225,8.64,3.27,8.9,12.61,L,
211,set015-3-09-2020-A1_211.txt,T2,A-1,A,1,15,0.585768722,1283.09,18.2207,275.64,997.02,0.546695981,2346.99,1.336808511,3/9/20,10:32:00,11:09:00,2220,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.073,Y,25.1000151,-80.437522,156,7.7,3.36,9.15,12.65,L,
212,set015-3-09-2020-A1_212.txt,T2,A-1,A,1,15,0.579624805,218.97,8.7962,209.2,209.2,0.111085182,1971.19,1.2566,3/9/20,16:29:00,17:02:00,1980,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.037,N,25.1000151,-80.437522,,6.11,3.01,8.43,11.32,L,
248,set015-3-09-2020-A1_248.txt,T2,A-1,A,1,15,0.440474868,0,1.8849,0,0,0,2098.11,0.299190476,3/9/20,14:43:00,15:16:00,1980,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.048,N,25.1820931,-80.3631938,,6.35,3.17,8.53,11.52,L,
253,set015-3-09-2020-A1_253.txt,T2,A-1,A,1,15,0.499066567,163.29,54.6621,0,57.68,0.070813692,2305.91,1.365869565,3/9/20,8:38:00,9:14:00,2160,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.084,Y,25.491362,-80.485821,34,7.68,3.76,10.4,14.34,L,
293,set015-3-09-2020-A1_293.txt,T2,A-1,A,1,15,0,0,0,0,0,0,2095.23,0,3/9/20,15:54:00,16:28:00,2040,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.04,N,29.66200224,-82.347313,,6.05,3.11,7.79,10.78,L,wings torn at the end
31,set015-3-09-2020-A1_31.txt,T2,A-1,A,1,15,0.576774821,344.92,170.2693,64.93,190.61,0.161780088,2132.03,1.308958333,3/9/20,12:59:00,13:32:00,1980,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.075,Y,25.2565615,-80.3108042,114,8.12,3.25,8.28,11.71,L,
311,set015-3-09-2020-A1_311.txt,T2,A-1,A,1,15,0.510441303,735.78,23.8754,0,678.08,0.35855502,2052.07,1.396222222,3/9/20,12:23:00,12:58:00,2100,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.035,N,25.1000151,-80.437522,,6.22,3.03,8.05,11.38,L,wings torn at the end
335,set015-3-09-2020-A1_335.txt,T2,A-1,A,1,15,0.531309337,1258.07,29.5301,104.22,790.02,0.588336802,2138.35,1.396222222,3/9/20,11:48:00,12:23:00,2100,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,BUG: paint on antennae - will never fly,0.038,N,25.19515,-80.345916,,5.54,3.01,7.68,10.57,L,
347,set015-3-09-2020-A1_347.txt,T2,A-1,A,1,15,0.599213918,483.79,13.1943,103.22,365.28,0.211940403,2282.67,1.396222222,3/9/20,9:17:00,9:53:00,2160,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.056,N,25.2275238,-80.3283788,,6.08,3.16,8.42,11.66,L,wings torn at the end
395,set015-3-09-2020-A1_395.txt,T2,A-1,A,1,15,0.670978581,1130.29,25.7603,269.36,807.9,0.498577434,2267.03,1.365869565,3/9/20,9:53:00,10:30:00,2220,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,25.1000151,-80.437522,,5.98,3.18,8.23,11.41,L,wings torn at the end
397,set015-3-09-2020-A1_397.txt,T2,A-1,A,1,15,0.572965786,1952.05,4.3981,0,1951.35,0.95298655,2048.35,0.270818966,3/9/20,13:34:00,14:07:00,1980,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.041,N,25.1000151,-80.437522,,5.56,3.35,8.8,12.08,L,
434,set015-3-09-2020-A1_434.txt,T2,A-1,A,1,15,0.505036369,27.85,10.6811,0,17.84,0.012710221,2191.15,1.2566,3/9/20,11:11:00,11:46:00,2100,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.032,N,25.2734885,-80.3040957,,6.3,2.99,7.93,11.11,L,
120,set015-3-09-2020-A2_120.txt,T2,A-2,A,2,15,0.158134151,0,1.8849,0,0,0,2186.43,0.101831442,3/9/20,11:49:00,12:23:00,2040,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.032,N,25.1284578,-80.4080913,,6.27,2.96,8.02,11.09,L,wings torn at the end
124,set015-3-09-2020-A2_124.txt,T2,A-2,A,2,15,0.326909994,8874.83,2631.9487,0,5445.81,0.450346507,19706.67,0.50264,3/9/20,14:44:00,17:18:30,9270,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,BC,,0.042,N,25.1820931,-80.3631938,,6.44,3.09,8.24,11.42,L,
139,set015-3-09-2020-A2_139.txt,T2,A-2,A,2,15,0.289673489,587.64,6.283,0,580.55,0.250337609,2347.39,0.320561224,3/9/20,10:33:00,11:09:00,2160,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.035,N,25.1755702,-80.36780089,,5.75,2.92,7.78,10.93,L,
214,set015-3-09-2020-A2_214.txt,T2,A-2,A,2,15,0.387917344,3909.14,1497.2389,0,3909.14,0.932882142,4190.39,0.519256198,3/9/20,12:24:00,13:32:00,4080,F,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.067,Y,25.1000151,-80.437522,36,7.98,3.57,8.95,12.72,L,
221,set015-3-09-2020-A2_221.txt,T2,A-2,A,2,15,0,0,0,0,0,0,1996.23,0,3/9/20,13:35:00,14:07:00,1920,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.088,Y,25.2734885,-80.3040957,138,7.4,3.34,8.49,12.06,LS,
269,set015-3-09-2020-A2_269.txt,T2,A-2,A,2,15,0,0,0,0,0,0,2282.43,0,3/9/20,9:18:00,9:53:00,2100,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.08,Y,26.298631,-81.36615,103,6.98,3.71,9.85,13.5,L,
313,set015-3-09-2020-A2_313.txt,T2,A-2,A,2,15,0,0,0,0,0,0,2190.47,0,3/9/20,11:12:00,11:46:00,2040,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.032,N,25.1000151,-80.437522,,5.63,3.02,8.2,11.33,L,
428,set015-3-09-2020-A2_428.txt,T2,A-2,A,2,15,0,0,0,0,0,0,2266.67,0,3/9/20,9:54:00,10:30:00,2160,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.06,Y,25.19515,-80.345916,148,6.35,3.03,7.38,10.93,L,
432,set015-3-09-2020-A2_432.txt,T2,A-2,A,2,15,0.236897054,1943.98,432.2704,0,1943.98,0.904955427,2148.15,0.405354839,3/9/20,14:08:00,14:43:00,2100,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.038,N,25.2734885,-80.3040957,,6.59,2.96,7.87,11.05,L,
5,set015-3-09-2020-A2_5.txt,T2,A-2,A,2,15,0,0,0.6283,0,0,0,2313.07,0,3/9/20,8:39:00,9:14:00,2100,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.1,Y,24.9735748,-80.5539224,209,7.47,3.32,8.33,11.89,L,
261,set015-3-09-2020-A3_261.txt,T2,A-3,A,3,15,0.517069744,1487.38,749.5619,0,1487.38,0.607840653,2446.99,0.604134615,3/9/20,9:55:00,10:35:00,2400,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.042,N,26.298631,-81.36615,,5.41,3.01,8.68,11.48,L,
344,set015-3-09-2020-A3_344.txt,T2,A-3,A,3,15,0,0,0,0,0,0,2168.47,0,3/9/20,10:35:00,11:09:00,2040,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,BUG: times where fly in place ,0.033,N,25.1755702,-80.36780089,,5.85,2.76,6.05,9.38,LS,
390,set015-3-09-2020-A3_390.txt,T2,A-3,A,3,15,0,0,0.6283,0,0,0,2320.59,0,3/9/20,8:39:00,9:14:00,2100,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.065,Y,24.96424,-80.5673321,133,7.26,2.99,6.67,10.01,LS,
406,set015-3-09-2020-A3_406.txt,T2,A-3,A,3,15,0.289842222,31524.06,8652.9476,0,22585.15,0.972646903,32410.59,1.282244898,3/9/20,11:13:00,20:12:35,32375,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,BC,,0.035,N,25.1000151,-80.437522,,5.98,3.12,8.4,11.48,L,
431,set015-3-09-2020-A3_431.txt,T2,A-3,A,3,15,0,0,0,0,0,0,2281.31,0,3/9/20,9:19:00,9:53:00,2040,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.039,N,25.2734885,-80.3040957,,6.13,3.22,8.68,11.83,L,
104,set015-3-09-2020-A4_104.txt,T2,A-4,A,4,15,0,0,0,0,0,0,1960.79,0,3/9/20,16:30:00,17:02:00,1920,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.056,N,24.9735748,-80.5539224,,6.83,3.36,8.61,12.01,L,wings torn at the end
146,set015-3-09-2020-A4_146.txt,T2,A-4,A,4,15,0.172680985,0,1.8849,0,0,0,2185.47,0.188678679,3/9/20,11:14:00,11:46:00,1920,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.027,N,25.2866074,-80.5539224,,5.42,2.7,7.2,10.15,L,wings torn at the end
184,set015-3-09-2020-A4_184.txt,T2,A-4,A,4,15,0.154321014,7.38,6.283,0,7.38,0.003726012,1980.67,0.145439815,3/9/20,12:25:00,12:58:00,1980,M,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.029,N,28.7963435,-81.8778849,,5.35,2.92,7.45,10.24,L,
213,set015-3-09-2020-A4_213.txt,T2,A-4,A,4,15,0.323538158,2057.88,6.9113,0,793.96,0.935081222,2200.75,0.424527027,3/9/20,13:00:00,13:32:00,1920,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.044,N,25.1000151,-80.437522,,5.99,3.16,8.02,11.12,L,wings torn at the end
222,set015-3-09-2020-A4_222.txt,T2,A-4,A,4,15,0.615980392,0,1.8849,0,0,0,1944.51,0,3/9/20,13:35:00,14:07:00,1920,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.128,Y,25.2734885,-80.3040957,330,7.61,3.82,9.8,13.86,L,
228,set015-3-09-2020-A4_228.txt,T2,A-4,A,4,15,0.223306279,3492.51,734.4827,0,3492.51,0.769175371,4540.59,1.185471698,3/9/20,9:20:00,10:31:00,4260,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,BC,,0.041,N,25.19515,-80.345916,,6.39,3.18,8.41,11.86,L,
231,set015-3-09-2020-A4_231.txt,T2,A-4,A,4,15,0.278282386,25.84,10.6811,0,17.17,0.011096463,2328.67,0.98171875,3/9/20,8:40:00,9:14:00,2040,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.039,N,25.2565615,-80.3108042,,5.94,2.89,7.83,11,L,
259,set015-3-09-2020-A4_259.txt,T2,A-4,A,4,15,0.505983592,8.06,4.3981,0,8.06,0.003844411,2096.55,1.336808511,3/9/20,15:55:00,16:28:00,1980,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.029,N,25.491362,-80.485821,,5.19,2.68,7.12,9.99,L,
330,set015-3-09-2020-A4_330.txt,T2,A-4,A,4,15,0.225649989,10.11,2.5132,0,10.11,0.00470366,2149.39,0.424527027,3/9/20,14:09:00,14:41:00,1920,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.094,Y,25.2734885,-80.3040957,323,8.54,3.5,9.35,13.05,L,
339,set015-3-09-2020-A4_339.txt,T2,A-4,A,4,15,0,0,0,0,0,0,2048.31,0,3/9/20,14:45:00,15:16:00,1860,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.092,Y,25.2565615,-80.3108042,49,7.84,3.49,9.01,12.59,L,
354,set015-3-09-2020-A4_354.txt,T2,A-4,A,4,15,0.481901204,0,3.1415,0,0,0,2243.27,0.288211009,3/9/20,11:50:00,12:23:00,1980,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.031,N,25.1820931,-80.3631938,,5.47,2.72,6.73,9.77,L,wings torn at the end
388,set015-3-09-2020-A4_388.txt,T2,A-4,A,4,15,0.241068836,667.16,155.8184,0,667.16,0.30916379,2157.95,0.439370629,3/9/20,15:19:00,15:52:00,1980,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.049,N,24.96424,-80.5673321,,6.23,3.11,8.31,11.45,L,
418,set015-3-09-2020-A4_418.txt,T2,A-4,A,4,15,0.144769585,0,1.8849,0,0,0,2355.95,0,3/9/20,10:34:00,11:09:00,2100,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.043,N,25.1820931,-80.3631938,,6.56,2.91,8.02,11.22,L,
130,set015-3-09-2020-B1_130.txt,T2,B-1,B,1,15,0,0,0,0,0,0,2395.39,0,3/9/20,8:41:00,9:14:00,1980,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.054,Y,25.2565615,-80.3108042,7,9.02,3.71,9.47,13.43,L,
25,set015-3-09-2020-B1_25.txt,T2,B-1,B,1,15,0.318743385,4308.38,1343.9337,0,4308.38,0.941066229,4578.19,0.576422018,3/9/20,9:21:00,10:36:00,4500,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.059,N,25.2734885,-80.3040957,,8.03,3.42,9.08,12.77,L,
7,set015-3-09-2020-B1_7.txt,T2,B-1,B,1,15,0.269618621,40806.93,10887.1824,0,22027.51,0.991051451,41175.39,0.551140351,3/9/20,10:37:00,22:03:40,41200,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.105,Y,24.96424,-80.5673321,8,8.19,3.64,9.3,13.02,L,
188,set015-3-09-2020-B2_188.txt,T2,B-2,B,2,15,0,0,0,0,0,0,1948.19,0,3/9/20,16:31:00,17:02:00,1860,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.052,Y,28.7963435,-81.8778849,148,6.17,2.97,8.04,11.35,L,
249,set015-3-09-2020-B2_249.txt,T2,B-2,B,2,15,0.263398531,1267.8,324.8311,0,1267.8,0.604027805,2098.91,0.455289855,3/9/20,15:56:00,16:28:00,1920,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.039,N,25.1820931,-80.3631938,,5.95,3.11,8.26,11.56,L,
268,set015-3-09-2020-B2_268.txt,T2,B-2,B,2,15,0.286612105,2391.09,664.7414,0,2391.09,0.995114095,2402.83,0.359028571,3/9/20,8:41:00,15:51:00,25800,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.036,N,26.298631,-81.36615,,5.58,2.84,7.8,10.96,L,
49,set015-3-09-2020-B2_49.txt,T2,B-2,B,2,15,0.195179381,22971.26,4360.402,92.22,21396.3,0.973398483,23599.03,0.566036036,3/9/20,9:22:00,9:53:00,1860,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.051,N,25.491362,-80.485821,,6.01,3.3,8.34,11.64,L,wings torn at the end
147,set015-3-09-2020-B3_147.txt,T2,B-3,B,3,15,0.284805077,23268.27,10572.4041,0,19962.55,0.565215596,41167.07,1.396222222,3/9/20,10:38:00,21:27:59,38999,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,C,,0.052,Y,25.2866074,-80.5539224,56,8.04,3.32,8.36,11.72,L,
17,set015-3-09-2020-B3_17.txt,T2,B-3,B,3,15,0.339053134,616.16,8.1679,0,592.72,0.255635167,2410.31,1.231960784,3/9/20,8:42:00,9:14:00,1920,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.041,N,25.1284578,-80.4080913,,6.18,3.03,8.04,10.94,L,
319,set015-3-09-2020-B3_319.txt,T2,B-3,B,3,15,0.220122318,1147.79,248.8068,0,1147.79,0.486997586,2356.87,0.395157233,3/9/20,9:58:00,10:30:00,1920,F,Key Largo,Key Largo,JP,C. corindum,Y,CB,,0.065,Y,25.1284578,-80.4080913,70,7.84,3.37,8.61,12.22,L,
87,set015-3-09-2020-B3_87.txt,T2,B-3,B,3,15,0,0,0,0,0,0,2214.71,0,3/9/20,9:23:00,9:53:00,1800,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.037,N,29.66200224,-82.347313,,5.65,3.05,8.35,11.34,L,
101,set015-3-09-2020-B4_101.txt,T2,B-4,B,4,15,0,0,0,0,0,0,2164.39,0,3/9/20,15:20:00,15:52:00,1920,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.064,Y,24.9735748,-80.5539224,130,7.01,3.68,9.23,13.04,L,wings torn at the end
118,set015-3-09-2020-B4_118.txt,T2,B-4,B,4,15,0,0,0,0,0,0,2269.35,0,3/9/20,10:39:00,11:09:00,1800,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.039,N,25.1284578,-80.4080913,,5.57,3.01,8.53,11.47,L,
20,set015-3-09-2020-B4_20.txt,T2,B-4,B,4,15,0.728536232,11.07,6.283,0,11.07,0.002389221,4633.31,1.396222222,3/9/20,8:42:00,9:14:00,1920,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.105,Y,25.1284578,-80.4080913,55,8.73,3.59,9.71,13.59,L,
200,set015-3-09-2020-B4_200.txt,T2,B-4,B,4,15,0.154323298,1590.06,483.791,0,1434.04,0.24537395,6480.15,0.860684932,3/9/20,11:51:00,13:12:00,4860,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,,0.035,N,29.66200224,-82.347313,,5.67,2.97,8.31,11.47,L,
24,set015-3-09-2020-B4_24.txt,T2,B-4,B,4,15,0.288396739,81.98,22.6188,0,43.83,0.042390804,1933.91,0.448785714,3/9/20,14:46:00,15:16:00,1800,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.037,N,25.2734885,-80.3040957,,6.07,3.24,8.4,11.4,L,
323,set015-3-09-2020-B4_323.txt,T2,B-4,B,4,15,0.261661651,2710.29,696.1564,0,2710.29,0.652341559,4154.71,0.351005587,3/9/20,13:36:00,14:41:00,3900,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.037,N,25.2734885,-80.3040957,,6.41,3.02,8.13,11.12,L,
360,set015-3-09-2020-B4_360.txt,T2,B-4,B,4,15,0,0,0,0,0,0,1938.47,0,3/9/20,16:32:00,17:02:00,1800,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.108,Y,25.1820931,-80.3631938,256,8.5,3.28,8.65,12.35,L,
391,set015-3-09-2020-B4_391.txt,T2,B-4,B,4,15,0.356115528,1429,503.8966,0,1429,0.708369066,2017.31,0.515,3/9/20,11:15:00,11:46:00,1860,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.055,N,24.96424,-80.5673321,,8.53,3.3,8.48,11.98,L,
63,set015-3-09-2020-B4_63.txt,T2,B-4,B,4,15,0,0,0,0,0,0,2101.95,0,3/9/20,15:57:00,16:28:00,1860,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.087,Y,27.8967403,-81.5804654,144,7.75,3.58,9.34,13.26,L,
9,set015-3-09-2020-B4_9.txt,T2,B-4,B,4,15,0,0,0,0,0,0,2355.35,0,3/9/20,9:59:00,10:30:00,1860,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.049,N,24.96424,-80.5673321,,6.1,3.39,9.06,12.14,L,
1,set016-3-10-2020-A1_1.txt,T2,A-1,A,1,16,0.519031798,322.83,157.075,0,322.83,0.146893812,2197.71,0.560982143,3/10/20,8:02:00,8:36:00,2040,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.039,N,24.9735748,-80.5539224,,5.5,3.18,8.39,11.83,L,wings torn at the end
250,set016-3-10-2020-A1_250.txt,T2,A-1,A,1,16,0,0,0,0,0,0,1916.79,0,3/10/20,10:18:00,10:49:00,1860,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.041,N,25.1820931,-80.3631938,,5.79,3.06,8.16,11.14,L,
353,set016-3-10-2020-A1_353.txt,T2,A-1,A,1,16,0.190874759,28588.38,4771.9385,60.53,11479.88,0.786957078,36327.75,0.581759259,3/10/20,11:57:00,19:59:11,28931,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,25.1820931,-80.3631938,,6.43,3.27,8.85,11.84,L,
401,set016-3-10-2020-A1_401.txt,T2,A-1,A,1,16,0,0,0,0,0,0,2123.91,0,3/10/20,11:21:00,11:56:00,2100,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.097,Y,24.96424,-80.5673321,30,9.01,3.77,10.53,13.86,L,
54,set016-3-10-2020-A1_54.txt,T2,A-1,A,1,16,0,0,0,0,0,0,1884.83,0,3/10/20,10:50:00,11:21:00,1860,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.072,Y,26.298631,-81.36615,89,6.44,3.38,9.42,12.99,L,
71,set016-3-10-2020-A1_71.txt,T2,A-1,A,1,16,0.210461559,4569.46,856.3729,0,3123.49,0.764513673,5976.95,0.510813008,3/10/20,8:38:00,9:58:00,4800,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.031,N,28.7963435,-81.8778849,,5.32,2.94,7.39,10.85,L,
14,set016-3-10-2020-A2_14.txt,T2,A-2,A,2,16,0,0,0,0,0,0,2075.95,0,3/10/20,13:06:00,13:40:00,2040,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.029,N,25.1000151,-80.437522,,5.25,2.72,7.87,10.31,L,
203,set016-3-10-2020-A2_203.txt,T2,A-2,A,2,16,0,0,0,0,0,0,4069.71,0,3/10/20,11:58:00,12:33:00,2100,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.047,N,24.9735748,-80.5539224,,5.82,3.34,8.52,11.93,L,
3,set016-3-10-2020-A2_3.txt,T2,A-2,A,2,16,0.357591318,1407.87,486.3042,152.75,1255.12,0.638712838,2204.23,0.461985294,3/10/20,8:03:00,8:36:00,1980,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.046,N,24.9735748,-80.5539224,,5.75,3.36,8.48,11.9,L,
426,set016-3-10-2020-A2_426.txt,T2,A-2,A,2,16,0.28548064,10471.79,2905.8875,0,10471.79,0.879533717,11906.07,0.566036036,3/10/20,8:39:00,11:37:00,10680,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,BC,,0.033,N,25.19515,-80.345916,,6.03,3.05,8.01,11,L,
