average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,filename,ID
0,0,0,0,0,0,3600,0,2,set50-10-28-19-A2.txt,303
0,0,0,0,0,0,3599.3,0,2,set46-10-28-19-B2.txt,306
0,0,0,0,0,0,5400,0,2,set65-11-01-19-B2.txt,306
0.231904943,728,10.6811,0,689.8,0.404444444,1800,0.448785714,3,set25-10-21-19-A3.txt,308
0.222067242,953,47.1225,64.7,300,0.264773706,3599.3,0.571181818,4,set46-10-28-19-B4.txt,308
0.180948239,2637.4,20.7339,76.7,958.7,0.488407407,5400,0.285590909,1,set53-10-30-19-A1.txt,308
0,0,0,0,0,0,5400,0,2,set60-10-31-19-B2.txt,310
0,0,1.2566,0,0,0,1800,0,1,set28-10-21-19-B1.txt,311
0.400123252,1622.5,33.2999,0,968.9,0.450694444,3600,0.785375,2,set52-10-29-19-A2.txt,311
0.239568433,2022.9,13.1943,0,1335.4,0.374611111,5400,0.418866667,4,set64-11-01-19-B4.txt,311
0.212086918,546.8,30.1584,0,370.4,0.303777778,1800,0.897571429,1,set6-10-16-19-A1.txt,312
0.25893045,1190.1,18.849,0,1160.5,0.330583333,3600,0.369588235,4,set48-10-28-19-B4.txt,312
0.475640112,855.1,11.3094,0,840.4,0.158351852,5400,0.897571429,1,set56-10-30-19-A1.txt,312
0.214523727,0,1.8849,0,0,0,1449.4,0.19634375,3,set3-10-15-19-A3.txt,313
0.219082433,2474.5,506.4098,0,2461,0.687361111,3600,0.698111111,1,set49-10-28-19-B1.txt,313
0.204754572,5068.5,993.3423,0,2549,0.938611111,5400,0.571181818,1,set66-11-01-19-B1.txt,313
0,0,0,0,0,0,5400,0,3,set63-11-01-19-A3.txt,314
0,0,0,0,0,0,3599.6,0,1,set47-10-28-19-B1.txt,315
0,0,0.6283,0,0,0,5400,0,3,set68-11-04-19-B3.txt,315
0.129051382,326.6,33.9282,110.9,155.2,0.181444444,1800,0.232703704,2,set10-10-17-19-A2.txt,318
0.25132,0,3.1415,0,0,0,3600,0,1,set38-10-24-19-B21.txt,318
0,0,0.6283,0,0,0,5400,0,3,set56-10-30-19-A3.txt,318
0.458455366,1796.3,821.8164,0,1796.3,0.997944444,1800,0.523583333,4,set28-10-21-19-A4.txt,319
0.409782799,3594.8,1446.9749,0,3594.8,0.998555556,3600,0.6283,1,set33-10-23-19-A1.txt,319
0.425432199,5396.8,2265.0215,0,5396.8,0.999407407,5400,0.6283,1,set70-11-04-19-A1.txt,319
0,0,0,0,0,0,1800,0,1,set23-10-21-19-B1.txt,320
0,0,0,0,0,0,3600,0,4,set37-10-24-19-A4.txt,320
0,0,0,0,0,0,5400,0,4,set67-11-04-19-B4.txt,320
0,0,0,0,0,0,1800,0,1,set13-10-17-19-B1.txt,321
0,0,0,0,0,0,3600,0,3,set36-10-24-19-B3.txt,321
0.312392389,1797.3,549.7625,0,1797.3,0.9985,1800,0.523583333,1,set29-10-21-19-A1.txt,323
0.318369888,1369.1,332.999,234.8,825.4,0.380305556,3600,0.448785714,2,set37-10-24-19-A2.txt,323
0.30079287,1696,1078.1628,61.6,969.6,0.314074074,5400,0.523583333,3,set53-10-30-19-A3.txt,323
0,0,0,0,0,0,5400,0,4,set53-10-30-19-B4.txt,325
0.175253268,1192.6,28.9018,64.8,936.5,0.662555556,1800,0.285590909,4,set4-10-15-19-A4.txt,328
0.301051371,3284.2,980.7763,0,3284.2,0.912277778,3600,0.448785714,3,set51-10-29-19-A3.txt,328
0.294622901,4139,1168.0097,76,3687.7,0.766481481,5400,0.523583333,4,set69-11-04-19-B4.txt,328
0.286474492,757.6,204.1975,0,757.6,0.841777778,900,0.3926875,1,set1-11am-10-15-19-A1.txt,329
0.205089774,3349.2,630.1849,0,1672.1,0.930333333,3600,0.483307692,3,set31-10-23-19-A3.txt,329
0.371736307,2906.8,276.452,71.1,612.1,0.538296296,5400,0.571181818,4,set65-11-01-19-B4.txt,329
0,0,0,0,0,0,1800,0,4,set22-10-21-19-A4.txt,330
0.526336049,3598,1885.5283,0,3598,0.999444444,3600,0.6283,2,set41-10-25-19-A2.txt,330
0.514489967,5397.6,2742.5295,0,5397.6,0.999555556,5400,0.897571429,3,set65-11-01-19-B3.txt,330
0,0,0.6283,0,0,0,1800,0,2,set17-10-18-19-A2.txt,331
0.315560325,58.3,3.7698,0,53.8,0.010796296,5400,0.571181818,3,set59-10-31-19-A3.txt,331
0.333883629,1796.9,574.8945,0,1796.9,0.998277778,1800,1.57075,1,set12-10-17-19-A1.txt,332
0.469230978,3562.8,1634.2083,0,3509.7,0.989666667,3600,0.6283,4,set50-10-28-19-A4.txt,332
0.484962233,5397.4,2592.9941,0,5397.4,0.999518519,5400,0.6283,2,set56-10-30-19-A2.txt,332
0,0,1.2566,0,0,0,3600,0,2,set31-10-23-19-A22.txt,333
0,0,0.6283,0,0,0,5400,0,4,set55-10-30-19-B4.txt,333
0,0,0,0,0,0,1800,0,3,set21-10-21-19-A3.txt,335
0,0,0,0,0,0,5400,0,2,set63-11-01-19-A2.txt,335
0.203022914,46.4,5.6547,0,32.8,0.025777778,1800,0.241653846,1,set29-10-21-19-B1.txt,336
0.386636473,5362.3,2040.0901,0,5336.9,0.993018519,5400,0.523583333,3,set55-10-30-19-B3.txt,336
0.103,0,3.7698,0,0,0,1800,0,3,set28-10-21-19-A3.txt,337
0,0,0,0,0,0,3599.6,0,2,set47-10-28-19-B2.txt,337
0.263176033,1793.9,464.942,0,1793.9,0.996611111,1800,0.330684211,3,set13-10-17-19-B3.txt,339
0.375831551,2704.8,997.7404,0,2692.1,0.751333333,3600,1.2566,1,set51-10-29-19-A1.txt,339
0.497682865,5268.5,2604.3035,0,4800.9,0.975648148,5400,0.6283,4,set60-10-31-19-A4.txt,339
0,0,0,0,0,0,1800,0,3,set29-10-21-19-A3.txt,340
0,0,0,0,0,0,1800,0,4,set29-10-21-19-B4.txt,342
0,0,0,0,0,0,3599.1,0,3,set42-10-25-19-A3.txt,342
0,0,1.2566,0,0,0,5400,0,2,set66-11-01-19-B2.txt,342
0,0,0,0,0,0,1800,0,2,set29-10-21-19-B2.txt,343
0,0,0,0,0,0,3600,0,2,set39-10-24-19-B2.txt,343
0,0,0,0,0,0,5400,0,3,set68-11-04-19-A3.txt,343
0.168336457,1525,6.9113,0,1498.6,0.847222222,1800,0.25132,2,set5-10-16-19-A2.txt,346
0,0,0,0,0,0,5400,0,1,set65-11-01-19-B1.txt,346
0.237844341,1707,379.4932,87.6,1479.8,0.948333333,1800,0.369588235,3,set23-10-21-19-A3.txt,348
0.249449633,141.6,35.8131,0,39.1,0.039333333,3600,0.6283,4,set49-10-28-19-A4.txt,349
0.461430784,3171,40.2112,0,788.1,0.587222222,5400,0.785375,2,set61-10-31-19-A2.txt,349
0.457433544,1239,566.7266,0,1236.1,0.688333333,1800,0.523583333,3,set19-10-18-19-B3.txt,351
0.376852816,3561.3,1332.6243,0,3561.3,0.98925,3600,0.483307692,4,set32-10-23-19-B4.txt,351
0.376800641,5178.7,1928.881,0,5178.7,0.959018519,5400,0.483307692,4,set54-10-30-19-B4.txt,351
0,0,0,0,0,0,1800,0,4,set26-10-21-19-A4.txt,353
0.609542455,1215.6,14.4509,0,1195.2,0.225111111,5400,1.047166667,1,set71-11-04-19-A1.txt,353
0,0,0,0,0,0,900,0,3,set1-11am-10-15-19-B3.txt,354
0,0,0,0,0,0,5400,0,4,set70-11-04-19-B4.txt,354
0,0,0,0,0,0,900,0,2,set1-11am-10-15-19-A2.txt,372
0,0,0,0,0,0,5400,0,4,set63-11-01-19-B4.txt,372
0,0,0,0,0,0,1800,0,2,set7-10-16-19-A2.txt,373
0,0,0.6283,0,0,0,1800,0,1,set17-10-18-19-A1.txt,375
0,0,0,0,0,0,3600,0,1,set33-10-23-19-B1.txt,375
0,0,0,0,0,0,5400,0,2,set62-11-01-19-B2.txt,375
0.451999196,1797.8,807.3655,0,1797.8,0.998777778,1800,0.6283,3,set23-10-21-19-B3.txt,376
0.401577186,3512.5,1362.1544,0,2753.6,0.975694444,3600,0.483307692,4,set33-10-23-19-B4.txt,376
0.305360795,4107.6,1225.8133,0,2895.5,0.760666667,5400,0.448785714,1,set53-10-30-19-B1.txt,376
0.345243194,1791.7,615.1057,0,1791.7,0.995388889,1800,0.448785714,3,set30-10-21-19-A3.txt,380
0.26817552,2999.3,746.4204,0,2986.3,0.833138889,3600,0.418866667,1,set37-10-24-19-B1.txt,380
0.446987641,5013.2,2226.6952,0,4700.6,0.92837037,5400,0.6283,3,set67-11-04-19-B3.txt,380
0,0,0,0,0,0,1800,0,1,set14-10-17-19-B1.txt,381
0,0,0,0,0,0,3600,0,2,set51-10-29-19-B2.txt,381
0.200457619,0,1.8849,0,0,0,5400,0.149595238,2,set59-10-31-19-B2.txt,381
0,0,0,0,0,0,1800,0,4,set5-10-16-19-B4.txt,383
0,0,0.6283,0,0,0,3600,0,1,set44-10-25-19-B1.txt,384
0,0,0,0,0,0,1800,0,1,set12-10-17-19-B1.txt,386
0.221011691,779.2,11.9377,0,742.3,0.432888889,1800,0.299190476,2,set14-10-17-19-B2.txt,387
0.333981885,3135.4,535.9399,0,1593.2,0.870944444,3600,0.483307692,3,set52-10-29-19-A3.txt,387
0.373936686,4371.3,1614.731,0,4371.3,0.8095,5400,0.448785714,2,set58-10-31-19-A2.txt,387
0,0,0,0,0,0,1800,0,2,set13-10-17-19-B2.txt,390
0,0,1.2566,0,0,0,3600,0,4,set31-10-23-19-B4.txt,390
0.878099729,124.4,39.5829,0,49.6,0.023037037,5400,1.57075,1,set67-11-04-19-B1.txt,390
0.147633507,423.1,5.6547,0,412.5,0.235055556,1800,0.184794118,4,set22-10-21-19-B4.txt,391
0,0,0.6283,0,0,0,3599.1,0,2,set42-10-25-19-A2.txt,391
0.270012606,129.9,23.2471,66.7,66.7,0.036083333,3600,0.6283,4,set52-10-29-19-A4.txt,392
0,0,0,0,0,0,3600,0,3,set43-10-25-19-B3.txt,397
0,0,0,0,0,0,5400,0,3,set64-11-01-19-B3.txt,397
0,0,0,0,0,0,3600,0,4,set47-10-28-19-A4.txt,399
0,0,0,0,0,0,1504.3,0,1,set3-10-15-19-B1.txt,402
0,0,0,0,0,0,3600,0,1,set32-10-23-19-B1.txt,402
0.223238793,1087.1,9.4245,0,387.4,0.603944444,1800,0.330684211,3,set26-10-21-19-A3.txt,404
0.376939115,2412,423.4742,0,1274.8,0.67,3600,0.523583333,3,set37-10-24-19-B3.txt,404
0.28413373,5288.2,1298.0678,0,4630.9,0.979296296,5400,0.571181818,4,set62-11-01-19-B4.txt,404
0,0,0,0,0,0,1800,0,3,set6-10-16-19-A3.txt,405
0.145560025,731.3,4.3981,0,722.1,0.406277778,1800,0.190393939,4,set23-10-21-19-B4.txt,408
0,0,0,0,0,0,3600,0,2,set49-10-28-19-B2.txt,408
0,0,0,0,0,0,5400,0,1,set68-11-04-19-A1.txt,408
0,0,0.6283,0,0,0,1800,0,3,set29-10-21-19-B3.txt,409
0,0,1.2566,0,0,0,5400,0,1,set60-10-31-19-B1.txt,409
0,0,0,0,0,0,3600,0,2,set41-10-25-19-B2.txt,410
0.139622222,0,11.9377,0,0,0,5400,0,4,set66-11-01-19-A4.txt,410
0,0,0,0,0,0,1800,0,4,set21-10-21-19-A4.txt,413
0.306098372,421.1,13.1943,0,363.3,0.233944444,1800,0.448785714,2,set17-10-18-19-B2.txt,416
0.482935132,3535.4,1639.863,0,3166.9,0.982055556,3600,0.698111111,3,set41-10-25-19-B3.txt,416
0.261926791,2074.2,7.5396,0,1438.4,0.384111111,5400,0.448785714,3,set54-10-30-19-B3.txt,416
0.154825643,715.9,5.6547,0,701.3,0.397722222,1800,0.190393939,2,set25-10-21-19-A2.txt,417
0,0,1.2566,0,0,0,1800,0,1,set21-10-21-19-A1.txt,421
0,0,0,0,0,0,3600,0,1,set32-10-23-19-A1.txt,421
0,0,0,0,0,0,1800,0,4,set30-10-21-19-A4.txt,missing ID
0,0,0,0,0,0,3600,0,3,set33-10-23-19-B3.txt,missing ID
0,0,0,0,0,0,3600,0,4,set51-10-29-19-B4.txt,missing ID
0,0,0,0,0,0,5400,0,4,set66-11-01-19-B4.txt,missing ID
