ID,filename,channel_num,channel_letter,chamber,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,box,test_date,days_from_start,time_start,sex,population,host_plant,flew,died?,flight_type,flight_details,NOTES,mass,short-wing?,eggs,time_end,latitude,lon+N:AEgitude,trial_type,days_from_start
330,set041-10-25-19-A2.txt,2,A,A-2,41,0.526336049,3598,1885.5283,0,3598,0.999444444,3600,0.6283,,10.25,10,9:25am,M,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,0.043,N,,,27.29866003,-81.36611608,T60,
129,set041-10-25-19-A3.txt,3,A,A-3,41,0.302287787,1493.1,95.5016,0,433.5,0.41475,3600,0.448785714,,10.25,10,9:25am,M,Homestead,K. elegans,Y,,B,bursts,,0.051,N,,,25.491968,-80.48562,T60,
99,set041-10-25-19-A4.txt,4,A,A-4,41,0.313230072,2704.8,10.0528,0,2692.7,0.751333333,3600,0.3926875,P,10.25,10,9:25am,M,Homestead,K. elegans,Y,,B,bursts,,0.043,N,,,25.491968,-80.48562,T60,
223,set041-10-25-19-B1.txt,1,B,B-1,41,0.202421514,7.5,1.8849,0,7.5,0.002083333,3600,0.261791667,,10.25,10,9:25am,F,North Key Largo,C. corindum ,N,,,,,0.07,N,,,25.25647566,-80.31068981,T60,
410,set041-10-25-19-B2.txt,2,B,B-2,41,0,0,0,0,0,0,3600,0,,10.25,10,9:25am,F,Gainesville,K. elegans,N,,,,,0.071,N,Y,,29.661821,-82.347211,T60,
416,set041-10-25-19-B3.txt,3,B,B-3,41,0.482935132,3535.4,1639.863,0,3166.9,0.982055556,3600,0.698111111,,10.25,10,9:25am,F,Gainesville,K. elegans,Y,,C,continuous; 60+ min,,0.064,N,Y,,29.661821,-82.347211,T60,
114,set041-10-25-19-B4.txt,4,B,B-4,41,0,0,0,0,0,0,3600,0,,10.25,10,9:25am,M,Homestead,K. elegans,N,,,,,0.045,N,,,25.491968,-80.48562,T60,
255,set042-10-25-19-A1.txt,1,A,A-1,42,0,0,0,0,0,0,3599.1,0,,10.25,10,10:40am,M,North Key Largo,C. corindum ,N,,,,,0.029,N,,,25.28636983,-80.29077075,T60,
391,set042-10-25-19-A2.txt,2,A,A-2,42,0,0,0.6283,0,0,0,3599.1,0,P,10.25,10,10:40am,M,Leesburg,K. elegans,N,,,,,0.029,N,,,28.81298,-81.877895,T60,
342,set042-10-25-19-A3.txt,3,A,A-3,42,0,0,0,0,0,0,3599.1,0,,10.25,10,10:40am,F,Lake Placid,K. elegans,N,,,,,0.05,N,,,27.29866003,-81.36611608,T60,
84,set042-10-25-19-A4.txt,4,A,A-4,42,0.311766321,4.7,1.8849,0,4.7,0.001305882,3599.1,0.369588235,,10.25,10,10:40am,M,North Key Largo,C. corindum ,Y,,B,bursts,,0.043,N,,,25.173694,-80.371532,T60,
295,set043-10-25-19-B1.txt,1,B,B-1,43,0.205594943,3484.7,686.7319,299.7,3141.4,0.967972222,3600,0.330684211,P,10.25,10,12:40pm,M,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,0.05,N,,,27.29866003,-81.36611608,T60,
126,set043-10-25-19-B2.txt,2,B,B-2,43,0.354987884,3474,1198.7964,0,3445.8,0.965,3600,0.523583333,,10.25,10,12:40pm,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,0.049,N,,,25.491968,-80.48562,T60,
397,set043-10-25-19-B3.txt,3,B,B-3,43,0,0,0,0,0,0,3600,0,,10.25,10,12:40pm,F,Gainesville,K. elegans,N,,,,,0.129,N,Y,,29.661821,-82.347211,T60,
120,set043-10-25-19-B4.txt,4,B,B-4,43,0.294224793,1274.2,208.5956,62.6,517,0.353944444,3600,1.047166667,,10.25,10,12:40pm,M,Homestead,K. elegans,Y,,B,bursts,,0.043,N,,,25.491968,-80.48562,T60,
30,set044-10-25-19-A1.txt,1,A,A-1,44,0,0,0,0,0,0,3600,0,,10.25,10,1:50pm,F,Plantation Key,C. corindum ,N,,,,,0.067,N,Y,,24.96448253,-80.56738908,T60,
139,set044-10-25-19-A2.txt,2,A,A-2,44,0,0,0.6283,0,0,0,3600,0,P,10.25,10,1:50pm,F,Lake Wales,K. elegans,N,,,,,0.118,N,Y,,27.903346,-81.589461,T60,
237,set044-10-25-19-A3.txt,3,A,A-3,44,0,0,0,0,0,0,3600,0,,10.25,10,1:50pm,F,North Key Largo,C. corindum ,N,,,,,0.04,N,,,25.25647566,-80.31068981,T60,
113,set044-10-25-19-A4.txt,4,A,A-4,44,0.339240341,3544.4,1191.8851,0,3544.4,0.984555556,3600,0.448785714,,10.25,10,1:50pm,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,0.035,N,,,25.491968,-80.48562,T60,
384,set044-10-25-19-B1.txt,1,B,B-1,44,0,0,0.6283,0,0,0,3600,0,,10.25,10,1:50pm,M,Leesburg,K. elegans,N,,,,,0.035,N,,,28.81298,-81.877895,T60,
54,set044-10-25-19-B2.txt,2,B,B-2,44,0.18908531,20.3,3.7698,0,20.3,0.005638889,3600,0.3926875,,10.25,10,1:50pm,M,Key Largo,C. corindum ,Y,,B,bursts,,0.017,N,,,25.187398,-80.358596,T60,
259,set044-10-25-19-B3.txt,3,B,B-3,44,0,0,0,0,0,0,3600,0,,10.25,10,1:50pm,M,North Key Largo,C. corindum ,N,,,,,0.035,N,,,25.28636983,-80.29077075,T60,
135,set044-10-25-19-B4.txt,4,B,B-4,44,0,0,0,0,0,0,3600,0,,10.25,10,1:50pm,F,Homestead,K. elegans,N,,,,,0.083,N,Y,,25.491968,-80.48562,T60,
275,set046-10-28-19-A1.txt,1,A,A-1,46,0,0,0,0,0,0,3600,0,,10.28,13,9:10am,F,North Key Largo,C. corindum ,N,,,,,0.086,N,Y,,25.28636983,-80.29077075,T60,
204,set046-10-28-19-A2.txt,2,A,A-2,46,0,0,0,0,0,0,3600,0,,10.28,13,9:10am,M,North Key Largo,C. corindum ,N,,,,,0.035,N,,,25.1948419,-80.34590136,T60,
101,set046-10-28-19-A3.txt,3,A,A-3,46,0.243425226,3596.1,839.4088,0,3596.1,0.998916667,3600,0.3926875,,10.28,13,9:10am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,0.045,N,,,25.491968,-80.48562,T60,
258,set046-10-28-19-A4.txt,4,A,A-4,46,0,0,0,0,0,0,3600,0,P,10.28,13,9:10am,M,North Key Largo,C. corindum ,N,,,,,0.048,N,,,25.28636983,-80.29077075,T60,
105,set046-10-28-19-B1.txt,1,B,B-1,46,0,0,0,0,0,0,3599.3,0,,10.28,13,9:10am,F,Homestead,K. elegans,N,,,,,0.102,N,Y,,25.491968,-80.48562,T60,
306,set046-10-28-19-B2.txt,2,B,B-2,46,0,0,0,0,0,0,3599.3,0,,10.28,13,9:10am,F,Lake Placid,K. elegans,N,,,,,0.098,N,Y,,27.29866003,-81.36611608,T60,
234,set046-10-28-19-B3.txt,3,B,B-3,46,0,0,0,0,0,0,3599.3,0,,10.28,13,9:10am,F,North Key Largo,C. corindum ,N,,,,,0.121,N,Y,,25.25647566,-80.31068981,T60,
308,set046-10-28-19-B4.txt,4,B,B-4,46,0.222067242,953,47.1225,64.7,300,0.264773706,3599.3,0.571181818,,10.28,13,9:10am,M,Lake Placid,K. elegans,Y,,B,bursts,,0.044,N,,,27.29866003,-81.36611608,T60,
261,set047-10-28-19-A1.txt,1,A,A-1,47,0.437897495,3598.3,1552.5293,0,3598.3,0.999527778,3600,0.571181818,,10.28,13,10:20am,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,0.046,N,,,25.28636983,-80.29077075,T60,
154,set047-10-28-19-A2.txt,2,A,A-2,47,0,0,0.6283,0,0,0,3600,0,,10.28,13,10:20am,F,Lake Wales,K. elegans,N,,,,,0.067,N,Y,,27.903346,-81.589461,T60,
15,set047-10-28-19-A3.txt,3,A,A-3,47,0,0,0,0,0,0,3600,0,,10.28,13,10:20am,M,Plantation Key,C. corindum ,N,,,,,0.043,N,,,24.96448253,-80.56738908,T60,
399,set047-10-28-19-A4.txt,4,A,A-4,47,0,0,0,0,0,0,3600,0,,10.28,13,10:20am,F,Gainesville,K. elegans,N,,,,,0.046,N,,,29.661821,-82.347211,T60,
315,set047-10-28-19-B1.txt,1,B,B-1,47,0,0,0,0,0,0,3599.6,0,,10.28,13,10:20am,F,Lake Placid,K. elegans,N,,,,,0.078,N,Y,,27.29866003,-81.36611608,T60,
337,set047-10-28-19-B2.txt,2,B,B-2,47,0,0,0,0,0,0,3599.6,0,,10.28,13,10:20am,M,Lake Placid,K. elegans,N,,,,,0.051,N,,,27.29866003,-81.36611608,T60,
102,set047-10-28-19-B3.txt,3,B,B-3,47,0,0,0,0,0,0,3599.6,0,,10.28,13,10:20am,F,Homestead,K. elegans,N,,,,,0.138,N,Y,,25.491968,-80.48562,T60,
288,set047-10-28-19-B4.txt,4,B,B-4,47,0.246105339,3594.7,862.0276,0,3594.7,0.998638738,3599.6,0.369588235,P,10.28,13,10:20am,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,0.043,N,,,25.28636983,-80.29077075,T60,
128,set048-10-28-19-B1.txt,1,B,B-1,48,0,0,0.6283,0,0,0,3600,0,,10.28,13,11:30am,M,Homestead,K. elegans,N,,,,,0.042,N,,,25.491968,-80.48562,T60,
73,set048-10-28-19-B2.txt,2,B,B-2,48,0,0,0.6283,0,0,0,3600,0,,10.28,13,11:30am,M,North Key Largo,C. corindum ,N ,,,,,0.045,N,,,25.1755048,-80.36782055,T60,
119,set048-10-28-19-B3.txt,3,B,B-3,48,0,0,0,0,0,0,3600,0,,10.28,13,11:30am,M,Homestead,K. elegans,N,,,,,0.039,N,,,25.491968,-80.48562,T60,
312,set048-10-28-19-B4.txt,4,B,B-4,48,0.25893045,1190.1,18.849,0,1160.5,0.330583333,3600,0.369588235,,10.28,13,11:30am,M,Lake Placid,K. elegans,Y,,B,bursts,,0.05,N,,,27.29866003,-81.36611608,T60,
278,set049-10-28-19-A1.txt,1,A,A-1,49,0,0,0,0,0,0,3600,0,,10.28,13,2:20pm,M,North Key Largo,C. corindum ,N,,,,,0.037,N,,,25.28636983,-80.29077075,T60,
264,set049-10-28-19-A2.txt,2,A,A-2,49,0,0,0,0,0,0,3600,0,,10.28,13,2:20pm,M,North Key Largo,C. corindum ,N,,,,,0.044,N,,,25.28636983,-80.29077075,T60,
124,set049-10-28-19-A3.txt,3,A,A-3,49,0.327239583,517,4.3981,0,515.2,0.143611111,3600,0.349055556,,10.28,13,2:20pm,M,Homestead,K. elegans,Y,,B,bursts,,0.049,N,,,25.491968,-80.48562,T60,
349,set049-10-28-19-A4.txt,4,A,A-4,49,0.249449633,141.6,35.8131,0,39.1,0.039333333,3600,0.6283,,10.28,13,2:20pm,M,Lake Placid,K. elegans,Y,,B,bursts,,0.042,N,,,27.29866003,-81.36611608,T60,
313,set049-10-28-19-B1.txt,1,B,B-1,49,0.219082433,2474.5,506.4098,0,2461,0.687361111,3600,0.698111111,,10.28,13,2:20pm,F,Lake Placid,K. elegans,Y,,BC,bursts to continuous; 60+ min,,0.081,N,Y,,27.29866003,-81.36611608,T60,
408,set049-10-28-19-B2.txt,2,B,B-2,49,0,0,0,0,0,0,3600,0,,10.28,13,2:20pm,M,Gainesville,K. elegans,N,,,,,0.045,N,,,29.661821,-82.347211,T60,
249,set049-10-28-19-B3.txt,3,B,B-3,49,0,0,0,0,0,0,3600,0,,10.28,13,2:20pm,F,North Key Largo,C. corindum ,N,,,,,0.053,N,Y,,25.252842,-80.311826,T60,
132,set049-10-28-19-B4.txt,4,B,B-4,49,0,0,0.6283,0,0,0,3600,0,,10.28,13,2:20pm,M,Homestead,K. elegans,N,,,,,0.049,N,,,25.491968,-80.48562,T60,
12,set050-10-28-19-A1.txt,1,A,A-1,50,0,0,0.6283,0,0,0,3600,0,,10.28,13,3:35pm,F,Plantation Key,C. corindum ,N,,,,,0.101,N,Y,,24.96448253,-80.56738908,T60,
303,set050-10-28-19-A2.txt,2,A,A-2,50,0,0,0,0,0,0,3600,0,,10.28,13,3:35pm,F,Lake Placid,K. elegans,N,,,,,0.081,N,Y,,27.29866003,-81.36611608,T60,
205,set050-10-28-19-A3.txt,3,A,A-3,50,0,0,0,0,0,0,3600,0,,10.28,13,3:35pm,M,North Key Largo,C. corindum ,N,,,,,0.029,N,,,25.1948419,-80.34590136,T60,
332,set050-10-28-19-A4.txt,4,A,A-4,50,0.469230978,3562.8,1634.2083,0,3509.7,0.989666667,3600,0.6283,,10.28,13,3:35pm,M,Lake Placid,K. elegans,Y,,BC,bursts to continuous; 60+ min,,0.05,N,,,27.29866003,-81.36611608,T60,
339,set051-10-29-19-A1.txt,1,A,A-1,51,0.375831551,2704.8,997.7404,0,2692.1,0.751333333,3600,1.2566,,10.29,14,9:00am,M,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,0.052,N,,,27.29866003,-81.36611608,T60,
89,set051-10-29-19-A2.txt,2,A,A-2,51,0.330781948,3597.1,1174.2927,0,3597.1,0.999194444,3600,0.483307692,P,10.29,14,9:00am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,0.052,N,,,25.491968,-80.48562,T60,
328,set051-10-29-19-A3.txt,3,A,A-3,51,0.301051371,3284.2,980.7763,0,3284.2,0.912277778,3600,0.448785714,,10.29,14,9:00am,F,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,0.088,N,Y,,27.29866003,-81.36611608,T60,
34,set051-10-29-19-A4.txt,4,A,A-4,51,0.733016667,0,8.1679,0,0,0,3600,0.209433333,,10.29,14,9:00am,F,Plantation Key,C. corindum ,N,,,,,0.11,N,Y,,24.96448253,-80.56738908,T60,
257,set051-10-29-19-B1.txt,1,B,B-1,51,0.248672595,2075.1,27.6452,0,1044.1,0.576416667,3600,0.448785714,P,10.29,14,9:00am,M,North Key Largo,C. corindum ,Y,,B,bursts to continuous; continuous to bursts,,0.033,N,,,25.28636983,-80.29077075,T60,
381,set051-10-29-19-B2.txt,2,B,B-2,51,0,0,0,0,0,0,3600,0,,10.29,14,9:00am,F,Leesburg,K. elegans,N,,,,,0.121,N,Y,,28.81298,-81.877895,T60,
111,set051-10-29-19-B3.txt,3,B,B-3,51,0.358905969,3502.7,1217.6454,0,3502.7,0.972972222,3600,0.523583333,,10.29,14,9:00am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,0.039,N,,,25.491968,-80.48562,T60,
299,set052-10-29-19-A1.txt,1,A,A-1,52,0.278110619,2897.2,544.7361,0,1588.9,0.804777778,3600,0.698111111,P,10.29,14,10:15am,M,Lake Placid,K. elegans,Y,,BC,bursts to continuous bouts,,0.039,N,,,27.29866003,-81.36611608,T60,
311,set052-10-29-19-A2.txt,2,A,A-2,52,0.400123252,1622.5,33.2999,0,968.9,0.450694444,3600,0.785375,,10.29,14,10:15am,M,Lake Placid,K. elegans,Y,,B,bursts,,0.041,N,,,27.29866003,-81.36611608,T60,
387,set052-10-29-19-A3.txt,3,A,A-3,52,0.333981885,3135.4,535.9399,0,1593.2,0.870944444,3600,0.483307692,,10.29,14,10:15am,F,Leesburg,K. elegans,Y,,BC,bursts to continuous bouts,,0.053,N,Y,,28.81298,-81.877895,T60,
392,set052-10-29-19-A4.txt,4,A,A-4,52,0.270012606,129.9,23.2471,66.7,66.7,0.036083333,3600,0.6283,P,10.29,14,10:15am,F,Leesburg,K. elegans,N,,,,,0.105,N,Y,,28.81298,-81.877895,T60,
308,set053-10-30-19-A1.txt,1,A,A-1,53,0.180948239,2637.4,20.7339,76.7,958.7,0.488407407,5400,0.285590909,,10.30,15,9:30am,M,Lake Placid,K. elegans,Y,,B,bursts,,0.038,,,,27.29866003,-81.36611608,T90,
205,set053-10-30-19-A2.txt,2,A,A-2,53,0,0,0,0,0,0,5400,0,,10.30,15,9:30am,M,North Key Largo,C. corindum ,,,,,paint fell off ,0.03,,,,25.1948419,-80.34590136,T90,
323,set053-10-30-19-A3.txt,3,A,A-3,53,0.30079287,1696,1078.1628,61.6,969.6,0.314074074,5400,0.523583333,,10.30,15,9:30am,M,Lake Placid,K. elegans,Y,,C,continuous till 50 minutes; stopped; then continuous +90,,0.036,,,,27.29866003,-81.36611608,T90,
223,set053-10-30-19-A4.txt,4,A,A-4,53,0,0,0,0,0,0,5400,0,,10.30,15,9:30am,F,North Key Largo,C. corindum ,N,,,,,0.058,,,,25.25647566,-80.31068981,T90,
376,set053-10-30-19-B1.txt,1,B,B-1,53,0.305360795,4107.6,1225.8133,0,2895.5,0.760666667,5400,0.448785714,,10.30,15,9:30am,F,Leesburg,K. elegans,Y,,C,continuous starting at 10 min; +90,,0.08,,Y,,28.81298,-81.877895,T90,
298,set053-10-30-19-B2.txt,2,B,B-2,53,0,0,0,0,0,0,5400,0,P,10.30,15,9:30am,F,Lake Placid,K. elegans,N,,,,,0.13,,Y,,27.29866003,-81.36611608,T90,
95,set053-10-30-19-B3.txt,3,B,B-3,53,0.411522456,1527.3,55.9187,89.4,702,0.282833333,5400,0.6283,,10.30,15,9:30am,F,Homestead,K. elegans,Y,,B,bursts to continuous to bursts,,0.101,,Y,,25.491968,-80.48562,T90,
325,set053-10-30-19-B4.txt,4,B,B-4,53,0,0,0,0,0,0,5400,0,,10.30,15,9:30am,F,Lake Placid,K. elegans,N,,,,,0.091,,Y,,27.29866003,-81.36611608,T90,
67,set054-10-30-19-B1.txt,1,B,B-1,54,0.287313559,19.2,5.0264,0,19.2,0.003555556,5400,0.6283,P,10.30,15,11:15am,M,North Key Largo,C. corindum ,Y,,B,bursts,,0.041,,,,25.1755048,-80.36782055,T90,
84,set054-10-30-19-B2.txt,2,B,B-2,54,0.293220682,210,59.0602,0,42.6,0.038888889,5400,0.448785714,,10.30,15,11:15am,M,North Key Largo,C. corindum ,Y,,B,bursts,,0.046,,,,25.173694,-80.371532,T90,
416,set054-10-30-19-B3.txt,3,B,B-3,54,0.261926791,2074.2,7.5396,0,1438.4,0.384111111,5400,0.448785714,,10.30,15,11:15am,F,Gainesville,K. elegans,Y,,B,bursts,,0.074,,Y,,29.661821,-82.347211,T90,
351,set054-10-30-19-B4.txt,4,B,B-4,54,0.376800641,5178.7,1928.881,0,5178.7,0.959018519,5400,0.483307692,,10.30,15,11:15am,M,Lake Placid,K. elegans,Y,,C,bursts to continuous; +90,,0.042,,,,27.29866003,-81.36611608,T90,
234,set055-10-30-19-A1.txt,1,A,A-1,55,0,0,0,0,0,0,5398.6,0,,10.30,15,1:50pm,F,North Key Largo,C. corindum ,N,,,,,0.103,,Y,,25.25647566,-80.31068981,T90,
136,set055-10-30-19-A2.txt,2,A,A-2,55,0,0,0,0,0,0,5398.6,0,,10.30,15,1:50pm,M,Homestead,K. elegans,N,,,,,0.04,,,,25.491968,-80.48562,T90,
152,set055-10-30-19-A3.txt,3,A,A-3,55,0.360386844,5393.5,1912.5452,0,5393.5,0.999055311,5398.6,0.523583333,,10.30,15,1:50pm,M,Lake Wales,K. elegans,Y,,C,continuous; +90,,0.043,,,,27.903346,-81.589461,T90,
159,set055-10-30-19-A4.txt,4,A,A-4,55,0,0,0,0,0,0,5398.6,0,,10.30,15,1:50pm,M,Lake Wales,K. elegans,N,,,,,0.033,,,,27.903346,-81.589461,T90,
118,set055-10-30-19-B1.txt,1,B,B-1,55,0.305682526,9,2.5132,0,9,0.001666667,5400,0.698111111,,10.30,15,1:50pm,F,Homestead,K. elegans,N,,,,,0.049,,,,25.491968,-80.48562,T90,
90,set055-10-30-19-B2.txt,2,B,B-2,55,0,0,0,0,0,0,5400,0,P,10.30,15,1:50pm,F,Homestead,K. elegans,N,,,,,0.061,,,,25.491968,-80.48562,T90,
336,set055-10-30-19-B3.txt,3,B,B-3,55,0.386636473,5362.3,2040.0901,0,5336.9,0.993018519,5400,0.523583333,,10.30,15,1:50pm,F,Lake Placid,K. elegans,Y,,C,continuous; +90,,0.049,,Y,,27.29866003,-81.36611608,T90,
333,set055-10-30-19-B4.txt,4,B,B-4,55,0,0,0.6283,0,0,0,5400,0,,10.30,15,1:50pm,F,Lake Placid,K. elegans,N,,,,,0.071,,Y,,27.29866003,-81.36611608,T90,
312,set056-10-30-19-A1.txt,1,A,A-1,56,0.475640112,855.1,11.3094,0,840.4,0.158351852,5400,0.897571429,,10.30,15,3:30pm,M,Lake Placid,K. elegans,Y,,B,bursts,,0.042,,,,27.29866003,-81.36611608,T90,
332,set056-10-30-19-A2.txt,2,A,A-2,56,0.484962233,5397.4,2592.9941,0,5397.4,0.999518519,5400,0.6283,,10.30,15,3:30pm,M,Lake Placid,K. elegans,Y,,C,continuous; +90,,0.048,,,,27.29866003,-81.36611608,T90,
318,set056-10-30-19-A3.txt,3,A,A-3,56,0,0,0.6283,0,0,0,5400,0,,10.30,15,3:30pm,M,Lake Placid,K. elegans,N,,,,,0.035,,,,27.29866003,-81.36611608,T90,
123,set056-10-30-19-A4.txt,4,A,A-4,56,0.278597668,4668.9,8.7962,0,4615.3,0.864611111,5400,0.369588235,,10.30,15,3:30pm,M,Homestead,K. elegans,Y,,B,bursts,,0.047,,,,25.491968,-80.48562,T90,
92,set056-10-30-19-B1.txt,1,B,B-1,56,0,0,0,0,0,0,5330.2,0,,10.30,15,3:30pm,M,Homestead,K. elegans,N,,,,,0.041,,,,25.491968,-80.48562,T90,
103,set056-10-30-19-B2.txt,2,B,B-2,56,0.376079167,2349.8,835.639,70.2,1980.2,0.440846497,5330.2,0.523583333,,10.30,15,3:30pm,M,Homestead,K. elegans,Y,,BC,bursts to continuous; +90,,0.048,,,,25.491968,-80.48562,T90,
31,set056-10-30-19-B3.txt,3,B,B-3,56,0,0,0,0,0,0,5330.2,0,,10.30,15,3:30pm,M,Plantation Key,C. corindum ,N,,,,,0.036,,,,24.96448253,-80.56738908,T90,
300,set056-10-30-19-B4.txt,4,B,B-4,56,0,0,0.6283,0,0,0,5330.2,0,,10.30,15,3:30pm,M,Lake Placid,K. elegans,N,,,,,0.038,,,,27.29866003,-81.36611608,T90,
258,set057-10-31-19-B1.txt,1,B,B-1,57,0,0,1.2566,0,0,0,5400,0,P,10.31,16,9:20am,M,North Key Largo,C. corindum ,N,,,,,0.041,,,,25.28636983,-80.29077075,T90,
102,set057-10-31-19-B2.txt,2,B,B-2,57,0,0,0,0,0,0,5400,0,,10.31,16,9:20am,F,Homestead,K. elegans,N,,,,,0.118,,Y,,25.491968,-80.48562,T90,
197,set057-10-31-19-B3.txt,3,B,B-3,57,0.264219952,61.1,17.5924,0,26.7,0.011314815,5400,1.2566,,10.31,16,9:20am,M,North Key Largo,C. corindum ,Y,,B,bursts,,0.036,,,,25.1948419,-80.34590136,T90,
105,set057-10-31-19-B4.txt,4,B,B-4,57,0,0,0,0,0,0,5400,0,,10.31,16,9:20am,F,Homestead,K. elegans,N,,,,,0.086,,Y,,25.491968,-80.48562,T90,
238,set058-10-31-19-A1.txt,1,A,A-1,58,0,0,0,0,0,0,5400,0,P,10.31,16,11:00am,F,North Key Largo,C. corindum ,N,,,,,0.117,,Y,,25.25647566,-80.31068981,T90,
387,set058-10-31-19-A2.txt,2,A,A-2,58,0.373936686,4371.3,1614.731,0,4371.3,0.8095,5400,0.448785714,,10.31,16,11:00am,F,Leesburg,K. elegans,Y,,C,continuous; +90,,0.051,,Y,,28.81298,-81.877895,T90,
296,set058-10-31-19-A3.txt,3,A,A-3,58,0.237605176,237.6,56.547,0,52.5,0.044,5400,0.31415,P,10.31,16,11:00am,F,Lake Placid,K. elegans,Y,,B,bursts,,0.058,,Y,,27.29866003,-81.36611608,T90,
276,set058-10-31-19-A4.txt,4,A,A-4,58,0.408492091,5351.8,2155.6973,61.5,5290.3,0.991074074,5400,0.483307692,,10.31,16,11:00am,M,North Key Largo,C. corindum ,Y,,C,continuous; +90,,0.051,,,,25.28636983,-80.29077075,T90,
295,set058-10-31-19-B1.txt,1,B,B-1,58,0.412347342,4968.5,2018.7279,0,4582.6,0.920092593,5400,0.698111111,P,10.31,16,11:00am,M,Lake Placid,K. elegans,Y,,C,continuous; +90,,0.048,,,,27.29866003,-81.36611608,T90,
302,set058-10-31-19-B2.txt,2,B,B-2,58,0.362999386,1986.5,699.9262,105.6,1251.9,0.36787037,5400,0.523583333,,10.31,16,11:00am,F,Lake Placid,K. elegans,Y,,C,continuous; +90,,0.079,,Y,,27.29866003,-81.36611608,T90,
107,set058-10-31-19-B3.txt,3,B,B-3,58,0,0,1.2566,0,0,0,5400,0,,10.31,16,11:00am,F,Homestead,K. elegans,N,,,,,0.111,,Y,,25.491968,-80.48562,T90,
252,set058-10-31-19-B4.txt,4,B,B-4,58,0,0,1.2566,0,0,0,5400,0,,10.31,16,11:00am,F,North Key Largo,C. corindum ,N,,,,,0.085,,Y,,25.252842,-80.311826,T90,
299,set059-10-31-19-A1.txt,1,A,A-1,59,0.256194343,2597.2,202.9409,0,813,0.480962963,5400,0.369588235,P,10.31,16,12:45pm,M,Lake Placid,K. elegans,Y,,BC,bursts to continuous; +90,checked every 5 min,0.043,,,,27.29866003,-81.36611608,T90,
135,set059-10-31-19-A2.txt,2,A,A-2,59,0.523583333,0,3.7698,0,0,0,5400,0,,10.31,16,12:45pm,F,Homestead,K. elegans,N,,,,checked every 5 min,0.085,,Y,,25.491968,-80.48562,T90,
331,set059-10-31-19-A3.txt,3,A,A-3,59,0.315560325,58.3,3.1415,0,53.8,0.010796296,5400,0.571181818,,10.31,16,12:45pm,F,Lake Placid,K. elegans,N,,,,checked every 5 min,0.111,,Y,,27.29866003,-81.36611608,T90,
262,set059-10-31-19-A4.txt,4,A,A-4,59,0.249682896,1809.5,141.9958,67.2,482.9,0.335092593,5400,1.2566,,10.31,16,12:45pm,M,North Key Largo,C. corindum ,Y,,B,bursts to continuous?,checked every 5 min,0.041,,,,25.28636983,-80.29077075,T90,
280,set059-10-31-19-B1.txt,1,B,B-1,59,0.160814881,0,6.283,0,0,0,5400,0.112196429,,10.31,16,12:45pm,M,North Key Largo,C. corindum ,N,,,,checked every 5 min,0.043,,,,25.28636983,-80.29077075,T90,
381,set059-10-31-19-B2.txt,2,B,B-2,59,0.200457619,0,1.8849,0,0,0,5400,0.149595238,,10.31,16,12:45pm,F,Leesburg,K. elegans,N,,,,checked every 5 min,0.096,,Y,,28.81298,-81.877895,T90,
129,set059-10-31-19-B3.txt,3,B,B-3,59,0.324558447,2861.6,87.962,0,442.5,0.529925926,5400,0.483307692,,10.31,16,12:45pm,M,Homestead,K. elegans,Y,,B,bursts to longer burst,checked every 5 min,0.052,,,,25.491968,-80.48562,T90,
65,set059-10-31-19-B4.txt,4,B,B-4,59,0.364700586,442.1,6.283,0,414.1,0.08187037,5400,0.448785714,,10.31,16,12:45pm,F,Key Largo,C. corindum ,N,,,,checked every 5 min,0.071,,Y,,25.187398,-80.358596,T90,
50,set060-10-31-19-A1.txt,1,A,A-1,60,0.242811771,2208.6,3.7698,0,2203.3,0.409,5400,0.25132,,10.31,16,2:20pm,M,Key Largo,C. corindum ,Y,,B,bursts,,0.045,,,,25.187398,-80.358596,T90,
73,set060-10-31-19-A2.txt,2,A,A-2,60,0,0,0.6283,0,0,0,5400,0,,10.31,16,2:20pm,M,North Key Largo,C. corindum ,N,,,,,0.042,,,,25.1755048,-80.36782055,T90,
114,set060-10-31-19-A3.txt,3,A,A-3,60,0,0,0,0,0,0,5400,0,,10.31,16,2:20pm,M,Homestead,K. elegans,N,,,,,0.044,,,,25.491968,-80.48562,T90,
339,set060-10-31-19-A4.txt,4,A,A-4,60,0.497682865,5268.5,2604.3035,0,4800.9,0.975648148,5400,0.6283,,10.31,16,2:20pm,M,Lake Placid,K. elegans,Y,,C,continuous; +90,,0.051,,,,27.29866003,-81.36611608,T90,
