average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0,0,0,0,3599.1,0,1,255
0,0,0.6283,0,0,0,3599.1,0,2,391
0,0,0,0,0,0,3599.1,0,3,342
0.31176632108782215,4.700000000000001,1.8849,0,4.700000000000001,0.0013058820260620713,3599.1,0.3695882352941178,4,84
