average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0,0,0,0,3599.3,0,1,105
0,0,0,0,0,0,3599.3,0,2,306
0,0,0,0,0,0,3599.3,0,3,234
0.22206724200025943,953.0000000000001,47.12250000000005,64.70000000000027,300.0,0.2647737059983886,3599.3,0.5711818181818175,4,308
