average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0,0,0,0,3600.0,0,1,66
0,0,0,0,0,0,3600.0,0,2,343
0.22771122243789152,2051.4,187.86169999999933,0,792.8999999999996,0.5698333333333334,3600.0,0.4833076923077092,3,68
0.3926875000000397,0,1.8849,0,0,0,3600.0,0.2617916666666668,4,69
