average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0.6283,0,0,0,3600.0,0,1,203
0.1336808510638285,0,3.1414999999999997,0,0,0,3600.0,0,2,198
0.2171191685159586,23.400000000000045,6.911300000000001,0,20.7,0.006500000000000013,3600.0,0.28559090909090895,3,123
0,0,0,0,0,0,3600.0,0,4,282
