average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0,0,0,0,3600.0,0,1,278
0,0,0,0,0,0,3600.0,0,2,264
0.3272395833333374,516.9999999999998,4.3980999999999995,0,515.2,0.14361111111111105,3600.0,0.34905555555556433,3,124
0.2494496328438768,141.6,35.8131,0,39.1,0.03933333333333333,3600.0,0.6283,4,349
