average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0.2513199999999999,0,3.1414999999999997,0,0,0,3600.0,0,1
0,0,0,0,0,0,3600.0,0,2
0,0,0.6283,0,0,0,3600.0,0,3
0.3476156123702754,2560.1,742.6505999999968,0,2187.5,0.7111388888888889,3600.0,0.4833076923076933,4
