average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0.21908243282284764,2474.5,506.40980000000854,0,2461.0,0.6873611111111111,3600.0,0.6981111111111108,1,313
0,0,0,0,0,0,3600.0,0,2,408
0,0,0,0,0,0,3600.0,0,3,249
0,0,0.6283,0,0,0,3600.0,0,4,132
