average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num,ID
0,0,0,0,0,0,3600.0,0,1,30
0,0,0.6283,0,0,0,3600.0,0,2,139
0,0,0,0,0,0,3600.0,0,3,237
0.3392403408707628,3544.4,1191.8851000000038,0,3544.4,0.9845555555555556,3600.0,0.44878571428572156,4,113
