ID,set_number,chamber,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,trial_type,latitude,longitude
57,010,B-4,2.28.2020,8:07:00,08:37:00,1800.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.035,N,T1,27.298631,-81.36615
169,010,A-1,2.28.2020,8:39:00,16:07:00,26880.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.041,N,T1,27.298631,-81.36615
261,010,A-2,2.28.2020,8:40:00,10:25:00,6300.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,"MARKER: made 261, 391, 261 commented even marker",0.039,N,T1,27.298631,-81.36615
391,010,A-3,2.28.2020,8:41:00,09:29:00,2880.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.053,N,T1,24.96424,-80.5673321
323,010,A-4,2.28.2020,8:42:00,10:22:00,6000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.035,N,T1,25.2734885,-80.3040957
293,010,B-1,2.28.2020,8:43:00,09:16:00,1980.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,T1,29.66200224,-82.347313
247,010,B-2,2.28.2020,8:44:00,10:22:00,5880.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,BC,,0.031,N,T1,25.1820931,-80.3631938
408,010,B-3,2.28.2020,8:45:00,09:16:00,1860.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.050,Y,T1,25.1284578,-80.4080913
139,010,B-4,2.28.2020,8:46:00,15:05:00,22740.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.040,N,T1,25.1755702,-80.36780089
331,010,B-1,2.28.2020,9:17:00,10:22:00,3900.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,BC,,0.038,N,T1,25.19515,-80.345916
301,010,B-3,2.28.2020,9:18:00,12:16:00,10680.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,DATA COL: had to reposition at 9:49 ,0.039,N,T1,24.9735748,-80.5539224
387,010,A-3,2.28.2020,9:49:00,10:22:00,1980.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.095,Y,T1,24.96424,-80.5673321
97,010,A-2,2.28.2020,10:26:00,11:04:00,2280.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.099,N,T1,25.2275238,-80.3283788
141,010,A-3,2.28.2020,10:27:00,11:04:00,2220.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.061,N,T1,25.2275238,-80.3283788
101,010,A-4,2.28.2020,10:28:00,11:04:00,2160.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.090,N,T1,24.9735748,-80.5539224
324,010,B-1,2.28.2020,10:29:00,22:54:19,44719.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.036,N,T1,25.2734885,-80.3040957
116,010,B-2,2.28.2020,10:30:00,11:00:00,1800.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.066,N,T1,25.1284578,-80.4080913
221,010,B-2,2.28.2020,11:26:00,11:57:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.090,Y,T1,25.2734885,-80.3040957
333,010,A-3,2.28.2020,11:26:00,11:57:00,1860.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.034,N,T1,25.19515,-80.345916
113,010,A-4,2.28.2020,11:26:00,11:57:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.037,N,T1,25.1000151,-80.437522
330,010,A-2,2.28.2020,11:26:00,11:57:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.109,Y,T1,25.2734885,-80.3040957
194,010,A-2,2.28.2020,12:00:00,13:39:00,5940.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,MARKER: made comment 330 then 194,0.043,N,T1,29.66200224,-82.347313
410,010,A-3,2.28.2020,12:01:00,16:58:03,17823.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,,0.044,N,T1,25.1284578,-80.4080913
54,010,A-4,2.28.2020,12:02:00,12:36:00,2040.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.094,Y,T1,27.298631,-81.36615
404,010,B-2,2.28.2020,12:03:00,13:39:00,5760.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.032,N,T1,24.96424,-80.5673321
352,010,A-4,2.28.2020,12:37:00,13:39:00,3720.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.029,N,T1,25.1820931,-80.3631938
37,011,A-1,03.03.2020,8:46:00,09:22:00,2160.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.062,Y,T2,25.1755702,-80.36780089
209,011,A-2,03.03.2020,8:46:00,09:22:00,2160.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,CB,,0.040,N,T2,24.96424,-80.5673321
92,011,A-3,03.03.2020,8:46:00,09:22:00,2160.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.138,Y,T2,25.286747,-80.290592
123,011,A-4,03.03.2020,8:46:00,09:22:00,2160.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.039,N,T2,25.1820931,-80.3631938
230,011,B-1,03.03.2020,8:50:00,15:20:00,23400.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,C,,0.043,N,T2,25.19515,-80.345916
417,011,B-2,03.03.2020,8:50:00,09:22:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.034,N,T2,25.1820931,-80.3631938
320,011,B-3,03.03.2020,8:50:00,09:22:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.043,N,T2,25.1284578,-80.4080913
332,011,B-4,03.03.2020,8:50:00,09:22:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.034,N,T2,25.19515,-80.345916
176,011,A-1,03.03.2020,9:25:00,10:01:00,2160.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.058,Y,T2,27.8967403,-81.5804654
233,011,A-2,03.03.2020,9:26:00,10:01:00,2100.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.064,N,T2,25.2565615,-80.3108042
125,011,A-3,03.03.2020,9:27:00,10:01:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.041,N,T2,25.1820931,-80.3631938
376,011,A-4,03.03.2020,9:28:00,10:01:00,1980.0,M,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.029,N,T2,27.8967403,-81.5804654
187,011,B-2,03.03.2020,9:29:00,10:01:00,1920.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.087,Y,T2,28.7963435,-81.8778849
26,011,B-3,03.03.2020,9:30:00,10:01:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.081,Y,T2,25.19515,-80.345916
29,011,B-4,03.03.2020,9:31:00,10:01:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.066,Y,T2,25.19515,-80.345916
423,011,A-1,03.03.2020,10:03:00,10:38:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,T2,25.1820931,-80.3631938
179,011,A-2,03.03.2020,10:04:00,10:38:00,2040.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.082,N,T2,27.8967403,-81.5804654
433,011,A-4,03.03.2020,10:05:00,10:38:00,1980.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.041,N,T2,25.2734885,-80.3040957
18,011,B-2,03.03.2020,10:06:00,10:38:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.045,N,T2,25.1284578,-80.4080913
262,011,B-3,03.03.2020,10:07:00,10:38:00,1860.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.043,N,T2,27.298631,-81.36615
42,011,B-4,03.03.2020,10:08:00,10:38:00,1800.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.084,N,T2,25.491362,-80.485821
102,011,A-1,03.03.2020,10:40:00,11:16:00,2160.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.042,N,T2,24.9735748,-80.5539224
81,011,A-2,03.03.2020,10:41:00,11:16:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.047,N,T2,29.66200224,-82.347313
266,011,A-4,03.03.2020,10:42:00,11:16:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.035,N,T2,27.298631,-81.36615
295,011,B-2,03.03.2020,10:43:00,11:16:00,1980.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.031,N,T2,29.66200224,-82.347313
197,011,B-3,03.03.2020,10:44:00,11:16:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.029,N,T2,29.66200224,-82.347313
114,011,B-4,03.03.2020,10:45:00,11:16:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,T2,25.1000151,-80.437522
62,011,A-1,03.03.2020,11:19:00,18:15:16,24976.0,M,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.036,N,T2,27.8967403,-81.5804654
69,011,A-2,03.03.2020,11:19:00,11:54:00,2100.0,F,Lake Wales,Polk,Polk Ave,K.elegans,Y,B,,0.088,N,T2,27.8967403,-81.5804654
152,011,A-4,03.03.2020,11:20:00,11:54:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.033,N,T2,25.491362,-80.485821
36,011,B-2,03.03.2020,11:21:00,22:00:59,38399.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,BC,,0.044,N,T2,25.1755702,-80.36780089
13,011,B-3,03.03.2020,11:22:00,11:54:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.116,Y,T2,25.1000151,-80.437522
396,011,B-4,03.03.2020,11:23:00,12:10:00,2820.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,BC,,0.046,N,T2,25.1000151,-80.437522
196,011,A-3,03.03.2020,11:55:00,13:44:00,6540.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,,0.036,N,T2,29.66200224,-82.347313
328,011,A-3,03.03.2020,11:56:00,12:32:00,2160.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.084,Y,T2,25.2734885,-80.3040957
421,011,A-4,03.03.2020,11:57:00,12:32:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.044,N,T2,25.1820931,-80.3631938
256,011,B-3,03.03.2020,11:58:00,12:32:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.026,N,T2,25.491362,-80.485821
155,011,A-3,03.03.2020,12:34:00,13:09:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.066,N,T2,25.491362,-80.485821
441,011,A-4,03.03.2020,12:35:00,13:09:00,2040.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.063,N,T2,25.2565615,-80.3108042
387,011,B-3,03.03.2020,12:37:00,13:09:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.078,Y,T2,24.96424,-80.5673321
72,011,B-4,03.03.2020,12:38:00,15:10:00,9120.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.046,N,T2,28.7963435,-81.8778849
136,011,A-3,03.03.2020,13:12:00,13:44:00,1920.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.089,Y,T2,25.1755702,-80.36780089
325,011,A-4,03.03.2020,13:13:00,13:44:00,1860.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.049,N,T2,25.2734885,-80.3040957
46,011,B-3,03.03.2020,13:14:00,13:44:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.032,N,T2,25.491362,-80.485821
40,011,A-2,03.03.2020,13:46:00,15:20:00,5640.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.036,N,T2,25.1755702,-80.36780089
95,011,A-3,03.03.2020,13:47:00,14:19:00,1920.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.043,N,T2,25.286747,-80.290592
429,011,A-4,03.03.2020,13:48:00,14:19:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.093,Y,T2,25.19515,-80.345916
282,012,A-1,03.04.2020,8:15:00,09:16:00,3660.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.041,N,T2,28.7963435,-81.8778849
281,012,A-2,03.04.2020,8:15:00,08:47:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.032,N,T2,28.7963435,-81.8778849
351,012,A-3,03.04.2020,8:15:00,11:20:00,11100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,T2,25.1820931,-80.3631938
316,012,A-4,03.04.2020,8:15:00,08:47:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.047,N,T2,25.1284578,-80.4080913
77,012,B-1,03.04.2020,8:15:00,08:47:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.034,N,T2,28.7963435,-81.8778849
331,012,B-2,03.04.2020,8:15:00,08:47:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.042,N,T2,25.19515,-80.345916
194,012,B-3,03.04.2020,8:15:00,08:47:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.049,N,T2,29.66200224,-82.347313
132,012,B-4,03.04.2020,8:15:00,08:47:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.068,Y,T2,25.2734885,-80.3040957
254,012,A-2,03.04.2020,8:50:00,09:25:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.068,Y,T2,25.491362,-80.485821
145,012,A-4,03.04.2020,8:50:00,13:16:00,15960.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.042,N,T2,25.2275238,-80.3283788
333,012,B-1,03.04.2020,8:51:00,09:25:00,2040.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.034,N,T2,25.19515,-80.345916
271,012,B-2,03.04.2020,8:52:00,09:25:00,1980.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.080,Y,T2,27.8967403,-81.5804654
193,012,B-3,03.04.2020,8:53:00,09:25:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.040,N,T2,29.66200224,-82.347313
98,012,B-4,03.04.2020,8:54:00,09:25:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.040,N,T2,25.2275238,-80.3283788
47,012,A-1,03.04.2020,9:26:00,10:01:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.086,Y,T2,25.491362,-80.485821
383,012,A-2,03.04.2020,9:27:00,11:16:00,6540.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.057,N,T2,24.96424,-80.5673321
235,012,B-1,03.04.2020,9:28:00,10:01:00,1980.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.040,N,T2,25.2565615,-80.3108042
303,012,B-2,03.04.2020,9:29:00,10:06:00,2220.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,DCS: had to reposition to face orthogonal; channel B-2 voltage dropped to 0 around this time,0.043,N,T2,24.9735748,-80.5539224
144,012,B-3,03.04.2020,9:30:00,10:01:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,B,,0.039,N,T2,25.2275238,-80.3283788
113,012,B-4,03.04.2020,9:31:00,10:01:00,1800.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.039,N,T2,25.1000151,-80.437522
66,012,A-1,03.04.2020,10:04:00,14:38:00,16440.0,M,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.037,N,T2,27.8967403,-81.5804654
357,012,B-1,03.04.2020,10:05:00,10:40:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.031,N,T2,25.1820931,-80.3631938
407,012,B-2,03.04.2020,10:06:00,10:40:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.056,N,T2,25.1284578,-80.4080913
415,012,B-3,03.04.2020,10:07:00,22:07:43,43243.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.042,N,T2,25.1820931,-80.3631938
96,012,B-4,03.04.2020,10:09:00,10:40:00,1860.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.104,N,T2,25.2275238,-80.3283788
404,012,B-1,03.04.2020,10:41:00,13:03:00,8520.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,BC,,0.035,N,T2,24.96424,-80.5673321
44,012,B-2,03.04.2020,10:42:00,11:17:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.066,N,T2,25.491362,-80.485821
12,012,B-4,03.04.2020,10:43:00,11:17:00,2040.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.138,Y,T2,25.1000151,-80.437522
232,012,A-2,03.04.2020,11:18:00,19:07:19,28159.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.044,N,T2,25.2565615,-80.3108042
239,012,B-2,03.04.2020,11:19:00,11:54:00,2100.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.037,N,T2,25.1755702,-80.36780089
215,012,B-4,03.04.2020,11:20:00,17:20:34,21634.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,SENSOR: voltage problem; stopped recording dips,0.045,N,T2,25.1000151,-80.437522
412,012,A-3,03.04.2020,11:20:00,14:12:00,10320.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.036,N,T2,25.1820931,-80.3631938
133,012,B-2,03.04.2020,11:55:00,12:29:00,2040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.099,Y,T2,25.2734885,-80.3040957
334,012,B-2,03.04.2020,12:31:00,13:01:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.060,N,T2,25.19515,-80.345916
226,012,B-2,03.04.2020,13:02:00,13:35:00,1980.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.064,N,T2,25.19515,-80.345916
356,012,B-1,03.04.2020,13:05:00,13:35:00,1800.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.040,N,T2,25.1820931,-80.3631938
83,012,A-4,03.04.2020,13:36:00,14:11:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.059,N,T2,29.66200224,-82.347313
308,012,B-1,03.04.2020,13:38:00,14:45:00,4020.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.088,N,T2,24.96424,-80.5673321
375,012,B-2,03.04.2020,13:39:00,14:11:00,1920.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.078,Y,T2,27.8967403,-81.5804654
301,012,A-3,03.04.2020,14:12:00,14:45:00,1980.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.049,N,T2,24.9735748,-80.5539224
416,012,A-4,03.04.2020,14:13:00,14:45:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.045,N,T2,25.1820931,-80.3631938
307,012,B-2,03.04.2020,14:14:00,14:50:00,2160.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.041,N,T2,24.96424,-80.5673321
33,012,A-1,03.04.2020,14:46:00,15:49:00,3780.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.045,N,T2,25.2565615,-80.3108042
444,012,A-3,03.04.2020,14:47:00,15:22:00,2100.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.033,N,T2,25.2565615,-80.3108042
205,012,A-4,03.04.2020,14:48:00,15:22:00,2040.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.039,N,T2,24.9735748,-80.5539224
2,012,B-1,03.04.2020,14:49:00,19:59:08,18608.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.038,N,T2,24.9735748,-80.5539224
309,012,B-2,03.04.2020,14:50:00,22:04:33,26073.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.033,N,T2,24.96424,-80.5673321
312,012,A-3,03.04.2020,15:23:00,15:56:00,1980.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.031,N,T2,25.1000151,-80.437522
91,012,A-4,03.04.2020,15:24:00,15:56:00,1920.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.082,Y,T2,25.286747,-80.290592
142,012,A-1,03.04.2020,15:57:00,16:29:00,1920.0,F,North Key Largo,North Key Largo,MM165,C. corindum,Y,B,,0.099,N,T2,25.2275238,-80.3283788
131,012,A-3,03.04.2020,15:58:00,18:46:49,10129.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.036,N,T2,25.2734885,-80.3040957
129,012,A-4,03.04.2020,15:59:00,16:29:00,1800.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.038,N,T2,25.2565615,-80.3108042
424,013,A-1,03.05.2020,8:34:00,09:09:00,2100.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.090,Y,T2,25.19515,-80.345916
355,013,A-2,03.05.2020,8:35:00,09:09:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,T2,25.1820931,-80.3631938
204,013,A-3,03.05.2020,8:36:00,10:40:00,7440.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,BC,,0.037,N,T2,24.9735748,-80.5539224
15,013,A-4,03.05.2020,8:37:00,09:09:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.046,N,T2,25.1284578,-80.4080913
27,013,B-1,03.05.2020,8:38:00,09:09:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.088,Y,T2,25.19515,-80.345916
310,013,B-2,03.05.2020,8:39:00,09:09:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.044,N,T2,24.96424,-80.5673321
315,013,A-1,03.05.2020,9:11:00,09:46:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.035,N,T2,25.1000151,-80.437522
50,013,A-2,03.05.2020,9:12:00,09:46:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.049,N,T2,25.491362,-80.485821
425,013,A-4,03.05.2020,9:13:00,09:46:00,1980.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.042,N,T2,25.19515,-80.345916
183,013,B-1,03.05.2020,9:14:00,15:58:00,24240.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.039,N,T2,28.7963435,-81.8778849
392,013,B-2,03.05.2020,9:15:00,09:46:00,1860.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.037,N,T2,24.96424,-80.5673321
43,013,B-3,03.05.2020,9:16:00,09:46:00,1800.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.067,Y,T2,25.491362,-80.485821
22,013,A-1,03.05.2020,9:48:00,10:22:00,2040.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.046,N,T2,25.2734885,-80.3040957
322,013,A-2,03.05.2020,9:49:00,10:22:00,1980.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.047,M,T2,25.2734885,-80.3040957
41,013,A-4,03.05.2020,9:50:00,10:22:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.123,Y,T2,25.491362,-80.485821
371,013,B-2,03.05.2020,9:51:00,10:24:00,1980.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,CB,,0.030,N,T2,27.298631,-81.36615
345,013,B-3,03.05.2020,9:52:00,10:22:00,1800.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.079,Y,T2,25.1755702,-80.36780089
419,013,A-1,03.05.2020,10:25:00,11:00:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.041,N,T2,25.1820931,-80.3631938
11,013,A-2,03.05.2020,10:26:00,11:28:00,3720.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.049,N,T2,25.1000151,-80.437522
153,013,A-4,03.05.2020,10:27:00,11:00:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.029,N,T2,25.491362,-80.485821
149,013,B-2,03.05.2020,10:28:00,11:00:00,1920.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.090,N,T2,25.286747,-80.290592
57,013,B-3,03.05.2020,10:29:00,11:00:00,1860.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.033,N,T2,27.298631,-81.36615
437,013,B-4,03.05.2020,10:30:00,11:00:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.045,N,T2,25.2734885,-80.3040957
236,013,A-1,03.05.2020,11:01:00,11:38:00,2220.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.042,N,T2,25.1755702,-80.36780089
400,013,A-3,03.05.2020,11:02:00,11:38:00,2160.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,T2,25.1000151,-80.437522
154,013,A-4,03.05.2020,11:03:00,11:38:00,2100.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.029,N,T2,25.491362,-80.485821
90,013,B-2,03.05.2020,11:05:00,15:45:00,16800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,BC,,0.039,N,T2,29.66200224,-82.347313
217,013,B-3,03.05.2020,11:06:00,11:38:00,1920.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.098,Y,T2,25.1284578,-80.4080913
326,013,B-4,03.05.2020,11:07:00,11:38:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.122,Y,T2,25.2734885,-80.3040957
4,013,A-1,03.05.2020,12:49:00,13:25:00,2160.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.044,N,T2,24.9735748,-80.5539224
358,013,A-2,03.05.2020,12:50:00,13:25:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.029,N,T2,25.1820931,-80.3631938
140,013,A-3,03.05.2020,12:51:00,22:05:20,33260.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,BC,,0.100,Y,T2,25.1755702,-80.36780089
52,013,A-4,03.05.2020,12:52:00,13:25:00,1980.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.039,N,T2,27.298631,-81.36615
329,013,B-3,03.05.2020,12:53:00,13:25:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.085,Y,T2,25.2734885,-80.3040957
394,013,B-4,03.05.2020,12:54:00,13:25:00,1860.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.032,N,T2,24.96424,-80.5673321
