pophost,population,sex,beak,thorax,wing,body,month,year,months_since_start,season,w_morph,lat,long,diapause,field_date_collected,notes
C.corindum,North_Key_Largo,M,5.78,2.78,7.69,10.75,May,2019,72,spring,L,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.5,2.63,7.33,10.1,May,2019,72,spring,L,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.99,2.95,8.05,11.1,May,2019,72,spring,L,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,F,7,2.97,5.01,8.47,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.32,2.53,4.62,7.35,May,2019,72,spring,S,25.19484191,-80.34590136,marked blue,,
C.corindum,North_Key_Largo,M,5.14,2.35,5.62,8.42,May,2019,72,spring,S,25.19484191,-80.34590136,marked blue,,
C.corindum,North_Key_Largo,M,5.26,2.58,4.2,7.15,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.34,2.44,4.33,7.04,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.33,2.46,6.85,9.35,May,2019,72,spring,L,25.19484191,-80.34590136,marked blue,,
C.corindum,North_Key_Largo,M,5.18,2.61,4.47,7.49,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,4.98,2.47,4.14,6.89,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.47,2.6,5.38,8.41,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.44,2.57,4.65,7.6,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,M,5.73,2.87,7.73,10.69,May,2019,72,spring,L,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,F,5.71,2.73,4.51,7.49,May,2019,72,spring,S,25.19484191,-80.34590136,,,
C.corindum,North_Key_Largo,F,5.67,2.58,4.44,7.55,May,2019,72,spring,S,25.19484191,-80.34590136,marked blue x2,,
C.corindum,North_Key_Largo,F,6.85,3.06,4.53,8.26,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,8.11,3.58,9.45,12.86,May,2019,72,spring,L,25.18229498,-80.36369885,marked,,
C.corindum,North_Key_Largo,M,5.91,2.85,7.61,10.42,May,2019,72,spring,L,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,7.76,3.44,5.99,9.68,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,M,5.93,2.84,7.56,10.29,May,2019,72,spring,L,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,6.85,2.79,4.77,8.03,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,7.07,3.03,5.21,8.29,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,7,3.12,5.23,8.7,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,6.85,3.1,5.65,8.83,May,2019,72,spring,S,25.18229498,-80.36369885,,,
C.corindum,North_Key_Largo,F,6.03,2.78,4.78,8.05,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.75,2.87,5.35,8.72,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.89,3.44,8.95,12.39,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.72,2.74,5.91,8.62,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.38,2.93,5.19,8.24,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.77,3.42,9.07,12.61,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.3,3.06,7.84,10.76,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.23,2.37,4.67,7.68,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.73,3.9,10.42,14.3,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.73,3.31,8.99,12.06,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.78,3.01,4.59,8.11,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.09,3.23,6.19,9.61,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.17,3.42,8.8,11.94,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.08,3.03,8.21,11.08,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.43,3.27,8.68,12.17,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.73,3.73,9.51,13.01,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.79,3.73,10.31,13.87,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.71,3.14,5.35,8.69,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.13,3.11,8.11,11.14,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.33,2.84,5.12,8.23,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.41,3.26,8.23,11.43,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.11,3.18,6.11,9.59,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.61,2.63,4.86,7.75,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.31,3.39,7.94,11.35,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.32,2.6,4.47,7.36,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.37,2.75,4.65,7.6,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.53,2.84,4.42,7.79,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.39,2.83,4.59,7.75,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.54,2.88,5,8.42,May,2019,72,spring,S,25.1755048,-80.36782055,marked pink x2,,
C.corindum,North_Key_Largo,M,5.42,2.58,4.97,7.88,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.08,3.01,5.71,9.02,May,2019,72,spring,S,25.1755048,-80.36782055,marked pink,,
C.corindum,North_Key_Largo,F,6.02,2.8,4.81,7.92,May,2019,72,spring,S,25.1755048,-80.36782055,marked,,
C.corindum,North_Key_Largo,M,6.2,3.05,8.04,10.9,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.97,3.01,8.08,10.97,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.16,3.5,8.92,12.44,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.35,3.9,9.53,13.14,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.6,2.67,4.65,7.89,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.03,2.79,7.32,9.96,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.02,3.73,9.65,13.41,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.28,3.63,9.08,12.6,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.09,2.9,8.24,11.35,May,2019,72,spring,L,25.1755048,-80.36782055,marked white x2,,
C.corindum,North_Key_Largo,M,5.95,2.7,7.65,10.58,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.4,2.57,4.67,7.48,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.83,3.42,8.92,12.28,May,2019,72,spring,L,25.1755048,-80.36782055,marked pink,,
C.corindum,North_Key_Largo,F,6.35,2.82,4.84,8.16,May,2019,72,spring,S,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,F,6.72,3.06,5.12,8.63,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.32,3.33,8.82,12.31,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.08,2.98,4.99,8.25,May,2019,72,spring,S,25.1755048,-80.36782055,marked white x2,,
C.corindum,North_Key_Largo,M,6.02,3.05,8.4,11.35,May,2019,72,spring,L,25.1755048,-80.36782055,marked pink,,
C.corindum,North_Key_Largo,F,6.18,2.78,4.85,8.09,May,2019,72,spring,S,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,F,8.52,3.51,9.63,12.95,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,4.98,2.12,3.88,6.52,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.27,2.58,4.71,7.51,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.38,2.68,4.98,7.84,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.23,3.57,9.52,12.8,May,2019,72,spring,L,25.1755048,-80.36782055,marked pink,,
C.corindum,North_Key_Largo,F,7.39,3.15,8.47,11.62,May,2019,72,spring,L,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,M,5.15,2.43,4.2,6.81,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.93,2.92,7.94,10.86,May,2019,72,spring,L,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,F,6.05,2.9,4.69,7.93,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,6.01,3.07,8.2,11.22,May,2019,72,spring,L,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,M,6.22,3.24,8.32,11.46,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.83,2.79,7.17,10.15,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.56,3.62,9.23,12.44,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.22,3.73,9.36,12.69,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,4.94,2.52,4.25,6.83,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.16,3.34,5.11,8.8,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.6,3.2,8.69,12.19,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.57,2.68,4.66,7.64,May,2019,72,spring,S,25.1755048,-80.36782055,marked pink,,
C.corindum,North_Key_Largo,M,5.81,2.68,4.51,7.35,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,7.28,3.23,5.45,9.14,May,2019,72,spring,S,25.1755048,-80.36782055,marked white,,
C.corindum,North_Key_Largo,F,6.17,2.77,4.89,8.57,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.75,3.73,9.47,13.07,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.77,2.82,5.36,8.36,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,8.17,3.65,9.16,12.56,May,2019,72,spring,L,25.1755048,-80.36782055,marked white d2,,
C.corindum,North_Key_Largo,M,6.11,2.63,4.79,7.8,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.19,2.84,4.61,7.94,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.65,2.61,4.84,7.8,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.74,2.91,8.26,11.18,May,2019,72,spring,L,25.1755048,-80.36782055,marked white d3,,
C.corindum,North_Key_Largo,M,5.29,2.39,3.99,6.78,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.63,2.9,8.4,11.29,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.89,2.95,8.03,10.77,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.91,2.84,7.23,10.09,May,2019,72,spring,L,25.1755048,-80.36782055,marked white d2,,
C.corindum,North_Key_Largo,F,8.73,3.65,9.64,12.92,May,2019,72,spring,L,25.1755048,-80.36782055,marked pink d1 + d3,,
C.corindum,North_Key_Largo,M,5.53,2.68,5.33,8.47,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.89,2.95,4.64,7.71,May,2019,72,spring,S,25.1755048,-80.36782055,white d1 + d3,,
C.corindum,North_Key_Largo,M,6.09,2.84,7.42,10.38,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.76,2.65,4.48,7.35,May,2019,72,spring,S,25.1755048,-80.36782055,white d3,,
C.corindum,North_Key_Largo,F,7.17,3.09,5.85,9.35,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.79,2.52,5.18,8.25,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.51,2.59,4.77,7.56,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,6.87,3.2,8.61,11.87,May,2019,72,spring,L,25.1755048,-80.36782055,white d2,,
C.corindum,North_Key_Largo,M,5.35,2.57,4.3,7.11,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,F,5.92,2.75,4.59,7.71,May,2019,72,spring,S,25.1755048,-80.36782055,pink d1,,
C.corindum,North_Key_Largo,M,5.43,2.63,4.26,7.11,May,2019,72,spring,S,25.1755048,-80.36782055,pink d3,,
C.corindum,North_Key_Largo,M,5.04,2.39,3.98,6.8,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,4.91,2.24,3.91,6.7,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.18,2.33,4.03,6.73,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.97,2.92,7.9,10.89,May,2019,72,spring,L,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.43,2.75,4.75,8.11,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.75,2.72,4.87,7.79,May,2019,72,spring,S,25.1755048,-80.36782055,white d2 + d3,,
C.corindum,North_Key_Largo,M,5.24,2.64,4.12,7.09,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,North_Key_Largo,M,5.99,2.67,4.28,7.27,May,2019,72,spring,S,25.1755048,-80.36782055,,,
C.corindum,Plantation_Key,M,5.68,2.73,4.43,7.45,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.57,2.58,7.07,9.84,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.08,2.27,3.48,6.11,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,6.01,3.22,8.72,11.55,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,6.26,3.15,7.99,11.2,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,8.5,3.69,9.52,13.16,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.41,3.14,5.73,8.94,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.2,2.47,4.09,7,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.58,2.86,5.1,8.48,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.37,2.89,4.88,8.2,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,5.9,2.69,4.89,7.98,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,6.37,2.96,8.23,11.22,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.21,2.47,3.95,6.72,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.23,2.49,4.51,7.47,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.1,2.88,4.62,8.15,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,7.34,3.05,5.01,8.52,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.73,3.05,4.89,8.47,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.01,2.27,4.17,6.86,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.29,2.49,4.09,7.05,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.63,2.72,7.3,10.17,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.37,2.63,4.88,7.78,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,6.14,2.96,7.9,11.18,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,6.17,2.93,7.69,11.07,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,6.72,2.94,5.29,8.39,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.42,2.63,4.06,6.97,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.98,3.07,7.75,10.84,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,8.56,3.79,10.06,13.66,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.39,2.67,4.47,7.53,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.34,2.75,4.34,7.51,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,5.93,2.82,4.34,7.53,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,5.93,2.75,4.55,7.69,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,8.07,3.48,9.28,12.55,May,2019,72,spring,L,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,F,7,3.05,5.4,8.97,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,Plantation_Key,M,5.54,2.59,4.49,7.39,May,2019,72,spring,S,24.96448253,-80.56738908,,,
C.corindum,North_Key_Largo,M,6.22,3.09,8.24,11.48,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,8.12,3.72,9.08,12.61,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,7.53,3.67,9.57,12.9,May,2019,72,spring,L,25.27352007,-80.30428184,marked d3,,
C.corindum,North_Key_Largo,F,6.54,3.07,7.63,10.85,May,2019,72,spring,L,25.27352007,-80.30428184,marked d3,,
C.corindum,North_Key_Largo,M,6.53,3.34,9.46,12.5,May,2019,72,spring,L,25.27352007,-80.30428184,marked d3,,
C.corindum,North_Key_Largo,F,6.33,2.73,5.18,8.8,May,2019,72,spring,S,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,5.92,3.17,8.55,11.76,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1 + d2,,
C.corindum,North_Key_Largo,F,9.11,3.69,9.84,13.46,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,8.15,3.43,9.08,12.23,May,2019,72,spring,L,25.27352007,-80.30428184,marked d2 + d3,,
C.corindum,North_Key_Largo,M,6.02,3.62,10.07,13.23,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,7.98,3.33,8.83,12.04,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,5.96,2.81,7.79,10.71,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1,,
C.corindum,North_Key_Largo,F,7.94,3.64,9.61,13.23,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,6.41,3.06,8.31,11.68,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1 + d3,,
C.corindum,North_Key_Largo,M,4.96,2.65,6.97,9.8,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1 + d3,,
C.corindum,North_Key_Largo,F,7.25,3.23,8.4,11.6,May,2019,72,spring,L,25.27352007,-80.30428184,marked d3,,
C.corindum,North_Key_Largo,M,5.96,2.95,7.89,10.83,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,6.68,3.14,NA,NA,May,2019,72,spring,NA,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,6.16,2.84,7.89,10.89,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,6.62,3.82,10.01,13.65,May,2019,72,spring,L,25.27352007,-80.30428184,marked d3,,
C.corindum,North_Key_Largo,M,5.75,2.97,9.03,10.96,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,8.43,3.54,9.34,12.55,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,6.19,3.08,8.16,11.37,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1,,
C.corindum,North_Key_Largo,M,5.4,2.61,4.22,7.14,May,2019,72,spring,S,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,F,9.84,4.11,10.91,15.02,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1,,
C.corindum,North_Key_Largo,M,6.05,3.03,7.85,10.85,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,5.77,3.04,7.74,10.84,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,North_Key_Largo,M,5.95,2.82,7.63,10.57,May,2019,72,spring,L,25.27352007,-80.30428184,marked d1,,
C.corindum,North_Key_Largo,F,6.22,2.64,5.07,8.21,May,2019,72,spring,S,25.27352007,-80.30428184,marked d1,,
C.corindum,North_Key_Largo,M,5.81,2.85,7.36,9.92,May,2019,72,spring,L,25.27352007,-80.30428184,,,
C.corindum,Plantation Key,F,8.26,3.33,6.94,10.92,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,F,7.17,3.09,6.1,9.65,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,F,8.5,3.67,9.2,12.91,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,6.75,3.39,8.71,11.97,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,wings torn at end
C.corindum,Plantation Key,M,6.01,2.97,7.62,10.51,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,F,7.76,3.44,9.12,12.56,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.74,2.61,4.39,7.52,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.52,2.44,4.31,7.19,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.26,2.64,4.98,7.87,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,6.36,3.53,9.33,11.98,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,F,8.1,3.32,8.38,11.68,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.87,2.7,7.4,10.53,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.36,2.57,4.27,4.33,October,2019,77,fall,S,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,F,9.08,3.88,9.8,13.68,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Plantation Key,M,5.72,2.97,7.96,11.05,October,2019,77,fall,L,24.985185,-80.547098,non-diapausing,10.02.2019,
C.corindum,Key Largo,F,8.17,3.18,8.37,11.91,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,F,7.78,3.44,8.82,11.79,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,M,5.56,2.76,4.59,7.77,October,2019,77,fall,S,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,F,7.93,3.74,9.31,13.21,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,M,6.63,3.07,7.87,11.37,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,F,8.56,3.55,9.12,12.58,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,M,6.58,3.33,9.56,12.32,October,2019,77,fall,s,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,M,6.25,3.37,8.67,11.84,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,F,6.95,3.7,9.47,13.09,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,M,3.6,2.37,7.13,9.19,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,M,5.91,2.86,7.62,10.64,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,F,9.66,3.89,9.95,13.57,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,M,6.34,3.43,8.32,11.36,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
C.corindum,Key Largo,F,7.58,3.23,8.24,11.9,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,
C.corindum,Key Largo,F,7.68,3.25,8.39,11.53,October,2019,77,fall,L,25.187398,-80.358596,non-diapausing,10.04.2019,wings torn at end
