filename,channel_num,channel_letter,channel_chamber,ID,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed
set032-10-23-19-B4.txt,4,B,B-4,351,0.3768528158877078,3561.2999999999997,1332.624300000022,0,3561.2999999999997,0.98925,3600.0,0.4833076923077092
set033-10-23-19-A1.txt,1,A,A-1,319,0.4097827988640307,3594.8,1446.9749000000368,0,3594.8,0.9985555555555556,3600.0,0.6283
set033-10-23-19-A2.txt,2,A,A-2,262,0.2903122084434894,2938.0,18.848999999999993,214.70000000000005,2635.8999999999996,0.8161111111111111,3600.0,0.6283
set033-10-23-19-A3.txt,3,A,A-3,136,0.332159042428266,1285.3000000000002,422.2176000000053,0,1285.3000000000002,0.35702777777777783,3600.0,0.6981111111110405
set033-10-23-19-A4.txt,4,A,A-4,296,0.21023205121019697,1569.0999999999997,16.335799999999995,0,815.0999999999999,0.43586111111111103,3600.0,0.39268750000000135
set033-10-23-19-B1.txt,1,B,B-1,375,0,0,0,0,0,0,3600.0,0
set033-10-23-19-B2.txt,2,B,B-2,254,0,0,1.2566,0,0,0,3600.0,0
set033-10-23-19-B3.txt,3,B,B-3,missing ID,0,0,0,0,0,0,3600.0,0
set033-10-23-19-B4.txt,4,B,B-4,376,0.40157718624357686,3512.5000000000005,1362.1544000000258,0,2753.6000000000004,0.9756944444444445,3600.0,0.48330769230779375
set034-10-23-19-A1.txt,1,A,A-1,153,0,0,0,0,0,0,3600.0,0
set034-10-23-19-A2.txt,2,A,A-2,95,0.4843723487185848,2997.0,1424.3561000000338,0,2997.0,0.8325,3600.0,0.6283
set034-10-23-19-A3.txt,3,A,A-3,213,0,0,0,0,0,0,3600.0,0
set034-10-23-19-A4.txt,4,A,A-4,286,0.2610424381545002,3570.2999999999997,894.6991999999889,209.89999999999964,3360.4,0.9917499999999999,3600.0,0.31415
set034-10-23-19-B1.txt,1,B,B-1,300,0,0,0,0,0,0,3600.0,0
set034-10-23-19-B2.txt,2,B,B-2,280,0,0,0.6283,0,0,0,3600.0,0
set034-10-23-19-B3.txt,3,B,B-3,50,0.28971905572595524,1118.8,21.36219999999999,0,392.4000000000001,0.31077777777777776,3600.0,0.5235833333332143
set034-10-23-19-B4.txt,4,B,B-4,279,0.35890378132122713,3595.1,1270.422600000014,0,3595.1,0.9986388888888889,3600.0,0.48330769230768805
set035-10-23-19-B1.txt,1,B,B-1,58,0,0,0,0,0,0,3600.0,0
set035-10-23-19-B2.txt,2,B,B-2,91,0.27981650926518836,3595.5,989.572499999984,0,3595.5,0.99875,3600.0,0.41886666666666666
set035-10-23-19-B3.txt,3,B,B-3,276,0.4450314487596012,3574.6000000000004,1580.802800000054,0,3574.6000000000004,0.9929444444444445,3600.0,0.5711818181818359
set035-10-23-19-B4.txt,4,B,B-4,118,0.34592527500386727,407.3000000000002,3.1414999999999997,0,403.5999999999999,0.11313888888888894,3600.0,0.48330769230762466
set036-10-24-19-B1.txt,1,B,B-1,159,0,0,0,0,0,0,3600.0,0
set036-10-24-19-B2.txt,2,B,B-2,67,0.43207812105330673,1241.0,20.73389999999999,0,807.5,0.3447222222222222,3600.0,1.2566
set036-10-24-19-B3.txt,3,B,B-3,321,0,0,0,0,0,0,3600.0,0
