ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end
392,P,10.29,10:15am,52,A-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set052-10-29-19-A4.txt,0.105,N,Y,
46,,10.29,10:15am,52,B-1,F,Key Largo,JP Grove,C. corindum ,N,,,,no recording,NA,0.05,N,Y,
252,,10.29,10:15am,52,B-2,F,North Key Largo,DD -inter,C. corindum ,N,,,,no recording,NA,0.095,N,Y,
238,P,10.29,10:15am,52,B-3,F,North Key Largo,Carysfort,C. corindum ,N,,,,no recording,NA,0.095,N,Y,
353,,10.29,10:15am,52,B-4,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.032,N,,
308,,10.3,9:30am,53,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set053-10-30-19-A1.txt,0.038,,,
205,,10.3,9:30am,53,A-2,M,North Key Largo,Charlemagne,C. corindum ,NA,,,,paint fell off ,set053-10-30-19-A2.txt,0.03,,,
323,,10.3,9:30am,53,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous till 50 minutes; stopped; then continuous +90,,set053-10-30-19-A3.txt,0.036,,,
223,,10.3,9:30am,53,A-4,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set053-10-30-19-A4.txt,0.058,,,
376,,10.3,9:30am,53,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous starting at 10 min; +90,,set053-10-30-19-B1.txt,0.08,,Y,
298,P,10.3,9:30am,53,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set053-10-30-19-B2.txt,0.13,,Y,
95,,10.3,9:30am,53,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts to continuous to bursts,,set053-10-30-19-B3.txt,0.101,,Y,
325,,10.3,9:30am,53,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set053-10-30-19-B4.txt,0.091,,Y,
229,,10.3,11:15am,54,A-1,F,North Key Largo,Carysfort,C. corindum ,N,,,,no recording,NA,0.082,,Y,
406,,10.3,11:15am,54,A-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.034,,,
399,,10.3,11:15am,54,A-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.05,,,
287,P,10.3,11:15am,54,A-4,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.028,,,
67,P,10.3,11:15am,54,B-1,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,B,bursts,,set054-10-30-19-B1.txt,0.041,,,
84,,10.3,11:15am,54,B-2,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,Y,,B,bursts,,set054-10-30-19-B2.txt,0.046,,,
416,,10.3,11:15am,54,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,set054-10-30-19-B3.txt,0.074,,Y,
351,,10.3,11:15am,54,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,bursts to continuous; +90,,set054-10-30-19-B4.txt,0.042,,,
234,,10.3,1:50pm,55,A-1,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set055-10-30-19-A1.txt,0.103,,Y,
136,,10.3,1:50pm,55,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-A2.txt,0.04,,,
152,,10.3,1:50pm,55,A-3,M,Lake Wales,Polk,K. elegans,Y,,C,continuous; +90,,set055-10-30-19-A3.txt,0.043,,,
159,,10.3,1:50pm,55,A-4,M,Lake Wales,Polk,K. elegans,N,,,,,set055-10-30-19-A4.txt,0.033,,,
118,,10.3,1:50pm,55,B-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-B1.txt,0.049,,,
90,P,10.3,1:50pm,55,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-B2.txt,0.061,,,
336,,10.3,1:50pm,55,B-3,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set055-10-30-19-B3.txt,0.049,,Y,
333,,10.3,1:50pm,55,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set055-10-30-19-B4.txt,0.071,,Y,
312,,10.3,3:30pm,56,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set056-10-30-19-A1.txt,0.042,,,
332,,10.3,3:30pm,56,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set056-10-30-19-A2.txt,0.048,,,
318,,10.3,3:30pm,56,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set056-10-30-19-A3.txt,0.035,,,
123,,10.3,3:30pm,56,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set056-10-30-19-A4.txt,0.047,,,
92,,10.3,3:30pm,56,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set056-10-30-19-B1.txt,0.041,,,
103,,10.3,3:30pm,56,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; +90,,set056-10-30-19-B2.txt,0.048,,,
31,,10.3,3:30pm,56,B-3,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,set056-10-30-19-B3.txt,0.036,,,
300,,10.3,3:30pm,56,B-4,M,Lake Placid,Barber shop,K. elegans,N,,,,,set056-10-30-19-B4.txt,0.038,,,
48,,10.31,9:20am,57,A-1,F,Key Largo,JP Grove,C. corindum ,N,,,,no recording,NA,0.105,,Y,
264,,10.31,9:20am,57,A-2,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.044,,,
253,,10.31,9:20am,57,A-3,F,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.073,,Y,
284,,10.31,9:20am,57,A-4,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.032,,,
258,P,10.31,9:20am,57,B-1,M,North Key Largo,DD,C. corindum ,N,,,,,set057-10-31-19-B1.txt,0.041,,,
102,,10.31,9:20am,57,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set057-10-31-19-B2.txt,0.118,,Y,
197,,10.31,9:20am,57,B-3,M,North Key Largo,Charlemagne,C. corindum ,Y,,B,bursts,,set057-10-31-19-B3.txt,0.036,,,
105,,10.31,9:20am,57,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set057-10-31-19-B4.txt,0.086,,Y,
238,P,10.31,11:00am,58,A-1,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set058-10-31-19-A1.txt,0.117,,Y,
387,,10.31,11:00am,58,A-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-A2.txt,0.051,,Y,
296,P,10.31,11:00am,58,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set058-10-31-19-A3.txt,0.058,,Y,
276,,10.31,11:00am,58,A-4,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; +90,,set058-10-31-19-A4.txt,0.051,,,
295,P,10.31,11:00am,58,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-B1.txt,0.048,,,
302,,10.31,11:00am,58,B-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-B2.txt,0.079,,Y,
107,,10.31,11:00am,58,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set058-10-31-19-B3.txt,0.111,,Y,
252,,10.31,11:00am,58,B-4,F,North Key Largo,DD -inter,C. corindum ,N,,,,,set058-10-31-19-B4.txt,0.085,,Y,
299,P,10.31,12:45pm,59,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; +90,checked every 5 min,set059-10-31-19-A1.txt,0.043,,,
135,,10.31,12:45pm,59,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,checked every 5 min,set059-10-31-19-A2.txt,0.085,,Y,
331,,10.31,12:45pm,59,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,checked every 5 min,set059-10-31-19-A3.txt,0.111,,Y,
262,,10.31,12:45pm,59,A-4,M,North Key Largo,DD,C. corindum ,Y,,B,bursts to continuous?,checked every 5 min,set059-10-31-19-A4.txt,0.041,,,
280,,10.31,12:45pm,59,B-1,M,North Key Largo,DD,C. corindum ,N,,,,checked every 5 min,set059-10-31-19-B1.txt,0.043,,,
381,,10.31,12:45pm,59,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,checked every 5 min,set059-10-31-19-B2.txt,0.096,,Y,
129,,10.31,12:45pm,59,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts to longer burst,checked every 5 min,set059-10-31-19-B3.txt,0.052,,,
65,,10.31,12:45pm,59,B-4,F,Key Largo,JP Grove,C. corindum ,N,,,,checked every 5 min,set059-10-31-19-B4.txt,0.071,,Y,
50,,10.31,2:20pm,60,A-1,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,set060-10-31-19-A1.txt,0.045,,,
73,,10.31,2:20pm,60,A-2,M,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,set060-10-31-19-A2.txt,0.042,,,
114,,10.31,2:20pm,60,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set060-10-31-19-A3.txt,0.044,,,
339,,10.31,2:20pm,60,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set060-10-31-19-A4.txt,0.051,,,
409,,10.31,2:20pm,60,B-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set060-10-31-19-B1.txt,0.043,,,
310,,10.31,2:20pm,60,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set060-10-31-19-B2.txt,0.147,,Y,
263,,10.31,2:20pm,60,B-3,F,North Key Largo,DD,C. corindum ,N,,,,,set060-10-31-19-B3.txt,0.09,,Y,
183,P,10.31,2:20pm,60,B-4,M,North Key Largo,N. Dagny,C. corindum ,Y,,B,bursts,,set060-10-31-19-B4.txt,0.039,,,
113,,10.31,4:00pm,61,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set061-10-31-19-A1.txt,0.039,,,
349,,10.31,4:00pm,61,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set061-10-31-19-A2.txt,0.037,,,
275,,10.31,4:00pm,61,A-3,F,North Key Largo,DD,C. corindum ,N,,,,,set061-10-31-19-A3.txt,0.113,,Y,
187,,10.31,4:00pm,61,A-4,F,North Key Largo,N. Dagny,C. corindum ,N,,,,,set061-10-31-19-A4.txt,0.089,,Y,
391,P,10.31,4:00pm,61,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.035,,,
153,,10.31,4:00pm,61,B-2,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.09,,Y,
384,,10.31,4:00pm,61,B-3,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.038,,,
255,,10.31,4:00pm,61,B-4,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.04,,,
208,,11.01,9:05am,62,A-1,F,North Key Largo,Charlemagne,C. corindum ,N,,,,no recording,NA,0.079,,Y,
237,P,11.01,9:05am,62,A-2,F,North Key Largo,Carysfort,C. corindum ,N,,,,no recording,NA,0.043,,,
142,P,11.01,9:05am,62,A-3,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.099,,Y,
303,,11.01,9:05am,62,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.086,,Y,
120,,11.01,9:05am,62,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set062-11-01-19-B1.txt,0.048,,,
375,P,11.01,9:05am,62,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set062-11-01-19-B2.txt,0.104,,Y,
78,,11.01,9:05am,62,B-3,M,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,set062-11-01-19-B3.txt,0.032,,,
404,P,11.01,9:05am,62,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous; +90,,set062-11-01-19-B4.txt,0.082,,Y,
205,,11.01,10:55am,63,A-1,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set063-11-01-19-A1.txt,0.03,,,
335,,11.01,10:55am,63,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set063-11-01-19-A2.txt,0.092,,Y,
314,,11.01,10:55am,63,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set063-11-01-19-A3.txt,0.072,,Y,
96,,11.01,10:55am,63,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set063-11-01-19-A4.txt,0.045,,,
132,,11.01,10:55am,63,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set063-11-01-19-B1.txt,0.055,,,
271,,11.01,10:55am,63,B-2,M,North Key Largo,DD,C. corindum ,N,,,,,set063-11-01-19-B2.txt,0.035,,,
198,,11.01,10:55am,63,B-3,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,set063-11-01-19-B3.txt,0.056,,Y,
372,P,11.01,10:55am,63,B-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set063-11-01-19-B4.txt,0.124,,Y,
59,,11.01,12:50pm,64,A-1,M,Key Largo,JP Grove,C. corindum ,N,,,,no recording,NA,0.038,,,
12,,11.01,12:50pm,64,A-2,F,Plantation Key,Founder's #1,C. corindum ,N,,,,no recording,NA,0.007,,Y,
46,,11.01,12:50pm,64,A-3,F,Key Largo,JP Grove,C. corindum ,N,,,,no recording,NA,0.057,,Y,
285,P,11.01,12:50pm,64,A-4,F,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.095,,Y,
254,,11.01,12:50pm,64,B-1,M,North Key Largo,DD,C. corindum ,N,,,,,set064-11-01-19-B1.txt,0.047,,,
35,,11.01,12:50pm,64,B-2,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,set064-11-01-19-B2.txt,0.039,,,
397,,11.01,12:50pm,64,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set064-11-01-19-B3.txt,0.106,,Y,
311,,11.01,12:50pm,64,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set064-11-01-19-B4.txt,0.053,,,
154,,11.01,2:25pm,65,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set065-11-01-19-A1.txt,0.057,,Y,
139,P,11.01,2:25pm,65,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set065-11-01-19-A2.txt,0.07,,Y,
226,,11.01,2:25pm,65,A-3,M,North Key Largo,Carysfort,C. corindum ,Y,,BC,bursts to continuous; +90,,set065-11-01-19-A3.txt,0.035,,,
288,P,11.01,2:25pm,65,A-4,M,North Key Largo,DD,C. corindum ,Y,,BC,bursts to continuous; +90,,set065-11-01-19-A4.txt,0.047,,,
346,,11.01,2:25pm,65,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set065-11-01-19-B1.txt,0.028,,,
306,,11.01,2:25pm,65,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set065-11-01-19-B2.txt,0.128,,Y,
330,,11.01,2:25pm,65,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; +90,,set065-11-01-19-B3.txt,0.041,,,
329,,11.01,2:25pm,65,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts to continuous (back and forth),,set065-11-01-19-B4.txt,0.047,,,
131,,11.01,4:10pm,66,A-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set066-11-01-19-A1.txt,0.085,,Y,
119,,11.01,4:10pm,66,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set066-11-01-19-A2.txt,0.043,,,
126,,11.01,4:10pm,66,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set066-11-01-19-A3.txt,0.053,,,
410,,11.01,4:10pm,66,A-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set066-11-01-19-A4.txt,0.103,,Y,
313,,11.01,4:10pm,66,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set066-11-01-19-B1.txt,0.079,,Y,
342,,11.01,4:10pm,66,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set066-11-01-19-B2.txt,0.067,,,
146,P,11.01,4:10pm,66,B-3,M,Lake Wales,Polk,K. elegans,N,,,,,set066-11-01-19-B3.txt,0.037,,,
125,,11.04,9:05am,67,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90; stopped flying around 1 hour and 50 minutes,around 57 minutes the logger quit unexpectantly; decided to start an extra 30 minute trial even though had been flying for almost 90 minutes,set067-11-04-19-A1.txt,0.053,,,
257,P,11.04,9:05am,67,A-2,M,North Key Largo,DD,C. corindum ,Y,,CB,continuous; stopped around 55 min --> bursts,,set067-11-04-19-A2.txt,0.03,,,
30,,11.04,9:05am,67,A-3,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set067-11-04-19-A3.txt,0.075,,Y,
109,,11.04,9:05am,67,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90; +120,,set067-11-04-19-A4.txt,0.082,,Y,
390,P,11.04,9:05am,67,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set067-11-04-19-B1.txt,0.037,,,
69,P,11.04,9:05am,67,B-2,F,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,set067-11-04-19-B2.txt,0.096,,Y,
380,,11.04,9:05am,67,B-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; +90,bug turned while flying so had to readjust ,set067-11-04-19-B3.txt,0.109,,Y,
320,,11.04,9:05am,67,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set067-11-04-19-B4.txt,0.098,,Y,
408,,11.04,11:10am,68,A-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set068-11-04-19-A1.txt,0.051,,,
98,P,11.04,11:10am,68,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set068-11-04-19-A2.txt,0.085,,Y,
343,,11.04,11:10am,68,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set068-11-04-19-A3.txt,0.032,,,
116,,11.04,11:10am,68,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set068-11-04-19-A4.txt,0.038,,,
235,,11.04,11:10am,68,B-1,F,North Key Largo,Carysfort,C. corindum ,Y,,B,bursts,,set068-11-04-19-B1.txt,0.114,,Y,
101,,11.04,11:10am,68,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; +90,,set068-11-04-19-B2.txt,0.041,,,
315,,11.04,11:10am,68,B-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set068-11-04-19-B3.txt,0.088,,Y,
111,,11.04,11:10am,68,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set068-11-04-19-B4.txt,0.04,,,
149,,11.04,12:55pm,69,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set069-11-04-19-A1.txt,0.144,,Y,
89,P,11.04,12:55pm,69,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,"continuous; stopped and restarted at 45 min, stopped and restarted 70 min",,set069-11-04-19-A2.txt,0.054,,,
261,,11.04,12:55pm,69,A-3,M,North Key Largo,DD,C. corindum ,Y,,C,"continuous; stopped and restarted at 60 min, again at 70 min",,set069-11-04-19-A3.txt,0.04,,,
68,P,11.04,12:55pm,69,A-4,M,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,set069-11-04-19-A4.txt,0.085,,Y,
204,,11.04,12:55pm,69,B-1,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set069-11-04-19-B1.txt,0.04,,,
249,,11.04,12:55pm,69,B-2,F,North Key Largo,DD -inter,C. corindum ,N,,,,,set069-11-04-19-B2.txt,0.044,,Y,
128,,11.04,12:55pm,69,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set069-11-04-19-B3.txt,0.043,,,
328,,11.04,12:55pm,69,B-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; stoppe and started at 70 min --> bursts,,set069-11-04-19-B4.txt,0.072,,Y,
319,,11.04,2:30pm,70,A-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set070-11-04-19-A1.txt,0.075,,Y,
15,,11.04,2:30pm,70,A-2,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,set070-11-04-19-A2.txt,0.04,,,
99,P,11.04,2:30pm,70,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set070-11-04-19-A3.txt,0.046,,,
283,,11.04,2:30pm,70,A-4,F,North Key Largo,DD,C. corindum ,N,,,,,set070-11-04-19-A4.txt,0.069,,,
124,,11.04,2:30pm,70,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set070-11-04-19-B1.txt,0.051,,,
278,,11.04,2:30pm,70,B-2,M,North Key Largo,DD,C. corindum ,N,,,,,set070-11-04-19-B2.txt,0.034,,,
34,,11.04,2:30pm,70,B-3,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set070-11-04-19-B3.txt,0.113,,Y,
354,,11.04,2:30pm,70,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set070-11-04-19-B4.txt,0.063,,Y,
353,,11.04,,71,A-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set071-11-04-19-A1.txt,0.031,,,
259,,11.04,,71,A-2,M,North Key Largo,DD,C. corindum ,Y,,B,bursts,,set071-11-04-19-A2.txt,0.037,,,
91,P,11.04,,71,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set071-11-04-19-A3.txt,0.047,,,
155,,11.04,,71,A-4,M,Lake Wales,Polk,K. elegans,N,,,,,set071-11-04-19-A4.txt,0.063,,,
413,,11.04,,71,B-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,Y,
84,,11.05,9:17:am,72,A-1,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,Y,,B,bursts,,set072-11-05-19-A1_84.txt,0.045,,,
136,,11.05,9:57am,72,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-A1_136.txt,0.042,,,
404,P,11.05,10:36am,72,A-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous,,set072-11-05-19-A1_404.txt,0.066,,Y,
302,,11.05,9:19am,72,A-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,*noticed eggs on 11.06 not 11.05,set072-11-05-19-A2_302.txt,0.088,,Y,1:15pm
311,,11.05,1:49pm,72,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-A2_311.txt,0.044,,,
328,,11.05,1:16pm,72,A-2,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-A2_328.txt,0.068,,Y,
96,,11.05,9:21am,72,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-A3_96.txt,0.046,,,
152,,11.05,9:58am,72,A-3,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set072-11-05-19-A3_152.txt,0.046,,,
197,,11.05,10:38am,72,A-3,M,North Key Largo,Charlemagne,C. corindum ,Y,,B,bursts,,set072-11-05-19-A3_197.txt,0.037,,,
295,,11.05,11:17am,72,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-A3_295.txt,0.042,,,3:24pm
67,P,11.05,9:22am,72,A-4,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,B,bursts,grabbed onto the sensor in the beginning 10 minutes,set072-11-05-19-A4_67.txt,0.036,,,
132,,11.05,10:39am,72,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set072-11-05-19-A4_132.txt,0.054,,,
288,P,11.05,10:00am,72,A-4,M,North Key Largo,DD,C. corindum ,Y,,B,bursts,,set072-11-05-19-A4_288.txt,0.044,,,
339,,11.05,9:23am,72,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-B1_339.txt,0.05,,,10:30am
123,,11.05,10:01am,72,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_123.txt,0.05,,,
312,,11.05,9:24am,72,B-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_312.txt,0.044,,,
319,,11.05,11:19am,72,B-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-B2_319.txt,0.091,,Y,
387,,11.05,10:40am,72,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_387.txt,0.047,,Y,
95,,11.05,9:25am,72,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set072-11-05-19-B3_95.txt,0.083,,Y,
318,,11.05,1:51pm,72,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B3_318.txt,0.038,,,
349,,11.05,10:42am,72,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous,,set072-11-05-19-B3_349.txt,0.038,,,1:40pm
261,,11.05,11:22am,72,B-4,M,North Key Largo,DD,C. corindum ,Y,,C,continuous,*definitely ran this one to exhaustion ,set072-11-05-19-B4_261.txt,0.038,,,4:25pm
299,P,11.05,10:03am,72,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B4_299.txt,0.04,,,
308,,11.05,9:26am,72,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B4_308.txt,0.041,,,
416,,11.05,10:44am,72,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous,,set072-11-05-19-B4_416.txt,0.076,,Y,
99,P,11.06,9:14am,73,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous,,set073-11-06-19-A1_99.txt,0.046,,,4:37pm
125,,11.06,7:42am,73,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A1_125.txt,0.055,,,9:04am
91,P,11.06,8:27am,73,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A2_91.txt,0.037,,,10:12am
113,,11.06,11:10am,73,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A2_113.txt,0.049,,,4:08pm
183,P,11.06,10:30am,73,A-2,M,North Key Largo,N. Dagny,C. corindum ,Y,,C,continuous,,set073-11-06-19-A2_183.txt,0.043,,,11:08am
329,,11.06,7:42am,73,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set073-11-06-19-A2_329.txt,0.045,,,
50,,11.06,10:31am,73,A-3,M,Key Largo,JP Grove,C. corindum ,N,,,,,set073-11-06-19-A3_50.txt,0.05,,,
