ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end
142,Petri1,10.21,12:35,26,B-4,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,,,Y,
159,D,10.21,1:10,27,A-1,M,Lake Wales,Polk,K. elegans,N,,,,,set027-10-21-19-A1.txt,,,,
46,A,10.21,1:10,27,A-2,F,Key Largo,JP Grove,C. corindum ,N,,,,,set027-10-21-19-A2.txt,,,Y,
50,B,10.21,1:10,27,A-3,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,set027-10-21-19-A3.txt,,,,
84,B,10.21,1:10,27,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,Y,,B,bursts,,set027-10-21-19-A4.txt,,,,
12,A,10.21,1:10,27,B-1,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set027-10-21-19-B1.txt,,,Y,
213,E,10.21,1:10,27,B-2,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set027-10-21-19-B2.txt,,,,
16,A,10.21,1:10,27,B-3,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set027-10-21-19-B3.txt,,,,
183,Petri1,10.21,1:10,27,B-4,M,North Key Largo,N. Dagny,C. corindum ,Y,,B,bursts,,set027-10-21-19-B4.txt,,,,
18,A,10.21,3:25,28,A-1,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,set028-10-21-19-A1.txt,,,,
59,B,10.21,3:25,28,A-2,M,Key Largo,JP Grove,C. corindum ,N,,,,,set028-10-21-19-A2.txt,,,,
337,D,10.21,3:25,28,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set028-10-21-19-A3.txt,,,,
319,C,10.21,3:25,28,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set028-10-21-19-A4.txt,,,Y,
311,C,10.21,3:25,28,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set028-10-21-19-B1.txt,,,,
245,E,10.21,3:25,28,B-2,F,North Key Largo,DD front,C. corindum ,N,,,,,set028-10-21-19-B2.txt,,,Y,
252,E,10.21,3:25,28,B-3,F,North Key Largo,DD -inter,C. corindum ,N,,,,,set028-10-21-19-B3.txt,,,Y,
284,C,10.21,3:25,28,B-4,M,North Key Largo,DD,C. corindum ,N,,,,,set028-10-21-19-B4.txt,,,,
323,C,10.21,4:10,29,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set029-10-21-19-A1.txt,,,,
90,Petri1,10.21,4:10,29,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set029-10-21-19-A2.txt,,,,
340,D,10.21,4:10,29,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-A3.txt,,,,
65,B,10.21,4:10,29,A-4,F,Key Largo,JP Grove,C. corindum ,N,,,,,set029-10-21-19-A4.txt,,,Y,
336,D,10.21,4:10,29,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set029-10-21-19-B1.txt,,,Y,
343,D,10.21,4:10,29,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-B2.txt,,,,
409,D,10.21,4:10,29,B-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set029-10-21-19-B3.txt,,,,
342,D,10.21,4:10,29,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-B4.txt,,,,
119,A,10.21,4:50,30,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set030-10-21-19-A1.txt,,,,
2,Petri1,10.21,4:50,30,A-2,F,Plantation Key,Founder's #2,C. corindum ,N,,,,,set030-10-21-19-A2.txt,,,Y,
380,D,10.21,4:50,30,A-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,set030-10-21-19-A3.txt,,,Y,
245,,10.23,9:00am,31,A-1,F,North Key Largo,DD front,C. corindum ,N,Y,,,,set031-10-23-19-A1.txt,,N,Y,
333,,10.23,9:00am,31,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set031-10-23-19-A2.txt,,N,Y,
329,,10.23,9:00am,31,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-A3.txt,,N,,
226,,10.23,9:00am,31,A-4,M,North Key Largo,Carysfort,C. corindum ,Y,,B,burst,,set031-10-23-19-A4.txt,,N,,
103,,10.23,9:00am,31,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-B1.txt,,N,,
96,,10.23,9:00am,31,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-B2.txt,,N,,
109,,10.23,9:00am,31,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,burst,,set031-10-23-19-B3.txt,,N,Y,
390,P,10.23,9:00am,31,B-4,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set031-10-23-19-B4.txt,,N,,
421,,10.23,10:00am,32,A-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,,set032-10-23-19-A1.txt,,N,,
65,,10.23,10:00am,32,A-2,F,Key Largo,JP Grove,C. corindum ,N,,,,,set032-10-23-19-A2.txt,,N,Y,
125,,10.23,10:00am,32,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set032-10-23-19-A3.txt,,N,,
197,,10.23,10:00am,32,A-4,M,North Key Largo,Charlemagne,C. corindum ,Y,,B,burst,,set032-10-23-19-A4.txt,,N,,
402,P,10.23,10:00am,32,B-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set032-10-23-19-B1.txt,,N,,
74,,10.23,10:00am,32,B-2,F,North Key Largo,Dagny Trellis,C. corindum ,N,Y,,,,set032-10-23-19-B2.txt,,N,Y,
235,,10.23,10:00am,32,B-3,F,North Key Largo,Carysfort,C. corindum ,Y,,C,continuous; 60+ min,,set032-10-23-19-B3.txt,,N,Y,
351,,10.23,10:00am,32,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set032-10-23-19-B4.txt,,N,,
319,,10.23,1:00pm,33,A-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set033-10-23-19-A1.txt,,N,Y,
262,,10.23,1:00pm,33,A-2,M,North Key Largo,DD,C. corindum ,Y,,B,bursts,,set033-10-23-19-A2.txt,,N,,
136,,10.23,1:00pm,33,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,started at 35 min,set033-10-23-19-A3.txt,,N,,
296,P,10.23,1:00pm,33,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set033-10-23-19-A4.txt,,,Y,
375,P,10.23,1:00pm,33,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set033-10-23-19-B1.txt,,N,Y,
254,,10.23,1:00pm,33,B-2,M,North Key Largo,DD,C. corindum ,N,,,,,set033-10-23-19-B2.txt,,N,,
376,,10.23,1:00pm,33,B-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,set033-10-23-19-B4.txt,,N,Y,
153,,10.23,2:15pm,34,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set034-10-23-19-A1.txt,,N,Y,
95,,10.23,2:15pm,34,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set034-10-23-19-A2.txt,,N,Y,
213,,10.23,2:15pm,34,A-3,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set034-10-23-19-A3.txt,,N,,
286,P,10.23,2:15pm,34,A-4,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,set034-10-23-19-A4.txt,,N,,
300,,10.23,2:15pm,34,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set034-10-23-19-B1.txt,,N,,
280,,10.23,2:15pm,34,B-2,M,North Key Largo,DD,C. corindum ,N,,,,,set034-10-23-19-B2.txt,,N,,
50,,10.23,2:15pm,34,B-3,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,set034-10-23-19-B3.txt,,N,,
279,,10.23,2:15pm,34,B-4,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,set034-10-23-19-B4.txt,,N,,
413,,10.23,3:25pm,35,A-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,no recording,NA,,N,Y,
407,,10.23,3:25pm,35,A-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,no recording,NA,,N,,
224,,10.23,3:25pm,35,A-3,M,North Key Largo,Carysfort,C. corindum ,N,Y,,,no recording,NA,,N,,
148,,10.23,3:25pm,35,A-4,M,Lake Wales,Polk,K. elegans,N,Y,,,no recording,NA,,N,,
58,,10.23,3:25pm,35,B-1,F,Key Largo,JP Grove,C. corindum ,,Y,,,,set035-10-23-19-B1.txt,,N,,
91,P,10.23,3:25pm,35,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,Y,C,continuous; 60+ min,,set035-10-23-19-B2.txt,,N,,
276,,10.23,3:25pm,35,B-3,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,set035-10-23-19-B3.txt,,N,,
118,,10.23,3:25pm,35,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,trial ended at 30 min because paint fell off,set035-10-23-19-B4.txt,,N,,
155,,10.24,9:00am,36,A-1,M,Lake Wales,Polk,K. elegans,N,Y,,,no recording,NA,,N,,
285,P,10.24,9:00am,36,A-2,F,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,,N,Y,
409,,10.24,9:00am,36,A-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,N,,
98,P,10.24,9:00am,36,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,N,Y,
159,,10.24,9:00am,36,B-1,M,Lake Wales,Polk,K. elegans,N,,,,,set036-10-24-19-B1.txt,,N,,
67,P,10.24,9:00am,36,B-2,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,B,bursts,,set036-10-24-19-B2.txt,,N,,
321,,10.24,9:00am,36,B-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set036-10-24-19-B3.txt,,N,,
183,P,10.24,9:00am,36,B-4,M,North Key Largo,N. Dagny,C. corindum ,Y,,C,continuous; 60+ min,,set036-10-24-19-B4.txt,,N,,
49,,10.24,10:10am,37,A-1,M,Key Largo,JP Grove,C. corindum ,Y,Y,C,continuous; 60+ min,,set037-10-24-19-A1.txt,,N,,
323,,10.24,10:10am,37,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-A2.txt,,N,,
107,,10.24,10:10am,37,A-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set037-10-24-19-A3.txt,,N,Y,
320,,10.24,10:10am,37,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set037-10-24-19-A4.txt,,N,Y,
380,,10.24,10:10am,37,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,,set037-10-24-19-B1.txt,,N,Y,
208,,10.24,10:10am,37,B-2,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,set037-10-24-19-B2.txt,,N,Y,
404,P,10.24,10:10am,37,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B3.txt,,N,Y,
116,,10.24,10:10am,37,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B4.txt,,N,,
284,,10.24,11:20am,38,A-1,M,North Key Largo,DD,C. corindum ,N,,,,,set038-10-24-19-A1.txt,,N,,
152,,10.24,11:20am,38,A-2,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set038-10-24-19-A2.txt,,N,,
331,,10.24,11:20am,38,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set038-10-24-19-A3.txt,,N,Y,
302,,10.24,11:20am,38,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set038-10-24-19-A4.txt,,N,Y,
318,,10.24,11:20am,38,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set038-10-24-19-B1.txt,,N,,
149,,10.24,11:20am,38,B-2,F,Lake Wales,Polk,K. elegans,N,,,,,set038-10-24-19-B2.txt,,N,Y,
253,,10.24,11:20am,38,B-3,F,North Key Largo,DD,C. corindum ,N,,,,,set038-10-24-19-B3.txt,,N,Y,
134,,10.24,11:20am,38,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,CB,continuous to bursts,,set038-10-24-19-B4.txt,,N,,
203,,10.24,12:35pm,39,A-1,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,set039-10-24-19-A1.txt,,N,Y,
198,,10.24,12:35pm,39,A-2,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,set039-10-24-19-A2.txt,,N,Y,
123,,10.24,12:35pm,39,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set039-10-24-19-A3.txt,,N,,
282,,10.24,12:35pm,39,A-4,M,North Key Largo,DD,C. corindum ,N,Y,,,,set039-10-24-19-A4.txt,,N,,
66,P,10.24,12:35pm,39,B-1,F,North Key Largo,Dagny Trellis,C. corindum ,N,Y,,,,set039-10-24-19-B1.txt,,N,Y,
343,,10.24,12:35pm,39,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set039-10-24-19-B2.txt,,N,,
68,P,10.24,12:35pm,39,B-3,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,BC,bursts to continuous; 60+ min,,set039-10-24-19-B3.txt,,N,Y,
69,P,10.24,12:35pm,39,B-4,F,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,set039-10-24-19-B4.txt,,N,Y,
81,,10.24,1:40pm,40,A-1,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,N,,,,,set040-10-24-19-A1.txt,0.042,N,,
263,,10.24,1:40pm,40,A-2,F,North Key Largo,DD,C. corindum ,N,,,,,set040-10-24-19-A2.txt,0.093,N,Y,
229,,10.24,1:40pm,40,A-3,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set040-10-24-19-A3.txt,0.061,N,Y,
92,,10.24,1:40pm,40,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set040-10-24-19-A4.txt,0.046,N,,
354,,10.24,1:40pm,40,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.075,N,Y,
336,,10.24,1:40pm,40,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.069,N,Y,
406,,10.24,1:40pm,40,B-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.03,N,,
314,,10.24,1:40pm,40,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.083,N,Y,
48,,10.25,9:25am,41,A-1,F,Key Largo,JP Grove,C. corindum ,N,,,,,set041-10-25-19-A1.txt,0.102,N,Y,
330,,10.25,9:25am,41,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set041-10-25-19-A2.txt,0.043,N,,
129,,10.25,9:25am,41,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set041-10-25-19-A3.txt,0.051,N,,
99,P,10.25,9:25am,41,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set041-10-25-19-A4.txt,0.043,N,,
223,,10.25,9:25am,41,B-1,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set041-10-25-19-B1.txt,0.07,N,,
410,,10.25,9:25am,41,B-2,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set041-10-25-19-B2.txt,0.071,N,Y,
416,,10.25,9:25am,41,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous; 60+ min,,set041-10-25-19-B3.txt,0.064,N,Y,
114,,10.25,9:25am,41,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set041-10-25-19-B4.txt,0.045,N,,
255,,10.25,10:40am,42,A-1,M,North Key Largo,DD,C. corindum ,N,,,,,set042-10-25-19-A1.txt,0.029,N,,
391,P,10.25,10:40am,42,A-2,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set042-10-25-19-A2.txt,0.029,N,,
342,,10.25,10:40am,42,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set042-10-25-19-A3.txt,0.05,N,,
84,,10.25,10:40am,42,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,Y,,B,bursts,,set042-10-25-19-A4.txt,0.043,N,,
335,,10.25,10:40am,42,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.113,N,Y,
283,,10.25,10:40am,42,B-3,F,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.078,N,Y,
146,P,10.25,10:40am,42,B-4,M,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.025,N,,
310,,10.25,12:40pm,43,A-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.1,N,Y,
325,,10.25,12:40pm,43,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,N,Y,
187,,10.25,12:40pm,43,A-3,F,North Key Largo,N. Dagny,C. corindum ,N,,,,no recording,NA,0.091,N,Y,
298,P,10.25,12:40pm,43,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.154,N,Y,
295,P,10.25,12:40pm,43,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set043-10-25-19-B1.txt,0.05,N,,
126,,10.25,12:40pm,43,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set043-10-25-19-B2.txt,0.049,N,,
397,,10.25,12:40pm,43,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set043-10-25-19-B3.txt,0.129,N,Y,
120,,10.25,12:40pm,43,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set043-10-25-19-B4.txt,0.043,N,,
30,,10.25,1:50pm,44,A-1,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set044-10-25-19-A1.txt,0.067,N,Y,
139,P,10.25,1:50pm,44,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set044-10-25-19-A2.txt,0.118,N,Y,
237,,10.25,1:50pm,44,A-3,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set044-10-25-19-A3.txt,0.04,N,,
113,,10.25,1:50pm,44,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set044-10-25-19-A4.txt,0.035,N,,
384,,10.25,1:50pm,44,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set044-10-25-19-B1.txt,0.035,N,,
54,,10.25,1:50pm,44,B-2,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,set044-10-25-19-B2.txt,0.017,N,,
259,,10.25,1:50pm,44,B-3,M,North Key Largo,DD,C. corindum ,N,,,,,set044-10-25-19-B3.txt,0.035,N,,
135,,10.25,1:50pm,44,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set044-10-25-19-B4.txt,0.083,N,Y,
131,,10.25,1:50pm,45,A-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,0.093,N,Y,
142,P,10.25,1:50pm,45,A-2,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.102,N,Y,
287,,10.25,1:50pm,45,A-3,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.03,N,,
340,,10.25,1:50pm,45,A-4,F,Lake Placid,Barber shop,K. elegans,N,Y,,,no recording,NA,0.058,N,,
59,,10.25,1:50pm,45,B-1,M,Key Largo,JP Grove,C. corindum ,N,,,,no recording,NA,0.033,N,,
35,,10.25,1:50pm,45,B-2,M,Plantation Key,Founder's #1,C. corindum ,N,,,,no recording,NA,0.036,N,,
326,,10.25,1:50pm,45,B-3,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.067,N,,
275,,10.28,9:10am,46,A-1,F,North Key Largo,DD,C. corindum ,N,,,,,set046-10-28-19-A1.txt,0.086,N,Y,
204,,10.28,9:10am,46,A-2,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set046-10-28-19-A2.txt,0.035,N,,
101,,10.28,9:10am,46,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set046-10-28-19-A3.txt,0.045,N,,
258,P,10.28,9:10am,46,A-4,M,North Key Largo,DD,C. corindum ,N,,,,,set046-10-28-19-A4.txt,0.048,N,,
105,,10.28,9:10am,46,B-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set046-10-28-19-B1.txt,0.102,N,Y,
306,,10.28,9:10am,46,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set046-10-28-19-B2.txt,0.098,N,Y,
234,,10.28,9:10am,46,B-3,F,North Key Largo,Carysfort,C. corindum ,N,,,,,set046-10-28-19-B3.txt,0.121,N,Y,
308,,10.28,9:10am,46,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set046-10-28-19-B4.txt,0.044,N,,
261,,10.28,10:20am,47,A-1,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,set047-10-28-19-A1.txt,0.046,N,,
154,,10.28,10:20am,47,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set047-10-28-19-A2.txt,0.067,N,Y,
15,,10.28,10:20am,47,A-3,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,set047-10-28-19-A3.txt,0.043,N,,
399,,10.28,10:20am,47,A-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set047-10-28-19-A4.txt,0.046,N,,
315,,10.28,10:20am,47,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,,set047-10-28-19-B1.txt,0.078,N,Y,
337,,10.28,10:20am,47,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set047-10-28-19-B2.txt,0.051,N,,
102,,10.28,10:20am,47,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set047-10-28-19-B3.txt,0.138,N,Y,
288,P,10.28,10:20am,47,B-4,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,set047-10-28-19-B4.txt,0.043,N,,
31,,10.28,11:30am,48,A-1,M,Plantation Key,Founder's #1,C. corindum ,N,,,,no recording,NA,0.037,N,,
346,,10.28,11:30am,48,A-2,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.025,N,,
271,,10.28,11:30am,48,A-3,M,North Key Largo,DD,C. corindum ,N,,,,no recording,NA,0.035,N,,
78,,10.28,11:30am,48,A-4,M,North Key Largo,Dagny Trellis,C. corindum ,N,,,,no recording,NA,0.035,N,,
128,,10.28,11:30am,48,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set048-10-28-19-B1.txt,0.042,N,,
73,,10.28,11:30am,48,B-2,M,North Key Largo,Dagny Trellis,C. corindum ,N ,,,,,set048-10-28-19-B2.txt,0.045,N,,
119,,10.28,11:30am,48,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set048-10-28-19-B3.txt,0.039,N,,
312,,10.28,11:30am,48,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set048-10-28-19-B4.txt,0.05,N,,
278,,10.28,2:20pm,49,A-1,M,North Key Largo,DD,C. corindum ,N,,,,,set049-10-28-19-A1.txt,0.037,N,,
264,,10.28,2:20pm,49,A-2,M,North Key Largo,DD,C. corindum ,N,,,,,set049-10-28-19-A2.txt,0.044,N,,
124,,10.28,2:20pm,49,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set049-10-28-19-A3.txt,0.049,N,,
349,,10.28,2:20pm,49,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set049-10-28-19-A4.txt,0.042,N,,
313,,10.28,2:20pm,49,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set049-10-28-19-B1.txt,0.081,N,Y,
408,,10.28,2:20pm,49,B-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set049-10-28-19-B2.txt,0.045,N,,
249,,10.28,2:20pm,49,B-3,F,North Key Largo,DD -inter,C. corindum ,N,,,,,set049-10-28-19-B3.txt,0.053,N,Y,
132,,10.28,2:20pm,49,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set049-10-28-19-B4.txt,0.049,N,,
12,,10.28,3:35pm,50,A-1,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set050-10-28-19-A1.txt,0.101,N,Y,
303,,10.28,3:35pm,50,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set050-10-28-19-A2.txt,0.081,N,Y,
205,,10.28,3:35pm,50,A-3,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,set050-10-28-19-A3.txt,0.029,N,,
332,,10.28,3:35pm,50,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set050-10-28-19-A4.txt,0.05,N,,
372,P,10.28,3:35pm,50,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.142,N,Y,
90,P,10.28,3:35pm,50,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,0.066,N,,
339,,10.29,9:00am,51,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A1.txt,0.052,N,,
89,P,10.29,9:00am,51,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A2.txt,0.052,N,,
328,,10.29,9:00am,51,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A3.txt,0.088,N,Y,
34,,10.29,9:00am,51,A-4,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,set051-10-29-19-A4.txt,0.11,N,Y,
257,P,10.29,9:00am,51,B-1,M,North Key Largo,DD,C. corindum ,Y,,B,bursts to continuous; continuous to bursts,,set051-10-29-19-B1.txt,0.033,N,,
381,,10.29,9:00am,51,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set051-10-29-19-B2.txt,0.121,N,Y,
111,,10.29,9:00am,51,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-B3.txt,0.039,N,,
299,P,10.29,10:15am,52,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous bouts,,set052-10-29-19-A1.txt,0.039,N,,
311,,10.29,10:15am,52,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set052-10-29-19-A2.txt,0.041,N,,
387,,10.29,10:15am,52,A-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,BC,bursts to continuous bouts,,set052-10-29-19-A3.txt,0.053,N,Y,
