ID,filename,channel_num,channel_letter,chamber,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,box,test_date,time_start,sex,population,site,host_plant,flew,died,flight_type,flight_details,NOTES,mass,short-wing,eggs,time_end,latitude,longitude
421,set021-10-21-19-A1.txt,1,A,A-1,21,0,0,1.257,0,0,0,1800.0,0,D,10.21,9:00,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211
129,set021-10-21-19-A2.txt,2,A,A-2,21,0.286,1794.0,493.216,0,1794.0,0.997,1800.0,0.483,B,10.21,9:00,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562
335,set021-10-21-19-A3.txt,3,A,A-3,21,0,0,0,0,0,0,1800.0,0,D,10.21,9:00,F,Lake Placid,Barber shop,K. elegans,N,,,,,,,Y,,27.298660028,-81.36611608
413,set021-10-21-19-A4.txt,4,A,A-4,21,0,0,0,0,0,0,1800.0,0,D,10.21,9:00,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,Y,,29.661821,-82.347211
128,set021-10-21-19-B1.txt,1,B,B-1,21,0,0,0,0,0,0,1800.0,0,B,10.21,9:00,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,,,,25.491968,-80.48562
208,set021-10-21-19-B2.txt,2,B,B-2,21,0,0,0,0,0,0,1800.0,0,E,10.21,9:00,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,,,Y,,25.1948419,-80.34590136
156,set021-10-21-19-B3.txt,3,B,B-3,21,0,0,0,0,0,0,1800.0,0,D,10.21,9:00,F,Lake Wales,Polk,K. elegans,N,,,,,,,,,27.903346,-81.589461
96,set021-10-21-19-B4.txt,4,B,B-4,21,0.283,1796.3,502.64,0,1796.3,0.998,1800.0,0.393,A,10.21,9:00,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562
136,set022-10-21-19-A1.txt,1,A,A-1,22,0.178,1275.9,3.77,0,1268.0,0.709,1800.0,0.251,B,10.21,10:00,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,paint came off at 40%,,,,,25.491968,-80.48562
214,set022-10-21-19-A2.txt,2,A,A-2,22,0,0,1.257,0,0,0,1800.0,0,E,10.21,10:00,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136
152,set022-10-21-19-A3.txt,3,A,A-3,22,0.258,805.7,5.655,0,801.6,0.448,1800.0,0.331,D,10.21,10:00,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,,,,,27.903346,-81.589461
330,set022-10-21-19-A4.txt,4,A,A-4,22,0,0,0,0,0,0,1800.0,0,C,10.21,10:00,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,,,,,27.298660028,-81.36611608
134,set022-10-21-19-B1.txt,1,B,B-1,22,0.164,17.4,4.398,0,9.2,0.01,1800.0,0.209,B,10.21,10:00,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562
272,set022-10-21-19-B2.txt,2,B,B-2,22,0,0,0,0,0,0,1800.0,0,C,10.21,10:00,F,North Key Largo,DD,C. corindum ,N,Y,,,"died immediately after trial, should probably be excluded",,,,,25.28636983,-80.29077075
204,set022-10-21-19-B3.txt,3,B,B-3,22,0,0,0,0,0,0,1800.0,0,E,10.21,10:00,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136
391,set022-10-21-19-B4.txt,4,B,B-4,22,0.148,423.1,5.655,0,412.5,0.235,1800.0,0.185,Petri1,10.21,10:00,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,,,,,28.812980,-81.877895
48,set023-10-21-19-A1.txt,1,A,A-1,23,0.196,26.7,6.911,0,21.3,0.015,1800.0,0.273,A,10.21,10:40,F,Key Largo,JP Grove,C. corindum ,N,,,,,,,Y,,25.12846,-80.40809
205,set023-10-21-19-A2.txt,2,A,A-2,23,0.118,0,2.513,0,0,0,1800.0,0.134,E,10.21,10:40,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136
348,set023-10-21-19-A3.txt,3,A,A-3,23,0.238,1707.0,379.493,87.6,1479.8,0.948,1800.0,0.37,D,10.21,10:40,M,Lake Placid,Barber shop,K. elegans,Y,,C,,,,,,,27.298660028,-81.36611608
234,set023-10-21-19-A4.txt,4,A,A-4,23,0,0,0,0,0,0,1800.0,0,E,10.21,10:40,F,North Key Largo,Carysfort Cr,C. corindum ,N,,,,,,,Y,,25.25647566,-80.31068981
320,set023-10-21-19-B1.txt,1,B,B-1,23,0,0,0,0,0,0,1800.0,0,C,10.21,10:40,F,Lake Placid,Barber shop,K. elegans,N,,,,,,,Y,,27.298660028,-81.36611608
263,set023-10-21-19-B2.txt,2,B,B-2,23,0,0,1.257,0,0,0,1800.0,0,C,10.21,10:40,F,North Key Largo,DD,C. corindum ,N,,,,,,,Y,,25.28636983,-80.29077075
376,set023-10-21-19-B3.txt,3,B,B-3,23,0.452,1797.8,807.365,0,1797.8,0.999,1800.0,0.628,D,10.21,10:40,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,,,Y,,28.812980,-81.877895
408,set023-10-21-19-B4.txt,4,B,B-4,23,0.146,731.3,4.398,0,722.1,0.406,1800.0,0.19,D,10.21,10:40,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211
54,set024-10-21-19-A1.txt,1,A,A-1,24,0.219,1496.4,5.026,0,1483.0,0.831,1800.0,0.314,B,10.21,11:20,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,non-J.haematoloma,,,,,25.12846,-80.40809
76,set024-10-21-19-A2.txt,2,A,A-2,24,0.152,1119.4,3.141,0,1113.3,0.622,1800.0,0.15,B,10.21,11:20,F,North Key Largo,Dagny Trellis,C. corindum ,N,,,,,,,Y,,25.1755048,-80.36782055
189,set024-10-21-19-A3.txt,3,A,A-3,24,0,0,0,0,0,0,1800.0,0,E,10.21,11:20,M,North Key Largo,N. Dagny,C. corindum ,N,,,,,,,,,25.18229498,-80.36369887
270,set024-10-21-19-A4.txt,4,A,A-4,24,0,0,0,0,0,0,1800.0,0,C,10.21,11:20,F,North Key Largo,DD,C. corindum ,N,,,,,,,Y,,25.28636983,-80.29077075
286,set025-10-21-19-A1.txt,1,A,A-1,25,0.219,1724.3,165.243,0,973.0,0.958,1800.0,0.331,Petri2,10.21,12:00,M,North Key Largo,DD,C. corindum ,Y,,C,continuous,,,,,,25.28636983,-80.29077075
417,set025-10-21-19-A2.txt,2,A,A-2,25,0.155,715.9,5.655,0,701.3,0.398,1800.0,0.19,D,10.21,12:00,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211
308,set025-10-21-19-A3.txt,3,A,A-3,25,0.232,728.0,10.681,0,689.8,0.404,1800.0,0.449,C,10.21,12:00,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,,,27.298660028,-81.36611608
154,set025-10-21-19-A4.txt,4,A,A-4,25,0,0,0,0,0,0,1800.0,0,D,10.21,12:00,F,Lake Wales,Polk,K. elegans,N,,,,,,,Y,,27.903346,-81.589461
111,set026-10-21-19-A1.txt,1,A,A-1,26,0.184,538.9,23.247,219.5,221.5,0.299,1800.0,0.331,A,10.21,12:35,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562
91,set026-10-21-19-A2.txt,2,A,A-2,26,0.286,1648.8,121.262,0,1231.4,0.916,1800.0,0.37,Petri1,10.21,12:35,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562
404,set026-10-21-19-A3.txt,3,A,A-3,26,0.223,1087.1,9.425,0,387.4,0.604,1800.0,0.331,Petri2,10.21,12:35,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,,,Y,,29.661821,-82.347211
353,set026-10-21-19-A4.txt,4,A,A-4,26,0,0,0,0,0,0,1800.0,0,D,10.21,12:35,M,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608
159,set027-10-21-19-A1.txt,1,A,A-1,27,0.171,22.1,5.655,0,22.1,0.012,1800.0,0.19,D,10.21,1:10,M,Lake Wales,Polk,K. elegans,N,,,,,,,,,27.903346,-81.589461
46,set027-10-21-19-A2.txt,2,A,A-2,27,0.256,374.9,3.77,0,350.0,0.208,1800.0,0.165,A,10.21,1:10,F,Key Largo,JP Grove,C. corindum ,N,,,,,,,Y,,25.12846,-80.40809
50,set027-10-21-19-A3.txt,3,A,A-3,27,0.188,0,5.026,0,0,0,1800.0,0.18,B,10.21,1:10,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,,,,,25.12846,-80.40809
84,set027-10-21-19-A4.txt,4,A,A-4,27,0,0,0,0,0,0,1800.0,0,B,10.21,1:10,M,North Key Largo,Dagny 1/2 Loop,C. corindum ,Y,,B,bursts,,,,,,25.173694,-80.371532
12,set027-10-21-19-B1.txt,1,B,B-1,27,0,0,0,0,0,0,1800.0,0,A,10.21,1:10,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,,,Y,,24.96448253,-80.56738908
213,set027-10-21-19-B2.txt,2,B,B-2,27,0,0,0.628,0,0,0,1800.0,0,E,10.21,1:10,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136
16,set027-10-21-19-B3.txt,3,B,B-3,27,0,0,0,0,0,0,1800.0,0,A,10.21,1:10,F,Plantation Key,Founder's #1,C. corindum ,N,,,,,,,,,24.96448253,-80.56738908
183,set027-10-21-19-B4.txt,4,B,B-4,27,0.225,842.1,38.326,78.1,376.5,0.468,1800.0,0.698,Petri1,10.21,1:10,M,North Key Largo,N. Dagny,C. corindum ,Y,,B,bursts,,,,,,25.18229498,-80.36369887
18,set028-10-21-19-A1.txt,1,A,A-1,28,0,0,0,0,0,0,1800.0,0,A,10.21,3:25,M,Plantation Key,Founder's #1,C. corindum ,N,,,,,,,,,24.96448253,-80.56738908
59,set028-10-21-19-A2.txt,2,A,A-2,28,0,0,0,0,0,0,1800.0,0,B,10.21,3:25,M,Key Largo,JP Grove,C. corindum ,N,,,,,,,,,25.12846,-80.40809
337,set028-10-21-19-A3.txt,3,A,A-3,28,0.103,0,3.77,0,0,0,1800.0,0,D,10.21,3:25,M,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608
319,set028-10-21-19-A4.txt,4,A,A-4,28,0.458,1796.3,821.816,0,1796.3,0.998,1800.0,0.524,C,10.21,3:25,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,,,Y,,27.298660028,-81.36611608
311,set028-10-21-19-B1.txt,1,B,B-1,28,0,0,1.257,0,0,0,1800.0,0,C,10.21,3:25,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,,,27.298660028,-81.36611608
245,set028-10-21-19-B2.txt,2,B,B-2,28,0.244,0,2.513,0,0,0,1800.0,0.157,E,10.21,3:25,F,North Key Largo,DD front,C. corindum ,N,,,,,,,Y,,25.27352007,-80.30428184
252,set028-10-21-19-B3.txt,3,B,B-3,28,0,0,0,0,0,0,1800.0,0,E,10.21,3:25,F,North Key Largo,DD -inter,C. corindum ,N,,,,,,,Y,,25.252842,-80.311826
284,set028-10-21-19-B4.txt,4,B,B-4,28,0,0,0,0,0,0,1800.0,0,C,10.21,3:25,M,North Key Largo,DD,C. corindum ,N,,,,,,,,,25.28636983,-80.29077075
323,set029-10-21-19-A1.txt,1,A,A-1,29,0.312,1797.3,549.763,0,1797.3,0.998,1800.0,0.524,C,10.21,4:10,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,,,,,27.298660028,-81.36611608
90,set029-10-21-19-A2.txt,2,A,A-2,29,0.28,279.9,6.283,132.0,143.1,0.156,1800.0,0.524,Petri1,10.21,4:10,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562
340,set029-10-21-19-A3.txt,3,A,A-3,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,F,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608
65,set029-10-21-19-A4.txt,4,A,A-4,29,0,0,0,0,0,0,1800.0,0,B,10.21,4:10,F,Key Largo,JP Grove,C. corindum ,N,,,,,,,Y,,25.12846,-80.40809
336,set029-10-21-19-B1.txt,1,B,B-1,29,0.203,46.4,5.026,0,32.8,0.026,1800.0,0.242,D,10.21,4:10,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,Y,,27.298660028,-81.36611608
343,set029-10-21-19-B2.txt,2,B,B-2,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,M,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608
409,set029-10-21-19-B3.txt,3,B,B-3,29,0,0,0.628,0,0,0,1800.0,0,D,10.21,4:10,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211
342,set029-10-21-19-B4.txt,4,B,B-4,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,F,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608
119,set030-10-21-19-A1.txt,1,A,A-1,30,0.157,0,1.885,0,0,0,1800.0,0.153,A,10.21,4:50,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,,,,25.491968,-80.48562
2,set030-10-21-19-A2.txt,2,A,A-2,30,0,0,0,0,0,0,1800.0,0,Petri1,10.21,4:50,F,Plantation Key,Founder's #2,C. corindum ,N,,,,,,,Y,,24.985185,-80.547098
380,set030-10-21-19-A3.txt,3,A,A-3,30,0.345,1791.7,615.106,0,1791.7,0.995,1800.0,0.449,D,10.21,4:50,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,,,Y,,28.812980,-81.877895
245,set031-10-23-19-A1.txt,1,A,A-1,31,0,0,0.628,0,0,0,3600.0,0,,10.23,9:00am,F,North Key Largo,DD front,C. corindum ,N,Y,,,,,N,Y,,25.27352007,-80.30428184
333,set031-10-23-19-A2.txt,2,A,A-2,31,0,0,1.257,0,0,0,3600.0,0,,10.23,9:00am,F,Lake Placid,Barber shop,K. elegans,N,,,,,,N,Y,,27.298660028,-81.36611608
329,set031-10-23-19-A3.txt,3,A,A-3,31,0.218,3355.9,631.442,156.9,1672.1,0.932,3600.0,0.483,,10.23,9:00am,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.298660028,-81.36611608
226,set031-10-23-19-A4.txt,4,A,A-4,31,0.209,17.4,9.425,0,11.3,0.005,3600.0,0.331,,10.23,9:00am,M,North Key Largo,Carysfort Cr,C. corindum ,Y,,B,burst,,,N,,,25.25647566,-80.31068981
103,set031-10-23-19-B1.txt,1,B,B-1,31,0.275,3468.7,887.16,0,1948.6,0.964,3600.0,0.524,,10.23,9:00am,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562
96,set031-10-23-19-B2.txt,2,B,B-2,31,0.258,3481.6,853.231,0,3481.6,0.967,3600.0,0.393,,10.23,9:00am,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562
109,set031-10-23-19-B3.txt,3,B,B-3,31,0.306,66.7,20.734,0,30.2,0.019,3600.0,0.524,,10.23,9:00am,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,burst,,,N,Y,,25.491968,-80.48562
390,set031-10-23-19-B4.txt,4,B,B-4,31,0,0,1.257,0,0,0,3600.0,0,P,10.23,9:00am,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,,N,,,28.812980,-81.877895
421,set032-10-23-19-A1.txt,1,A,A-1,32,0,0,0,0,0,0,3600.0,0,,10.23,10:00am,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,,,N,,,29.661821,-82.347211
65,set032-10-23-19-A2.txt,2,A,A-2,32,0,0,1.257,0,0,0,3600.0,0,,10.23,10:00am,F,Key Largo,JP Grove,C. corindum ,N,,,,,,N,Y,,25.12846,-80.40809
125,set032-10-23-19-A3.txt,3,A,A-3,32,0.207,2586.6,277.08,0,1409.4,0.719,3600.0,0.393,,10.23,10:00am,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562
197,set032-10-23-19-A4.txt,4,A,A-4,32,0.242,2174.3,2.513,0,2171.2,0.604,3600.0,0.314,,10.23,10:00am,M,North Key Largo,Charlemagne,C. corindum ,Y,,B,burst,,,N,,,25.1948419,-80.34590136
402,set032-10-23-19-B1.txt,1,B,B-1,32,0,0,0,0,0,0,3600.0,0,P,10.23,10:00am,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,N,,,29.661821,-82.347211
74,set032-10-23-19-B2.txt,2,B,B-2,32,0,0,0.628,0,0,0,3600.0,0,,10.23,10:00am,F,North Key Largo,Dagny Trellis,C. corindum ,N,Y,,,,,N,Y,,25.1755048,-80.36782055
235,set032-10-23-19-B3.txt,3,B,B-3,32,0.329,3507.1,990.829,266.8,2450.5,0.974,3600.0,0.524,,10.23,10:00am,F,North Key Largo,Carysfort Cr,C. corindum ,Y,,C,continuous; 60+ min,,,N,Y,,25.25647566,-80.31068981
351,set032-10-23-19-B4.txt,4,B,B-4,32,0.377,3561.3,1332.624,0,3561.3,0.989,3600.0,0.483,,10.23,10:00am,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.298660028,-81.36611608
319,set033-10-23-19-A1.txt,1,A,A-1,33,0.41,3594.8,1446.975,0,3594.8,0.999,3600.0,0.628,,10.23,1:00pm,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,27.298660028,-81.36611608
262,set033-10-23-19-A2.txt,2,A,A-2,33,0.29,2938.0,18.849,214.7,2635.9,0.816,3600.0,0.628,,10.23,1:00pm,M,North Key Largo,DD,C. corindum ,Y,,B,bursts,,,N,,,25.28636983,-80.29077075
136,set033-10-23-19-A3.txt,3,A,A-3,33,0.332,1285.3,422.218,0,1285.3,0.357,3600.0,0.698,,10.23,1:00pm,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,started at 35 min,,N,,,25.491968,-80.48562
296,set033-10-23-19-A4.txt,4,A,A-4,33,0.21,1569.1,16.336,0,815.1,0.436,3600.0,0.393,P,10.23,1:00pm,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,Y,,27.298660028,-81.36611608
375,set033-10-23-19-B1.txt,1,B,B-1,33,0,0,0,0,0,0,3600.0,0,P,10.23,1:00pm,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,,N,Y,,28.812980,-81.877895
254,set033-10-23-19-B2.txt,2,B,B-2,33,0,0,1.257,0,0,0,3600.0,0,,10.23,1:00pm,M,North Key Largo,DD,C. corindum ,N,,,,,,N,,,25.28636983,-80.29077075
376,set033-10-23-19-B4.txt,4,B,B-4,33,0.402,3512.5,1362.154,0,2753.6,0.976,3600.0,0.483,,10.23,1:00pm,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,,N,Y,,28.812980,-81.877895
153,set034-10-23-19-A1.txt,1,A,A-1,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,F,Lake Wales,Polk,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461
95,set034-10-23-19-A2.txt,2,A,A-2,34,0.484,2997.0,1424.356,0,2997.0,0.833,3600.0,0.628,,10.23,2:15pm,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,25.491968,-80.48562
213,set034-10-23-19-A3.txt,3,A,A-3,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,M,North Key Largo,Charlemagne,C. corindum ,N,,,,,,N,,,25.1948419,-80.34590136
286,set034-10-23-19-A4.txt,4,A,A-4,34,0.261,3570.3,894.699,209.9,3360.4,0.992,3600.0,0.314,P,10.23,2:15pm,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075
300,set034-10-23-19-B1.txt,1,B,B-1,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,M,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608
280,set034-10-23-19-B2.txt,2,B,B-2,34,0,0,0.628,0,0,0,3600.0,0,,10.23,2:15pm,M,North Key Largo,DD,C. corindum ,N,,,,,,N,,,25.28636983,-80.29077075
50,set034-10-23-19-B3.txt,3,B,B-3,34,0.29,1118.8,21.362,0,392.4,0.311,3600.0,0.524,,10.23,2:15pm,M,Key Largo,JP Grove,C. corindum ,Y,,B,bursts,,,N,,,25.12846,-80.40809
279,set034-10-23-19-B4.txt,4,B,B-4,34,0.359,3595.1,1270.423,0,3595.1,0.999,3600.0,0.483,,10.23,2:15pm,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075
58,set035-10-23-19-B1.txt,1,B,B-1,35,0,0,0,0,0,0,3600.0,0,,10.23,3:25pm,F,Key Largo,JP Grove,C. corindum ,,Y,,,,,N,,,25.12846,-80.40809
91,set035-10-23-19-B2.txt,2,B,B-2,35,0.28,3595.5,989.572,0,3595.5,0.999,3600.0,0.419,P,10.23,3:25pm,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,Y,C,continuous; 60+ min,,,N,,,25.491968,-80.48562
276,set035-10-23-19-B3.txt,3,B,B-3,35,0.445,3574.6,1580.803,0,3574.6,0.993,3600.0,0.571,,10.23,3:25pm,M,North Key Largo,DD,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075
118,set035-10-23-19-B4.txt,4,B,B-4,35,0.346,407.3,3.141,0,403.6,0.113,3600.0,0.483,,10.23,3:25pm,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,trial ended at 30 min because paint fell off,,N,,,25.491968,-80.48562
159,set036-10-24-19-B1.txt,1,B,B-1,36,0,0,0,0,0,0,3600.0,0,,10.24,9:00am,M,Lake Wales,Polk,K. elegans,N,,,,,,N,,,27.903346,-81.589461
67,set036-10-24-19-B2.txt,2,B,B-2,36,0.432,1241.0,20.734,0,807.5,0.345,3600.0,1.257,P,10.24,9:00am,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,B,bursts,,,N,,,25.1755048,-80.36782055
321,set036-10-24-19-B3.txt,3,B,B-3,36,0,0,0,0,0,0,3600.0,0,,10.24,9:00am,M,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608
183,set036-10-24-19-B4.txt,4,B,B-4,36,0.276,3223.2,855.116,72.8,3046.7,0.895,3600.0,0.483,P,10.24,9:00am,M,North Key Largo,N. Dagny,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.18229498,-80.36369887
49,set037-10-24-19-A1.txt,1,A,A-1,37,0.424,3597.4,1454.515,0,3597.4,0.999,3600.0,0.698,,10.24,10:10am,M,Key Largo,JP Grove,C. corindum ,Y,Y,C,continuous; 60+ min,,,N,,,25.12846,-80.40809
323,set037-10-24-19-A2.txt,2,A,A-2,37,0.318,1369.1,332.999,234.8,825.4,0.38,3600.0,0.449,,10.24,10:10am,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,27.298660028,-81.36611608
107,set037-10-24-19-A3.txt,3,A,A-3,37,0,0,0,0,0,0,3600.0,0,,10.24,10:10am,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,N,Y,,25.491968,-80.48562
320,set037-10-24-19-A4.txt,4,A,A-4,37,0,0,0,0,0,0,3600.0,0,,10.24,10:10am,F,Lake Placid,Barber shop,K. elegans,N,,,,,,N,Y,,27.298660028,-81.36611608
380,set037-10-24-19-B1.txt,1,B,B-1,37,0.268,2999.3,746.42,0,2986.3,0.833,3600.0,0.419,,10.24,10:10am,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,28.812980,-81.877895
208,set037-10-24-19-B2.txt,2,B,B-2,37,0.513,48.3,17.592,0,32.8,0.013,3600.0,1.257,,10.24,10:10am,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136
404,set037-10-24-19-B3.txt,3,B,B-3,37,0.377,2412.0,423.474,0,1274.8,0.67,3600.0,0.524,P,10.24,10:10am,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,29.661821,-82.347211
116,set037-10-24-19-B4.txt,4,B,B-4,37,0.299,3541.8,1019.103,0,3541.8,0.984,3600.0,0.483,,10.24,10:10am,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,25.491968,-80.48562
318,set038-10-24-19-B1.txt,1,B,B-1,38,0.251,0,3.141,0,0,0,7200.0,0,,10.24,11:20am,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,N,,,27.298660028,-81.36611608
149,set038-10-24-19-B2.txt,2,B,B-2,38,0.352,2790.2,35.813,0,1203.0,0.388,7200.0,0.483,,10.24,11:20am,F,Lake Wales,Polk,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461
253,set038-10-24-19-B3.txt,3,B,B-3,38,0.571,0,1.885,0,0,0,7200.0,0,,10.24,11:20am,F,North Key Largo,DD,C. corindum ,N,,,,,,N,Y,,25.28636983,-80.29077075
134,set038-10-24-19-B4.txt,4,B,B-4,38,0.348,2560.1,742.651,0,2187.5,0.356,7200.0,0.449,,10.24,11:20am,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,CB,continuous to bursts,,,N,,,25.491968,-80.48562
203,set039-10-24-19-A1.txt,1,A,A-1,39,0,0,0.628,0,0,0,3600.0,0,,10.24,12:35pm,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136
198,set039-10-24-19-A2.txt,2,A,A-2,39,0.134,0,3.141,0,0,0,3600.0,0,,10.24,12:35pm,F,North Key Largo,Charlemagne,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136
123,set039-10-24-19-A3.txt,3,A,A-3,39,0.217,23.4,6.911,0,20.7,0.007,3600.0,0.286,,10.24,12:35pm,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,N,,,25.491968,-80.48562
282,set039-10-24-19-A4.txt,4,A,A-4,39,0,0,0,0,0,0,3600.0,0,,10.24,12:35pm,M,North Key Largo,DD,C. corindum ,N,Y,,,,,N,,,25.28636983,-80.29077075
66,set039-10-24-19-B1.txt,1,B,B-1,39,0,0,0,0,0,0,3600.0,0,P,10.24,12:35pm,F,North Key Largo,Dagny Trellis,C. corindum ,N,Y,,,,,N,Y,,25.1755048,-80.36782055
343,set039-10-24-19-B2.txt,2,B,B-2,39,0,0,0,0,0,0,3600.0,0,,10.24,12:35pm,M,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608
68,set039-10-24-19-B3.txt,3,B,B-3,39,0.228,2051.4,187.862,0,792.9,0.57,3600.0,0.483,P,10.24,12:35pm,M,North Key Largo,Dagny Trellis,C. corindum ,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,25.1755048,-80.36782055
