average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0.4378992546265644,3598.2999999999997,1552.5293000000504,0,3598.2999999999997,0.9995277777777777,3600.0,0.5711818181818654,1
0.09567953498115575,0,5.0264,0,0,0,3600.0,0.0009651305683563748,2
0,0,0,0,0,0,3600.0,0,3
0,0,0,0,0,0,3600.0,0,4
