ID,filename,channel_num,channel_letter,chamber,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,box,test_date,time_start,population,site,host_plant,flew,died,flight_type,flight_details,NOTES,mass,short-wing,eggs,time_end,latitude,longitude,sex,beak,thorax,wing,body,w_morph,notes,date_measured,date_entered,recorder
48,set023-10-21-19-A1.txt,1,A,A-1,23,0.196,26.7,6.911,0,21.3,0.015,1800.0,0.273,A,10.21,10:40,Key Largo,JP Grove,C. corindum,N,,,,,,,Y,,25.12846,-80.40809,F,8.56,3.55,9.12,12.58,L,,03.19.2020,03.25.2020,AB
205,set023-10-21-19-A2.txt,2,A,A-2,23,0.118,0,2.513,0,0,0,1800.0,0.134,E,10.21,10:40,North Key Largo,Charlemagne,C. corindum,N,,,,,,,,,25.1948419,-80.34590136,M,5.78,2.81,7.14,10.16,L,wings torn at end,03.23.2020,03.26.2020,AB
348,set023-10-21-19-A3.txt,3,A,A-3,23,0.238,1707.0,379.493,87.6,1479.8,0.948,1800.0,0.37,D,10.21,10:40,Lake Placid,Barber shop,K. elegans,Y,,C,,,,,,,27.298660028,-81.36611608,M,5.66,3.08,7.97,10.97,L,,03.24.2020,03.26.2020,AB
234,set023-10-21-19-A4.txt,4,A,A-4,23,0,0,0,0,0,0,1800.0,0,E,10.21,10:40,North Key Largo,Carysfort Cr,C. corindum,N,,,,,,,Y,,25.25647566,-80.31068981,F,8.64,3.99,9.71,13.56,L,,03.23.2020,03.26.2020,AB
320,set023-10-21-19-B1.txt,1,B,B-1,23,0,0,0,0,0,0,1800.0,0,C,10.21,10:40,Lake Placid,Barber shop,K. elegans,N,,,,,,,Y,,27.298660028,-81.36611608,F,7.72,3.54,9.30,12.79,L,,03.24.2020,03.26.2020,AB
263,set023-10-21-19-B2.txt,2,B,B-2,23,0,0,1.257,0,0,0,1800.0,0,C,10.21,10:40,North Key Largo,DD,C. corindum,N,,,,,,,Y,,25.28636983,-80.29077075,F,6.56,3.19,8.32,11.34,L,,03.23.2020,03.26.2020,AB
376,set023-10-21-19-B3.txt,3,B,B-3,23,0.452,1797.8,807.365,0,1797.8,0.999,1800.0,0.628,D,10.21,10:40,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,,,Y,,28.812980,-81.877895,F,8.13,3.71,9.98,13.78,L,,03.24.2020,03.26.2020,AB
408,set023-10-21-19-B4.txt,4,B,B-4,23,0.146,731.3,4.398,0,722.1,0.406,1800.0,0.19,D,10.21,10:40,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211,M,6.16,3.30,8.42,11.70,L,wings torn at end,03.24.2020,03.26.2020,AB
54,set024-10-21-19-A1.txt,1,A,A-1,24,0.219,1496.4,5.026,0,1483.0,0.831,1800.0,0.314,B,10.21,11:20,Key Largo,JP Grove,C. corindum,Y,,B,bursts,non-J.haematoloma,,,,,25.12846,-80.40809,M,3.60,2.37,7.13,9.19,L,,03.19.2020,03.25.2020,AB
76,set024-10-21-19-A2.txt,2,A,A-2,24,0.152,1119.4,3.141,0,1113.3,0.622,1800.0,0.15,B,10.21,11:20,North Key Largo,Dagny Trellis,C. corindum,N,,,,,,,Y,,25.1755048,-80.36782055,F,6.53,3.18,5.89,9.30,S,,03.20.2020,03.25.2020,AB
189,set024-10-21-19-A3.txt,3,A,A-3,24,0,0,0,0,0,0,1800.0,0,E,10.21,11:20,North Key Largo,N. Dagny,C. corindum,N,,,,,,,,,25.18229498,-80.36369887,M,5.42,2.57,4.51,7.69,S,,03.20.2020,03.25.2020,AB
270,set024-10-21-19-A4.txt,4,A,A-4,24,0,0,0,0,0,0,1800.0,0,C,10.21,11:20,North Key Largo,DD,C. corindum,N,,,,,,,Y,,25.28636983,-80.29077075,F,9.24,3.99,10.05,13.42,L,wings torn at end,03.23.2020,03.26.2020,AB
286,set025-10-21-19-A1.txt,1,A,A-1,25,0.219,1724.3,165.243,0,973.0,0.958,1800.0,0.331,Petri2,10.21,12:00,North Key Largo,DD,C. corindum,Y,,C,continuous,,,,,,25.28636983,-80.29077075,M,5.73,2.85,7.25,10.10,L,,03.24.2020,03.26.2020,AB
417,set025-10-21-19-A2.txt,2,A,A-2,25,0.155,715.9,5.655,0,701.3,0.398,1800.0,0.19,D,10.21,12:00,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211,M,5.86,3.09,4.89,8.09,S,,03.24.2020,03.26.2020,AB
308,set025-10-21-19-A3.txt,3,A,A-3,25,0.232,728.0,10.681,0,689.8,0.404,1800.0,0.449,C,10.21,12:00,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,,,27.298660028,-81.36611608,M,5.83,3.22,8.29,11.55,L,,03.24.2020,03.26.2020,AB
154,set025-10-21-19-A4.txt,4,A,A-4,25,0,0,0,0,0,0,1800.0,0,D,10.21,12:00,Lake Wales,Polk,K. elegans,N,,,,,,,Y,,27.903346,-81.589461,F,7.72,3.54,10.05,13.24,L,,03.20.2020,03.25.2020,AB
111,set026-10-21-19-A1.txt,1,A,A-1,26,0.184,538.9,23.247,219.5,221.5,0.299,1800.0,0.331,A,10.21,12:35,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562,M,5.38,3.00,8.22,10.99,L,,03.20.2020,03.25.2020,AB
91,set026-10-21-19-A2.txt,2,A,A-2,26,0.286,1648.8,121.262,0,1231.4,0.916,1800.0,0.37,Petri1,10.21,12:35,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562,M,5.93,3.21,8.53,11.82,L,,03.20.2020,03.25.2020,AB
404,set026-10-21-19-A3.txt,3,A,A-3,26,0.223,1087.1,9.425,0,387.4,0.604,1800.0,0.331,Petri2,10.21,12:35,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,,,Y,,29.661821,-82.347211,F,7.86,3.59,9.82,13.37,L,,03.24.2020,03.26.2020,AB
353,set026-10-21-19-A4.txt,4,A,A-4,26,0,0,0,0,0,0,1800.0,0,D,10.21,12:35,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608,M,5.62,3.07,8.09,11.08,L,,03.24.2020,03.26.2020,AB
159,set027-10-21-19-A1.txt,1,A,A-1,27,0.171,22.1,5.655,0,22.1,0.012,1800.0,0.19,D,10.21,1:10,Lake Wales,Polk,K. elegans,N,,,,,,,,,27.903346,-81.589461,M,5.51,3.18,8.44,11.46,L,,03.20.2020,03.25.2020,AB
46,set027-10-21-19-A2.txt,2,A,A-2,27,0.256,374.9,3.77,0,350.0,0.208,1800.0,0.165,A,10.21,1:10,Key Largo,JP Grove,C. corindum,N,,,,,,,Y,,25.12846,-80.40809,F,7.93,3.74,9.31,13.21,L,wings torn at end,03.19.2020,03.25.2020,AB
50,set027-10-21-19-A3.txt,3,A,A-3,27,0.188,0,5.026,0,0,0,1800.0,0.18,B,10.21,1:10,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,,,,,25.12846,-80.40809,M,6.25,3.37,8.67,11.84,L,,03.19.2020,03.25.2020,AB
84,set027-10-21-19-A4.txt,4,A,A-4,27,0,0,0,0,0,0,1800.0,0,B,10.21,1:10,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,,,,,25.173694,-80.371532,M,6.62,2.99,8.62,11.57,L,,03.20.2020,03.25.2020,AB
12,set027-10-21-19-B1.txt,1,B,B-1,27,0,0,0,0,0,0,1800.0,0,A,10.21,1:10,Plantation Key,Founder's #1,C. corindum,N,,,,,,,Y,,24.96448253,-80.56738908,F,8.50,3.67,9.20,12.91,L,,03.19.2020,03.25.2020,AB
213,set027-10-21-19-B2.txt,2,B,B-2,27,0,0,0.628,0,0,0,1800.0,0,E,10.21,1:10,North Key Largo,Charlemagne,C. corindum,N,,,,,,,,,25.1948419,-80.34590136,M,6.46,3.37,8.66,11.77,L,wings torn at end,03.23.2020,03.26.2020,AB
16,set027-10-21-19-B3.txt,3,B,B-3,27,0,0,0,0,0,0,1800.0,0,A,10.21,1:10,Plantation Key,Founder's #1,C. corindum,N,,,,,,,,,24.96448253,-80.56738908,F,7.76,3.44,9.12,12.56,L,,03.19.2020,03.25.2020,AB
183,set027-10-21-19-B4.txt,4,B,B-4,27,0.225,842.1,38.326,78.1,376.5,0.468,1800.0,0.698,Petri1,10.21,1:10,North Key Largo,N. Dagny,C. corindum,Y,,B,bursts,,,,,,25.18229498,-80.36369887,M,6.56,3.06,8.04,10.92,L,,03.20.2020,03.25.2020,AB
18,set028-10-21-19-A1.txt,1,A,A-1,28,0,0,0,0,0,0,1800.0,0,A,10.21,3:25,Plantation Key,Founder's #1,C. corindum,N,,,,,,,,,24.96448253,-80.56738908,M,5.52,2.44,4.31,7.19,S,,03.19.2020,03.25.2020,AB
59,set028-10-21-19-A2.txt,2,A,A-2,28,0,0,0,0,0,0,1800.0,0,B,10.21,3:25,Key Largo,JP Grove,C. corindum,N,,,,,,,,,25.12846,-80.40809,M,6.34,3.43,8.32,11.36,L,wings torn at end,03.20.2020,03.25.2020,AB
337,set028-10-21-19-A3.txt,3,A,A-3,28,0.103,0,3.77,0,0,0,1800.0,0,D,10.21,3:25,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608,M,5.92,3.34,8.90,11.94,L,,03.24.2020,03.26.2020,AB
319,set028-10-21-19-A4.txt,4,A,A-4,28,0.458,1796.3,821.816,0,1796.3,0.998,1800.0,0.524,C,10.21,3:25,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,,,Y,,27.298660028,-81.36611608,F,8.51,3.85,10.32,14.10,L,,03.24.2020,03.26.2020,AB
311,set028-10-21-19-B1.txt,1,B,B-1,28,0,0,1.257,0,0,0,1800.0,0,C,10.21,3:25,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,,,27.298660028,-81.36611608,M,5.59,3.37,8.71,11.86,L,wings torn at end,03.24.2020,03.26.2020,AB
245,set028-10-21-19-B2.txt,2,B,B-2,28,0.244,0,2.513,0,0,0,1800.0,0.157,E,10.21,3:25,North Key Largo,DD front,C. corindum,N,,,,,,,Y,,25.27352007,-80.30428184,F,9.07,3.67,9.91,13.69,L,,03.23.2020,03.26.2020,AB
252,set028-10-21-19-B3.txt,3,B,B-3,28,0,0,0,0,0,0,1800.0,0,E,10.21,3:25,North Key Largo,DD -inter,C. corindum,N,,,,,,,Y,,25.252842,-80.311826,F,8.40,3.46,9.33,12.94,L,,03.23.2020,03.26.2020,AB
284,set028-10-21-19-B4.txt,4,B,B-4,28,0,0,0,0,0,0,1800.0,0,C,10.21,3:25,North Key Largo,DD,C. corindum,N,,,,,,,,,25.28636983,-80.29077075,M,5.39,2.89,7.61,10.10,L,wings torn at end,03.24.2020,03.26.2020,AB
323,set029-10-21-19-A1.txt,1,A,A-1,29,0.312,1797.3,549.763,0,1797.3,0.998,1800.0,0.524,C,10.21,4:10,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,,,,,27.298660028,-81.36611608,M,5.74,2.99,8.38,11.33,L,,03.24.2020,03.26.2020,AB
90,set029-10-21-19-A2.txt,2,A,A-2,29,0.28,279.9,6.283,132.0,143.1,0.156,1800.0,0.524,Petri1,10.21,4:10,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562,F,7.94,3.75,10.28,13.41,L,,03.20.2020,03.25.2020,AB
340,set029-10-21-19-A3.txt,3,A,A-3,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608,F,7.43,3.51,9.38,12.71,L,,03.24.2020,03.26.2020,AB
65,set029-10-21-19-A4.txt,4,A,A-4,29,0,0,0,0,0,0,1800.0,0,B,10.21,4:10,Key Largo,JP Grove,C. corindum,N,,,,,,,Y,,25.12846,-80.40809,F,7.33,3.23,8.13,11.92,L,wings torn at end,03.20.2020,03.25.2020,AB
336,set029-10-21-19-B1.txt,1,B,B-1,29,0.203,46.4,5.026,0,32.8,0.026,1800.0,0.242,D,10.21,4:10,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,Y,,27.298660028,-81.36611608,F,7.70,3.27,9.00,12.50,L,,03.24.2020,03.26.2020,AB
343,set029-10-21-19-B2.txt,2,B,B-2,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608,M,5.70,2.71,7.56,10.58,L,,03.24.2020,03.26.2020,AB
409,set029-10-21-19-B3.txt,3,B,B-3,29,0,0,0.628,0,0,0,1800.0,0,D,10.21,4:10,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211,M,5.72,3.18,8.53,11.55,L,,03.24.2020,03.26.2020,AB
342,set029-10-21-19-B4.txt,4,B,B-4,29,0,0,0,0,0,0,1800.0,0,D,10.21,4:10,Lake Placid,Barber shop,K. elegans,N,,,,,,,,,27.298660028,-81.36611608,F,7.97,3.47,9.65,13.23,L,,03.24.2020,03.26.2020,AB
30,set003-10-15-19-A1.txt,1,A,A-1,3,0,0,0,0,0,0,1449.4,0,A,10.15,12:45,Plantation Key,Founder's #1,C. corindum,N,,,,,,,Y,,24.96448253,-80.56738908,F,8.10,3.32,8.38,11.68,L,,03.19.2020,03.25.2020,AB
141,set003-10-15-19-A2.txt,2,A,A-2,3,0,0,0,0,0,0,1449.4,0,Petri1,10.15,12:45,Lake Wales,Polk,K. elegans,N,Y,,,,,,Y,,27.903346,-81.589461,F,7.62,3.49,9.78,13.42,L,,03.20.2020,03.25.2020,AB
313,set003-10-15-19-A3.txt,3,A,A-3,3,0.215,0,1.885,0,0,0,1449.4,0.196,C,10.15,12:45,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,Y,,27.298660028,-81.36611608,F,7.64,3.51,9.40,12.83,L,,03.24.2020,03.26.2020,AB
82,set003-10-15-19-A4.txt,4,A,A-4,3,0,0,0,0,0,0,1449.4,0,B,10.15,12:45,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,,,,,25.173694,-80.371532,M,6.31,3.09,8.15,11.11,L,,03.20.2020,03.25.2020,AB
402,set003-10-15-19-B1.txt,1,B,B-1,3,0,0,0,0,0,0,1504.3,0,Petri2,10.15,12:45,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,,,,29.661821,-82.347211,M,5.64,3.20,8.34,11.50,L,,03.24.2020,03.26.2020,AB
86,set003-10-15-19-B2.txt,2,B,B-2,3,0,0,0,0,0,0,1504.3,0,B,10.15,12:45,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,,,,,25.173694,-80.371532,M,6.19,2.84,7.69,10.69,L,,03.20.2020,03.25.2020,AB
58,set003-10-15-19-B3.txt,3,B,B-3,3,0,0,0.628,0,0,0,1504.3,0,B,10.15,12:45,Key Largo,JP Grove,C. corindum,N,,,,,,,,,25.12846,-80.40809,F,9.66,3.89,9.95,13.57,L,wings torn at end,03.19.2020,03.25.2020,AB
132,set003-10-15-19-B4.txt,4,B,B-4,3,0.231,581.2,93.617,82.0,97.5,0.386,1504.3,1.047,B,10.15,12:45,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,struggled against gravity,,,,,25.491968,-80.48562,M,5.75,3.32,9.04,11.98,L,,03.20.2020,03.25.2020,AB
119,set030-10-21-19-A1.txt,1,A,A-1,30,0.157,0,1.885,0,0,0,1800.0,0.153,A,10.21,4:50,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,,,,25.491968,-80.48562,M,5.57,3.04,8.33,11.11,L,,03.20.2020,03.25.2020,AB
2,set030-10-21-19-A2.txt,2,A,A-2,30,0,0,0,0,0,0,1800.0,0,Petri1,10.21,4:50,Plantation Key,Founder's #2,C. corindum,N,,,,,,,Y,,24.985185,-80.547098,F,8.26,3.33,6.94,10.92,S,,03.19.2020,03.25.2020,AB
380,set030-10-21-19-A3.txt,3,A,A-3,30,0.345,1791.7,615.106,0,1791.7,0.995,1800.0,0.449,D,10.21,4:50,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,,,Y,,28.812980,-81.877895,F,8.15,3.47,9.36,13.06,L,,03.24.2020,03.26.2020,AB
245,set031-10-23-19-A1.txt,1,A,A-1,31,0,0,0.628,0,0,0,3600.0,0,,10.23,9:00am,North Key Largo,DD front,C. corindum,N,Y,,,,,N,Y,,25.27352007,-80.30428184,F,9.07,3.67,9.91,13.69,L,,03.23.2020,03.26.2020,AB
333,set031-10-23-19-A2.txt,2,A,A-2,31,0,0,1.257,0,0,0,3600.0,0,,10.23,9:00am,Lake Placid,Barber shop,K. elegans,N,,,,,,N,Y,,27.298660028,-81.36611608,F,7.57,3.61,9.94,13.58,L,wings torn at end,03.24.2020,03.26.2020,AB
329,set031-10-23-19-A3.txt,3,A,A-3,31,0.218,3355.9,631.442,156.9,1672.1,0.932,3600.0,0.483,,10.23,9:00am,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.298660028,-81.36611608,M,5.87,3.23,8.59,11.76,L,,03.24.2020,03.26.2020,AB
226,set031-10-23-19-A4.txt,4,A,A-4,31,0.209,17.4,9.425,0,11.3,0.005,3600.0,0.331,,10.23,9:00am,North Key Largo,Carysfort Cr,C. corindum,Y,,B,burst,,,N,,,25.25647566,-80.31068981,M,6.34,2.91,8.08,11.25,L,,03.23.2020,03.26.2020,AB
103,set031-10-23-19-B1.txt,1,B,B-1,31,0.275,3468.7,887.16,0,1948.6,0.964,3600.0,0.524,,10.23,9:00am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,M,5.86,3.12,8.64,11.82,L,,03.20.2020,03.25.2020,AB
96,set031-10-23-19-B2.txt,2,B,B-2,31,0.258,3481.6,853.231,0,3481.6,0.967,3600.0,0.393,,10.23,9:00am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,M,5.69,3.10,8.70,11.60,L,,03.20.2020,03.25.2020,AB
109,set031-10-23-19-B3.txt,3,B,B-3,31,0.306,66.7,20.734,0,30.2,0.019,3600.0,0.524,,10.23,9:00am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,burst,,,N,Y,,25.491968,-80.48562,F,7.98,3.66,10.23,13.60,L,,03.20.2020,03.25.2020,AB
390,set031-10-23-19-B4.txt,4,B,B-4,31,0,0,1.257,0,0,0,3600.0,0,P,10.23,9:00am,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,,N,,,28.812980,-81.877895,M,5.65,3.06,8.46,11.52,L,,03.24.2020,03.26.2020,AB
421,set032-10-23-19-A1.txt,1,A,A-1,32,0,0,0,0,0,0,3600.0,0,,10.23,10:00am,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,,,N,,,29.661821,-82.347211,M,5.79,3.37,9.34,12.55,L,,03.24.2020,03.26.2020,AB
65,set032-10-23-19-A2.txt,2,A,A-2,32,0,0,1.257,0,0,0,3600.0,0,,10.23,10:00am,Key Largo,JP Grove,C. corindum,N,,,,,,N,Y,,25.12846,-80.40809,F,7.33,3.23,8.13,11.92,L,wings torn at end,03.20.2020,03.25.2020,AB
125,set032-10-23-19-A3.txt,3,A,A-3,32,0.207,2586.6,277.08,0,1409.4,0.719,3600.0,0.393,,10.23,10:00am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,M,6.14,3.19,9.02,12.10,L,,03.20.2020,03.25.2020,AB
197,set032-10-23-19-A4.txt,4,A,A-4,32,0.242,2174.3,2.513,0,2171.2,0.604,3600.0,0.314,,10.23,10:00am,North Key Largo,Charlemagne,C. corindum,Y,,B,burst,,,N,,,25.1948419,-80.34590136,M,5.75,2.73,7.82,10.43,L,wings torn at end,03.23.2020,03.26.2020,AB
402,set032-10-23-19-B1.txt,1,B,B-1,32,0,0,0,0,0,0,3600.0,0,P,10.23,10:00am,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,,N,,,29.661821,-82.347211,M,5.64,3.20,8.34,11.50,L,,03.24.2020,03.26.2020,AB
74,set032-10-23-19-B2.txt,2,B,B-2,32,0,0,0.628,0,0,0,3600.0,0,,10.23,10:00am,North Key Largo,Dagny Trellis,C. corindum,N,Y,,,,,N,Y,,25.1755048,-80.36782055,F,8.80,3.51,9.27,12.74,L,wings torn at end,03.20.2020,03.25.2020,AB
235,set032-10-23-19-B3.txt,3,B,B-3,32,0.329,3507.1,990.829,266.8,2450.5,0.974,3600.0,0.524,,10.23,10:00am,North Key Largo,Carysfort Cr,C. corindum,Y,,C,continuous; 60+ min,,,N,Y,,25.25647566,-80.31068981,F,9.09,3.66,9.75,13.43,L,,03.23.2020,03.26.2020,AB
351,set032-10-23-19-B4.txt,4,B,B-4,32,0.377,3561.3,1332.624,0,3561.3,0.989,3600.0,0.483,,10.23,10:00am,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.298660028,-81.36611608,M,6.20,3.12,8.73,11.82,L,,03.24.2020,03.26.2020,AB
319,set033-10-23-19-A1.txt,1,A,A-1,33,0.41,3594.8,1446.975,0,3594.8,0.999,3600.0,0.628,,10.23,1:00pm,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,27.298660028,-81.36611608,F,8.51,3.85,10.32,14.10,L,,03.24.2020,03.26.2020,AB
262,set033-10-23-19-A2.txt,2,A,A-2,33,0.29,2938.0,18.849,214.7,2635.9,0.816,3600.0,0.628,,10.23,1:00pm,North Key Largo,DD,C. corindum,Y,,B,bursts,,,N,,,25.28636983,-80.29077075,M,6.28,3.11,8.59,11.75,L,,03.23.2020,03.26.2020,AB
136,set033-10-23-19-A3.txt,3,A,A-3,33,0.332,1285.3,422.218,0,1285.3,0.357,3600.0,0.698,,10.23,1:00pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,started at 35 min,,N,,,25.491968,-80.48562,M,5.50,3.01,8.61,11.37,L,,03.20.2020,03.25.2020,AB
296,set033-10-23-19-A4.txt,4,A,A-4,33,0.21,1569.1,16.336,0,815.1,0.436,3600.0,0.393,P,10.23,1:00pm,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,,Y,,27.298660028,-81.36611608,F,7.58,3.10,8.07,11.40,L,,03.24.2020,03.26.2020,AB
375,set033-10-23-19-B1.txt,1,B,B-1,33,0,0,0,0,0,0,3600.0,0,P,10.23,1:00pm,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,,N,Y,,28.812980,-81.877895,F,8.27,3.71,10.48,14.35,L,,03.24.2020,03.26.2020,AB
254,set033-10-23-19-B2.txt,2,B,B-2,33,0,0,1.257,0,0,0,3600.0,0,,10.23,1:00pm,North Key Largo,DD,C. corindum,N,,,,,,N,,,25.28636983,-80.29077075,M,6.03,3.08,7.77,10.65,L,wings torn at end,03.23.2020,03.26.2020,AB
376,set033-10-23-19-B4.txt,4,B,B-4,33,0.402,3512.5,1362.154,0,2753.6,0.976,3600.0,0.483,,10.23,1:00pm,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,,N,Y,,28.812980,-81.877895,F,8.13,3.71,9.98,13.78,L,,03.24.2020,03.26.2020,AB
153,set034-10-23-19-A1.txt,1,A,A-1,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,Lake Wales,Polk,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461,F,7.30,3.70,10.42,13.97,L,wings torn at end,03.20.2020,03.25.2020,AB
95,set034-10-23-19-A2.txt,2,A,A-2,34,0.484,2997.0,1424.356,0,2997.0,0.833,3600.0,0.628,,10.23,2:15pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,25.491968,-80.48562,F,8.37,3.80,10.22,14.17,L,,03.20.2020,03.25.2020,AB
213,set034-10-23-19-A3.txt,3,A,A-3,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,North Key Largo,Charlemagne,C. corindum,N,,,,,,N,,,25.1948419,-80.34590136,M,6.46,3.37,8.66,11.77,L,wings torn at end,03.23.2020,03.26.2020,AB
286,set034-10-23-19-A4.txt,4,A,A-4,34,0.261,3570.3,894.699,209.9,3360.4,0.992,3600.0,0.314,P,10.23,2:15pm,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,M,5.73,2.85,7.25,10.10,L,,03.24.2020,03.26.2020,AB
300,set034-10-23-19-B1.txt,1,B,B-1,34,0,0,0,0,0,0,3600.0,0,,10.23,2:15pm,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608,M,5.92,3.21,8.33,11.33,L,wings torn at end,03.24.2020,03.26.2020,AB
280,set034-10-23-19-B2.txt,2,B,B-2,34,0,0,0.628,0,0,0,3600.0,0,,10.23,2:15pm,North Key Largo,DD,C. corindum,N,,,,,,N,,,25.28636983,-80.29077075,M,6.49,3.29,8.87,12.41,L,,03.24.2020,03.26.2020,AB
50,set034-10-23-19-B3.txt,3,B,B-3,34,0.29,1118.8,21.362,0,392.4,0.311,3600.0,0.524,,10.23,2:15pm,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,,N,,,25.12846,-80.40809,M,6.25,3.37,8.67,11.84,L,,03.19.2020,03.25.2020,AB
279,set034-10-23-19-B4.txt,4,B,B-4,34,0.359,3595.1,1270.423,0,3595.1,0.999,3600.0,0.483,,10.23,2:15pm,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,M,6.17,3.24,8.40,11.61,L,,03.23.2020,03.26.2020,AB
58,set035-10-23-19-B1.txt,1,B,B-1,35,0,0,0,0,0,0,3600.0,0,,10.23,3:25pm,Key Largo,JP Grove,C. corindum,,Y,,,,,N,,,25.12846,-80.40809,F,9.66,3.89,9.95,13.57,L,wings torn at end,03.19.2020,03.25.2020,AB
91,set035-10-23-19-B2.txt,2,B,B-2,35,0.28,3595.5,989.572,0,3595.5,0.999,3600.0,0.419,P,10.23,3:25pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,Y,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,M,5.93,3.21,8.53,11.82,L,,03.20.2020,03.25.2020,AB
276,set035-10-23-19-B3.txt,3,B,B-3,35,0.445,3574.6,1580.803,0,3574.6,0.993,3600.0,0.571,,10.23,3:25pm,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,M,6.44,3.29,8.69,11.64,L,wings torn at end,03.23.2020,03.26.2020,AB
118,set035-10-23-19-B4.txt,4,B,B-4,35,0.346,407.3,3.141,0,403.6,0.113,3600.0,0.483,,10.23,3:25pm,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,trial ended at 30 min because paint fell off,,N,,,25.491968,-80.48562,M,5.74,3.15,8.74,11.78,L,,03.20.2020,03.25.2020,AB
159,set036-10-24-19-B1.txt,1,B,B-1,36,0,0,0,0,0,0,3600.0,0,,10.24,9:00am,Lake Wales,Polk,K. elegans,N,,,,,,N,,,27.903346,-81.589461,M,5.51,3.18,8.44,11.46,L,,03.20.2020,03.25.2020,AB
