ID,filename,channel_num,channel_letter,chamber,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,box,test_date,time_start,population,site,host_plant,flew,died,flight_type,flight_details,NOTES,mass,short-wing,eggs,time_end,latitude,longitude,sex,beak,thorax,wing,body,w_morph,notes,date_measured,date_entered,recorder
67,set036-10-24-19-B2.txt,2,B,B-2,36,0.432,1241.0,20.734,0,807.5,0.345,3600.0,1.257,P,10.24,9:00am,North Key Largo,Dagny Trellis,C. corindum,Y,,B,bursts,,,N,,,25.1755048,-80.36782055,M,6.23,2.94,7.76,10.94,L,,03.20.2020,03.25.2020,AB
321,set036-10-24-19-B3.txt,3,B,B-3,36,0,0,0,0,0,0,3600.0,0,,10.24,9:00am,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608,M,5.69,3.33,9.49,12.73,L,,03.24.2020,03.26.2020,AB
183,set036-10-24-19-B4.txt,4,B,B-4,36,0.276,3223.2,855.116,72.8,3046.7,0.895,3600.0,0.483,P,10.24,9:00am,North Key Largo,N. Dagny,C. corindum,Y,,C,continuous; 60+ min,,,N,,,25.18229498,-80.36369887,M,6.56,3.06,8.04,10.92,L,,03.20.2020,03.25.2020,AB
49,set037-10-24-19-A1.txt,1,A,A-1,37,0.424,3597.4,1454.515,0,3597.4,0.999,3600.0,0.698,,10.24,10:10am,Key Largo,JP Grove,C. corindum,Y,Y,C,continuous; 60+ min,,,N,,,25.12846,-80.40809,M,6.58,3.33,9.56,12.32,L,,03.19.2020,03.25.2020,AB
323,set037-10-24-19-A2.txt,2,A,A-2,37,0.318,1369.1,332.999,234.8,825.4,0.38,3600.0,0.449,,10.24,10:10am,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,27.298660028,-81.36611608,M,5.74,2.99,8.38,11.33,L,,03.24.2020,03.26.2020,AB
107,set037-10-24-19-A3.txt,3,A,A-3,37,0,0,0,0,0,0,3600.0,0,,10.24,10:10am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,N,Y,,25.491968,-80.48562,F,8.33,3.74,9.30,12.73,L,,03.20.2020,03.25.2020,AB
320,set037-10-24-19-A4.txt,4,A,A-4,37,0,0,0,0,0,0,3600.0,0,,10.24,10:10am,Lake Placid,Barber shop,K. elegans,N,,,,,,N,Y,,27.298660028,-81.36611608,F,7.72,3.54,9.30,12.79,L,,03.24.2020,03.26.2020,AB
380,set037-10-24-19-B1.txt,1,B,B-1,37,0.268,2999.3,746.42,0,2986.3,0.833,3600.0,0.419,,10.24,10:10am,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,28.812980,-81.877895,F,8.15,3.47,9.36,13.06,L,,03.24.2020,03.26.2020,AB
208,set037-10-24-19-B2.txt,2,B,B-2,37,0.513,48.3,17.592,0,32.8,0.013,3600.0,1.257,,10.24,10:10am,North Key Largo,Charlemagne,C. corindum,N,,,,,,N,Y,,25.1948419,-80.34590136,F,8.86,3.75,9.60,13.42,L,,03.23.2020,03.26.2020,AB
404,set037-10-24-19-B3.txt,3,B,B-3,37,0.377,2412.0,423.474,0,1274.8,0.67,3600.0,0.524,P,10.24,10:10am,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,29.661821,-82.347211,F,7.86,3.59,9.82,13.37,L,,03.24.2020,03.26.2020,AB
116,set037-10-24-19-B4.txt,4,B,B-4,37,0.299,3541.8,1019.103,0,3541.8,0.984,3600.0,0.483,,10.24,10:10am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,25.491968,-80.48562,M,6.08,3.05,8.29,11.20,L,,03.20.2020,03.25.2020,AB
318,set038-10-24-19-B1.txt,1,B,B-1,38,0.251,0,3.141,0,0,0,7200.0,0,,10.24,11:20am,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,,N,,,27.298660028,-81.36611608,M,5.41,2.90,8.04,10.86,L,,03.24.2020,03.26.2020,AB
149,set038-10-24-19-B2.txt,2,B,B-2,38,0.352,2790.2,35.813,0,1203.0,0.388,7200.0,0.483,,10.24,11:20am,Lake Wales,Polk,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461,F,8.18,3.73,10.05,13.89,L,wings torn at end,03.20.2020,03.25.2020,AB
253,set038-10-24-19-B3.txt,3,B,B-3,38,0.571,0,1.885,0,0,0,7200.0,0,,10.24,11:20am,North Key Largo,DD,C. corindum,N,,,,,,N,Y,,25.28636983,-80.29077075,F,8.50,3.75,9.46,12.32,L,,03.23.2020,03.26.2020,AB
134,set038-10-24-19-B4.txt,4,B,B-4,38,0.348,2560.1,742.651,0,2187.5,0.356,7200.0,0.449,,10.24,11:20am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,CB,continuous to bursts,,,N,,,25.491968,-80.48562,M,5.27,3.16,8.45,11.21,L,,03.20.2020,03.25.2020,AB
203,set039-10-24-19-A1.txt,1,A,A-1,39,0,0,0.628,0,0,0,3600.0,0,,10.24,12:35pm,North Key Largo,Charlemagne,C. corindum,N,,,,,,N,Y,,25.1948419,-80.34590136,F,7.79,3.45,9.24,12.54,L,,03.23.2020,03.26.2020,AB
198,set039-10-24-19-A2.txt,2,A,A-2,39,0.134,0,3.141,0,0,0,3600.0,0,,10.24,12:35pm,North Key Largo,Charlemagne,C. corindum,N,,,,,,N,Y,,25.1948419,-80.34590136,F,7.51,3.00,8.21,11.68,L,,03.23.2020,03.26.2020,AB
123,set039-10-24-19-A3.txt,3,A,A-3,39,0.217,23.4,6.911,0,20.7,0.007,3600.0,0.286,,10.24,12:35pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,,N,,,25.491968,-80.48562,M,6.12,3.26,9.14,12.22,L,,03.20.2020,03.25.2020,AB
282,set039-10-24-19-A4.txt,4,A,A-4,39,0,0,0,0,0,0,3600.0,0,,10.24,12:35pm,North Key Largo,DD,C. corindum,N,Y,,,,,N,,,25.28636983,-80.29077075,M,6.84,3.32,8.23,11.38,L,wings torn at end,03.24.2020,03.26.2020,AB
66,set039-10-24-19-B1.txt,1,B,B-1,39,0,0,0,0,0,0,3600.0,0,P,10.24,12:35pm,North Key Largo,Dagny Trellis,C. corindum,N,Y,,,,,N,Y,,25.1755048,-80.36782055,F,8.10,3.42,8.88,12.66,L,,03.20.2020,03.25.2020,AB
343,set039-10-24-19-B2.txt,2,B,B-2,39,0,0,0,0,0,0,3600.0,0,,10.24,12:35pm,Lake Placid,Barber shop,K. elegans,N,,,,,,N,,,27.298660028,-81.36611608,M,5.70,2.71,7.56,10.58,L,,03.24.2020,03.26.2020,AB
68,set039-10-24-19-B3.txt,3,B,B-3,39,0.228,2051.4,187.862,0,792.9,0.57,3600.0,0.483,P,10.24,12:35pm,North Key Largo,Dagny Trellis,C. corindum,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,25.1755048,-80.36782055,F,8.26,3.77,10.11,13.74,L,,03.20.2020,03.25.2020,AB
69,set039-10-24-19-B4.txt,4,B,B-4,39,0.393,0,1.885,0,0,0,3600.0,0.262,P,10.24,12:35pm,North Key Largo,Dagny Trellis,C. corindum,N,,,,,,N,Y,,25.1755048,-80.36782055,F,8.74,3.43,8.99,12.55,L,,03.20.2020,03.25.2020,AB
262,set004-10-15-19-A1.txt,1,A,A-1,4,0.319,1326.7,16.336,70.6,1205.5,0.737,1800.0,0.785,C,10.15,1:30,North Key Largo,DD,C. corindum,Y,,B,,,,,,,25.28636983,-80.29077075,M,6.28,3.11,8.59,11.75,L,,03.23.2020,03.26.2020,AB
105,set004-10-15-19-A2.txt,2,A,A-2,4,0,0,0,0,0,0,1800.0,0,A,10:15,1:30,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,,,Y,,25.491968,-80.48562,F,8.02,3.69,9.86,13.57,L,,03.20.2020,03.25.2020,AB
237,set004-10-15-19-A3.txt,3,A,A-3,4,0,0,0,0,0,0,1800.0,0,Petri2,10:15,1:30,North Key Largo,Carysfort Cr,C. corindum,N,,,,,,,,,25.25647566,-80.31068981,F,7.79,3.37,8.52,12.15,L,,03.23.2020,03.26.2020,AB
328,set004-10-15-19-A4.txt,4,A,A-4,4,0.175,1192.6,28.902,64.8,936.5,0.663,1800.0,0.286,C,10:15,1:30,Lake Placid,Barber shop,K. elegans,Y,,B,,,,,Y,,27.298660028,-81.36611608,F,7.86,3.28,8.98,12.41,L,,03.24.2020,03.26.2020,AB
81,set040-10-24-19-A1.txt,1,A,A-1,40,0.11,0,1.885,0,0,0,3600.0,0.119,,10.24,1:40pm,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,0.042,N,,,25.173694,-80.371532,M,6.60,2.89,7.98,11.27,L,,03.20.2020,03.25.2020,AB
263,set040-10-24-19-A2.txt,2,A,A-2,40,0.273,0,1.885,0,0,0,3600.0,0,,10.24,1:40pm,North Key Largo,DD,C. corindum,N,,,,,0.093,N,Y,,25.28636983,-80.29077075,F,6.56,3.19,8.32,11.34,L,,03.23.2020,03.26.2020,AB
229,set040-10-24-19-A3.txt,3,A,A-3,40,0.335,1662.0,4.398,0,1238.4,0.462,3600.0,0.393,,10.24,1:40pm,North Key Largo,Carysfort Cr,C. corindum,N,,,,,0.061,N,Y,,25.25647566,-80.31068981,F,7.66,3.16,8.36,11.67,L,,03.23.2020,03.26.2020,AB
92,set040-10-24-19-A4.txt,4,A,A-4,40,0,0,0,0,0,0,3600.0,0,,10.24,1:40pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,0.046,N,,,25.491968,-80.48562,M,5.92,3.19,8.71,11.52,L,,03.20.2020,03.25.2020,AB
48,set041-10-25-19-A1.txt,1,A,A-1,41,0,0,0,0,0,0,3600.0,0,,10.25,9:25am,Key Largo,JP Grove,C. corindum,N,,,,,0.102,N,Y,,25.12846,-80.40809,F,8.56,3.55,9.12,12.58,L,,03.19.2020,03.25.2020,AB
330,set041-10-25-19-A2.txt,2,A,A-2,41,0.526,3598.0,1885.528,0,3598.0,0.999,3600.0,0.628,,10.25,9:25am,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,0.043,N,,,27.298660028,-81.36611608,M,5.81,3.18,8.57,11.66,L,wings torn at end,03.24.2020,03.26.2020,AB
129,set041-10-25-19-A3.txt,3,A,A-3,41,0.302,1493.1,95.502,0,433.5,0.415,3600.0,0.449,,10.25,9:25am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,0.051,N,,,25.491968,-80.48562,M,5.58,3.11,8.49,11.18,L,wings torn at end,03.20.2020,03.25.2020,AB
99,set041-10-25-19-A4.txt,4,A,A-4,41,0.313,2704.8,10.053,0,2692.7,0.751,3600.0,0.393,P,10.25,9:25am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,0.043,N,,,25.491968,-80.48562,M,5.95,3.03,8.89,11.69,L,,03.20.2020,03.25.2020,AB
223,set041-10-25-19-B1.txt,1,B,B-1,41,0.202,7.5,1.885,0,7.5,0.002,3600.0,0.262,,10.25,9:25am,North Key Largo,Carysfort Cr,C. corindum,N,,,,,0.07,N,,,25.25647566,-80.31068981,F,8.57,3.59,8.91,12.73,L,,03.23.2020,03.26.2020,AB
410,set041-10-25-19-B2.txt,2,B,B-2,41,0,0,0,0,0,0,3600.0,0,,10.25,9:25am,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,0.071,N,Y,,29.661821,-82.347211,F,7.96,3.51,9.45,13.02,L,wings torn at end,03.24.2020,03.26.2020,AB
416,set041-10-25-19-B3.txt,3,B,B-3,41,0.483,3535.4,1639.863,0,3166.9,0.982,3600.0,0.698,,10.25,9:25am,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous; 60+ min,,0.064,N,Y,,29.661821,-82.347211,F,7.86,3.63,9.89,13.68,L,wings torn at end,03.24.2020,03.26.2020,AB
114,set041-10-25-19-B4.txt,4,B,B-4,41,0,0,0,0,0,0,3600.0,0,,10.25,9:25am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.045,N,,,25.491968,-80.48562,M,6.00,3.23,9.32,12.26,L,,03.20.2020,03.25.2020,AB
255,set042-10-25-19-A1.txt,1,A,A-1,42,0,0,0,0,0,0,3599.1,0,,10.25,10:40am,North Key Largo,DD,C. corindum,N,,,,,0.029,N,,,25.28636983,-80.29077075,M,6.23,3.10,8.29,11.01,L,,03.23.2020,03.26.2020,AB
391,set042-10-25-19-A2.txt,2,A,A-2,42,0,0,0.628,0,0,0,3599.1,0,P,10.25,10:40am,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,0.029,N,,,28.812980,-81.877895,M,5.67,2.94,7.15,10.36,L,,03.24.2020,03.26.2020,AB
342,set042-10-25-19-A3.txt,3,A,A-3,42,0,0,0,0,0,0,3599.1,0,,10.25,10:40am,Lake Placid,Barber shop,K. elegans,N,,,,,0.05,N,,,27.298660028,-81.36611608,F,7.97,3.47,9.65,13.23,L,,03.24.2020,03.26.2020,AB
84,set042-10-25-19-A4.txt,4,A,A-4,42,0.312,4.7,1.885,0,4.7,0.001,3599.1,0.37,,10.25,10:40am,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,0.043,N,,,25.173694,-80.371532,M,6.62,2.99,8.62,11.57,L,,03.20.2020,03.25.2020,AB
295,set043-10-25-19-B1.txt,1,B,B-1,43,0.206,3484.7,686.732,299.7,3141.4,0.968,3600.0,0.331,P,10.25,12:40pm,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,0.05,N,,,27.298660028,-81.36611608,M,5.30,3.16,8.59,11.62,L,,03.24.2020,03.26.2020,AB
126,set043-10-25-19-B2.txt,2,B,B-2,43,0.355,3474.0,1198.796,0,3445.8,0.965,3600.0,0.524,,10.25,12:40pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,0.049,N,,,25.491968,-80.48562,M,5.88,3.39,9.00,12.18,L,,03.20.2020,03.25.2020,AB
397,set043-10-25-19-B3.txt,3,B,B-3,43,0,0,0,0,0,0,3600.0,0,,10.25,12:40pm,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,0.129,N,Y,,29.661821,-82.347211,F,7.81,3.58,9.57,13.13,L,,03.24.2020,03.26.2020,AB
120,set043-10-25-19-B4.txt,4,B,B-4,43,0.294,1274.2,208.596,62.6,517.0,0.354,3600.0,1.047,,10.25,12:40pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,0.043,N,,,25.491968,-80.48562,M,5.70,3.23,8.54,11.59,L,,03.20.2020,03.25.2020,AB
30,set044-10-25-19-A1.txt,1,A,A-1,44,0,0,0,0,0,0,3600.0,0,,10.25,1:50pm,Plantation Key,Founder's #1,C. corindum,N,,,,,0.067,N,Y,,24.96448253,-80.56738908,F,8.10,3.32,8.38,11.68,L,,03.19.2020,03.25.2020,AB
139,set044-10-25-19-A2.txt,2,A,A-2,44,0,0,0.628,0,0,0,3600.0,0,P,10.25,1:50pm,Lake Wales,Polk,K. elegans,N,,,,,0.118,N,Y,,27.903346,-81.589461,F,6.97,3.45,9.61,12.86,L,,03.20.2020,03.25.2020,AB
237,set044-10-25-19-A3.txt,3,A,A-3,44,0,0,0,0,0,0,3600.0,0,,10.25,1:50pm,North Key Largo,Carysfort Cr,C. corindum,N,,,,,0.04,N,,,25.25647566,-80.31068981,F,7.79,3.37,8.52,12.15,L,,03.23.2020,03.26.2020,AB
113,set044-10-25-19-A4.txt,4,A,A-4,44,0.339,3544.4,1191.885,0,3544.4,0.985,3600.0,0.449,,10.25,1:50pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,0.035,N,,,25.491968,-80.48562,M,5.88,3.15,8.60,11.69,L,,03.20.2020,03.25.2020,AB
384,set044-10-25-19-B1.txt,1,B,B-1,44,0,0,0.628,0,0,0,3600.0,0,,10.25,1:50pm,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,0.035,N,,,28.812980,-81.877895,M,5.22,2.80,7.42,10.60,L,,03.24.2020,03.26.2020,AB
54,set044-10-25-19-B2.txt,2,B,B-2,44,0.189,20.3,3.77,0,20.3,0.006,3600.0,0.393,,10.25,1:50pm,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,0.017,N,,,25.12846,-80.40809,M,3.60,2.37,7.13,9.19,L,,03.19.2020,03.25.2020,AB
259,set044-10-25-19-B3.txt,3,B,B-3,44,0,0,0,0,0,0,3600.0,0,,10.25,1:50pm,North Key Largo,DD,C. corindum,N,,,,,0.035,N,,,25.28636983,-80.29077075,M,6.16,3.10,8.34,11.57,L,,03.23.2020,03.26.2020,AB
135,set044-10-25-19-B4.txt,4,B,B-4,44,0,0,0,0,0,0,3600.0,0,,10.25,1:50pm,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.083,N,Y,,25.491968,-80.48562,F,7.61,3.46,9.41,12.90,L,,03.20.2020,03.25.2020,AB
275,set046-10-28-19-A1.txt,1,A,A-1,46,0,0,0,0,0,0,3600.0,0,,10.28,9:10am,North Key Largo,DD,C. corindum,N,,,,,0.086,N,Y,,25.28636983,-80.29077075,F,9.35,3.78,10.19,14.01,L,,03.23.2020,03.26.2020,AB
204,set046-10-28-19-A2.txt,2,A,A-2,46,0,0,0,0,0,0,3600.0,0,,10.28,9:10am,North Key Largo,Charlemagne,C. corindum,N,,,,,0.035,N,,,25.1948419,-80.34590136,M,6.21,2.94,6.89,9.95,L,wings torn at end,03.23.2020,03.26.2020,AB
101,set046-10-28-19-A3.txt,3,A,A-3,46,0.243,3596.1,839.409,0,3596.1,0.999,3600.0,0.393,,10.28,9:10am,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,0.045,N,,,25.491968,-80.48562,M,5.84,3.15,8.74,11.55,L,,03.20.2020,03.25.2020,AB
258,set046-10-28-19-A4.txt,4,A,A-4,46,0,0,0,0,0,0,3600.0,0,P,10.28,9:10am,North Key Largo,DD,C. corindum,N,,,,,0.048,N,,,25.28636983,-80.29077075,M,6.60,3.23,8.34,11.71,L,,03.23.2020,03.26.2020,AB
105,set046-10-28-19-B1.txt,1,B,B-1,46,0,0,0,0,0,0,3599.3,0,,10.28,9:10am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.102,N,Y,,25.491968,-80.48562,F,8.02,3.69,9.86,13.57,L,,03.20.2020,03.25.2020,AB
306,set046-10-28-19-B2.txt,2,B,B-2,46,0,0,0,0,0,0,3599.3,0,,10.28,9:10am,Lake Placid,Barber shop,K. elegans,N,,,,,0.098,N,Y,,27.298660028,-81.36611608,F,8.79,3.96,10.25,14.29,L,,03.24.2020,03.26.2020,AB
234,set046-10-28-19-B3.txt,3,B,B-3,46,0,0,0,0,0,0,3599.3,0,,10.28,9:10am,North Key Largo,Carysfort Cr,C. corindum,N,,,,,0.121,N,Y,,25.25647566,-80.31068981,F,8.64,3.99,9.71,13.56,L,,03.23.2020,03.26.2020,AB
308,set046-10-28-19-B4.txt,4,B,B-4,46,0.222,953.0,47.123,64.7,300.0,0.265,3599.3,0.571,,10.28,9:10am,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,0.044,N,,,27.298660028,-81.36611608,M,5.83,3.22,8.29,11.55,L,,03.24.2020,03.26.2020,AB
261,set047-10-28-19-A1.txt,1,A,A-1,47,0.438,3598.3,1552.529,0,3598.3,1.0,3600.0,0.571,,10.28,10:20am,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,0.046,N,,,25.28636983,-80.29077075,M,5.81,3.18,7.82,10.83,L,wings torn at end,03.23.2020,03.26.2020,AB
154,set047-10-28-19-A2.txt,2,A,A-2,47,0,0,0.628,0,0,0,3600.0,0,,10.28,10:20am,Lake Wales,Polk,K. elegans,N,,,,,0.067,N,Y,,27.903346,-81.589461,F,7.72,3.54,10.05,13.24,L,,03.20.2020,03.25.2020,AB
15,set047-10-28-19-A3.txt,3,A,A-3,47,0,0,0,0,0,0,3600.0,0,,10.28,10:20am,Plantation Key,Founder's #1,C. corindum,N,,,,,0.043,N,,,24.96448253,-80.56738908,M,6.01,2.97,7.62,10.51,L,,03.19.2020,03.25.2020,AB
399,set047-10-28-19-A4.txt,4,A,A-4,47,0,0,0,0,0,0,3600.0,0,,10.28,10:20am,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,0.046,N,,,29.661821,-82.347211,M,6.54,3.36,8.93,12.33,L,,03.24.2020,03.26.2020,AB
315,set047-10-28-19-B1.txt,1,B,B-1,47,0,0,0,0,0,0,3599.6,0,,10.28,10:20am,Lake Placid,Barber shop,K. elegans,N,,,,,0.078,N,Y,,27.298660028,-81.36611608,F,7.35,3.29,8.79,12.27,L,,03.24.2020,03.26.2020,AB
337,set047-10-28-19-B2.txt,2,B,B-2,47,0,0,0,0,0,0,3599.6,0,,10.28,10:20am,Lake Placid,Barber shop,K. elegans,N,,,,,0.051,N,,,27.298660028,-81.36611608,M,5.92,3.34,8.90,11.94,L,,03.24.2020,03.26.2020,AB
102,set047-10-28-19-B3.txt,3,B,B-3,47,0,0,0,0,0,0,3599.6,0,,10.28,10:20am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.138,N,Y,,25.491968,-80.48562,F,8.54,3.59,9.63,13.36,L,,03.20.2020,03.25.2020,AB
288,set047-10-28-19-B4.txt,4,B,B-4,47,0.246,3594.7,862.028,0,3594.7,0.999,3599.6,0.37,P,10.28,10:20am,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,0.043,N,,,25.28636983,-80.29077075,M,5.94,3.07,7.99,10.94,L,,03.24.2020,03.26.2020,AB
128,set048-10-28-19-B1.txt,1,B,B-1,48,0,0,0.628,0,0,0,3600.0,0,,10.28,11:30am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.042,N,,,25.491968,-80.48562,M,5.88,2.89,7.94,10.62,L,wings torn at end,03.20.2020,03.25.2020,AB
73,set048-10-28-19-B2.txt,2,B,B-2,48,0,0,0.628,0,0,0,3600.0,0,,10.28,11:30am,North Key Largo,Dagny Trellis,C. corindum,N ,,,,,0.045,N,,,25.1755048,-80.36782055,M,5.92,3.07,8.41,11.38,L,,03.20.2020,03.25.2020,AB
119,set048-10-28-19-B3.txt,3,B,B-3,48,0,0,0,0,0,0,3600.0,0,,10.28,11:30am,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.039,N,,,25.491968,-80.48562,M,5.57,3.04,8.33,11.11,L,,03.20.2020,03.25.2020,AB
312,set048-10-28-19-B4.txt,4,B,B-4,48,0.259,1190.1,18.849,0,1160.5,0.331,3600.0,0.37,,10.28,11:30am,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,0.05,N,,,27.298660028,-81.36611608,M,5.58,3.23,8.46,11.53,L,wings torn at end,03.24.2020,03.26.2020,AB
278,set049-10-28-19-A1.txt,1,A,A-1,49,0,0,0,0,0,0,3600.0,0,,10.28,2:20pm,North Key Largo,DD,C. corindum,N,,,,,0.037,N,,,25.28636983,-80.29077075,M,5.69,2.88,7.83,10.83,L,,03.23.2020,03.26.2020,AB
264,set049-10-28-19-A2.txt,2,A,A-2,49,0,0,0,0,0,0,3600.0,0,,10.28,2:20pm,North Key Largo,DD,C. corindum,N,,,,,0.044,N,,,25.28636983,-80.29077075,M,5.95,3.05,8.21,11.33,L,,03.23.2020,03.26.2020,AB
124,set049-10-28-19-A3.txt,3,A,A-3,49,0.327,517.0,4.398,0,515.2,0.144,3600.0,0.349,,10.28,2:20pm,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,0.049,N,,,25.491968,-80.48562,M,6.06,3.29,8.80,12.10,L,,03.20.2020,03.25.2020,AB
349,set049-10-28-19-A4.txt,4,A,A-4,49,0.249,141.6,35.813,0,39.1,0.039,3600.0,0.628,,10.28,2:20pm,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,0.042,N,,,27.298660028,-81.36611608,M,6.15,3.27,8.47,11.54,L,,03.24.2020,03.26.2020,AB
313,set049-10-28-19-B1.txt,1,B,B-1,49,0.219,2474.5,506.41,0,2461.0,0.687,3600.0,0.698,,10.28,2:20pm,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,0.081,N,Y,,27.298660028,-81.36611608,F,7.64,3.51,9.40,12.83,L,,03.24.2020,03.26.2020,AB
408,set049-10-28-19-B2.txt,2,B,B-2,49,0,0,0,0,0,0,3600.0,0,,10.28,2:20pm,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,0.045,N,,,29.661821,-82.347211,M,6.16,3.30,8.42,11.70,L,wings torn at end,03.24.2020,03.26.2020,AB
249,set049-10-28-19-B3.txt,3,B,B-3,49,0,0,0,0,0,0,3600.0,0,,10.28,2:20pm,North Key Largo,DD -inter,C. corindum,N,,,,,0.053,N,Y,,25.252842,-80.311826,F,8.22,3.50,8.73,12.27,L,,03.23.2020,03.26.2020,AB
132,set049-10-28-19-B4.txt,4,B,B-4,49,0,0,0.628,0,0,0,3600.0,0,,10.28,2:20pm,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,0.049,N,,,25.491968,-80.48562,M,5.75,3.32,9.04,11.98,L,,03.20.2020,03.25.2020,AB
99,set005-10-16-19-A1.txt,1,A,A-1,5,0.417,548.8,219.905,0,548.8,0.305,1800.0,0.524,Petri1,10.16,10:20,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562,M,5.95,3.03,8.89,11.69,L,,03.20.2020,03.25.2020,AB
346,set005-10-16-19-A2.txt,2,A,A-2,5,0.168,1525.0,6.911,0,1498.6,0.847,1800.0,0.251,D,10.16,10:20,Lake Placid,Barber shop,K. elegans,Y,,B,,,,,,,27.298660028,-81.36611608,M,5.45,2.74,7.52,10.31,L,,03.24.2020,03.26.2020,AB
201,set005-10-16-19-A3.txt,3,A,A-3,5,0.393,0,3.141,0,0,0,1800.0,0.628,E,10.16,10:20,North Key Largo,Charlemagne,C. corindum,N,,,,,,,,,25.1948419,-80.34590136,M,5.53,2.75,5.90,8.85,SL,,03.23.2020,03.26.2020,AB
238,set005-10-16-19-A4.txt,4,A,A-4,5,0.126,577.6,4.398,0,571.6,0.321,1800.0,0.15,Petri2,10.16,10:20,North Key Largo,Carysfort Cr,C. corindum,N,,,,,,,Y,,25.25647566,-80.31068981,F,8.26,3.48,9.41,13.56,L,wings torn at end,03.23.2020,03.26.2020,AB
296,set005-10-16-19-B1.txt,1,B,B-1,5,0.186,1645.5,4.398,0,1640.8,0.914,1800.0,0.19,Petri2,10.16,10:20,Lake Placid,Barber shop,K. elegans,Y,,B,,,,,Y,,27.298660028,-81.36611608,F,7.58,3.10,8.07,11.40,L,,03.24.2020,03.26.2020,AB
255,set005-10-16-19-B2.txt,2,B,B-2,5,0,0,0.628,0,0,0,1800.0,0,E,10.16,10:20,North Key Largo,DD,C. corindum,N,,,,,,,,,25.28636983,-80.29077075,M,6.23,3.10,8.29,11.01,L,,03.23.2020,03.26.2020,AB
110,set005-10-16-19-B3.txt,3,B,B-3,5,0,0,0,0,0,0,1800.0,0,A,10.16,10:20,Homestead,SW 296th St & 182nd Ave,K. elegans,N,Y,,,,,,,,25.491968,-80.48562,F,6.29,2.62,4.78,8.52,S,,03.20.2020,03.25.2020,AB
