ID,pophost,population,sex,beak,thorax,wing,body,month,year,months_since_month_zero,season,w_morph,lat,long,diapause,field_date_collected,notes,date_measured,date_entered,recorder
202,C. corindum,Plantation Key,M,5.59,3.13,8.35,11.45,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
203,C. corindum,Plantation Key,M,5.82,3.34,8.52,11.93,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
204,C. corindum,Plantation Key,M,5.79,2.7,7.65,10.51,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,thorax torn on one side,04.03.2020,04.03.2020,AB
205,C. corindum,Plantation Key,M,5.81,2.96,8.47,11.75,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,wings torn at the end,04.03.2020,04.03.2020,AB
206,C. corindum,Plantation Key,M,5.51,2.82,7.41,10.82,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
208,C. corindum,Plantation Key,M,5.77,2.86,8,11.06,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
209,C. corindum,Plantation Key,M,5.99,2.96,7.84,10.83,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
210,C. corindum,Plantation Key,F,9.02,3.45,9.36,13.06,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.03.2020,04.03.2020,AB
211,C. corindum,Key Largo,F,7.7,3.36,9.15,12.65,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
212,C. corindum,Key Largo,M,6.11,3.01,8.43,11.32,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
213,C. corindum,Key Largo,M,5.99,3.16,8.02,11.12,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end,04.06.2020,04.09.2020,AB
214,C. corindum,Key Largo,F,7.98,3.57,8.95,12.72,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
215,C. corindum,Key Largo,M,6.16,3.09,8.38,11.5,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
216,C. corindum,Key Largo,M,6.54,2.99,8.03,11.33,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
217,C. corindum,Key Largo,F,8.1,3.79,9.83,13.54,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
218,C. corindum,Key Largo,M,5.94,3.04,8.7,11.56,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
219,C. corindum,Key Largo,F,7.62,3.14,8.16,11.49,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
221,C. corindum,North Key Largo,F,7.4,3.34,8.49,12.06,February,2020,81,winter,LS,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.06.2020,04.09.2020,AB
222,C. corindum,North Key Largo,F,7.61,3.82,9.8,13.86,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.06.2020,04.09.2020,AB
223,C. corindum,North Key Largo,M,5.72,3.06,7.8,10.72,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.06.2020,04.09.2020,AB
224,C. corindum,North Key Largo,M,6.85,3.08,8.92,11.99,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.06.2020,04.09.2020,AB
225,C. corindum,North Key Largo,M,5.34,2.93,7.63,10.63,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.06.2020,04.09.2020,AB
226,C. corindum,North Key Largo,F,6.6,2.78,7.29,10.45,February,2020,81,winter,LS,25.19515,-80.345916,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
227,C. corindum,North Key Largo,F,7.9,3.33,8.5,12.37,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
228,C. corindum,North Key Largo,M,6.39,3.18,8.41,11.86,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
229,C. corindum,North Key Largo,F,8.17,3.48,9.37,13.09,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
230,C. corindum,North Key Largo,M,5.78,2.94,7.97,11.14,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
231,C. corindum,North Key Largo,M,5.94,2.89,7.83,11,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
232,C. corindum,North Key Largo,M,6.4,3.08,8.37,11.69,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
233,C. corindum,North Key Largo,F,6.39,2.88,7.56,10.7,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
234,C. corindum,North Key Largo,F,7.35,3.74,9.77,13.2,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
235,C. corindum,North Key Largo,M,5.58,3.11,8.65,11.52,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
236,C. corindum,North Key Largo,M,6.17,2.61,8.01,10.53,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,thorax torn on one side,04.06.2020,04.09.2020,AB
237,C. corindum,North Key Largo,F,8.51,3.67,9.15,12.95,February,2020,81,winter,l,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
238,C. corindum,North Key Largo,M,5.55,2.77,6.58,9.52,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,wings torn at the end,04.06.2020,04.09.2020,AB
239,C. corindum,North Key Largo,M,5.42,2.82,7.6,10.59,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
240,C. corindum,North Key Largo,M,6.16,3.2,8.37,11.71,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
242,C. corindum,North Key Largo,M,6.15,3.04,8.24,11.48,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
244,C. corindum,North Key Largo,F,7.99,3.5,8.71,12.31,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
245,C. corindum,North Key Largo,M,6.38,2.99,7.66,10.66,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.06.2020,04.09.2020,AB
247,C. corindum,North Key Largo,M,5.77,2.91,7.4,10.49,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
248,C. corindum,North Key Largo,M,6.35,3.17,8.53,11.52,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
249,C. corindum,North Key Largo,M,5.95,3.11,8.26,11.56,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
250,C. corindum,North Key Largo,M,5.79,3.06,8.16,11.14,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.06.2020,04.09.2020,AB
252,K.elegans,Homestead,M,5.81,2.8,7.91,10.81,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.06.2020,04.09.2020,AB
253,K.elegans,Homestead,F,7.68,3.76,10.4,14.34,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.06.2020,04.09.2020,AB
254,K.elegans,Homestead,F,6.21,3.04,8.11,11.33,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.06.2020,04.09.2020,AB
256,K.elegans,Homestead,M,5.19,2.61,6.48,9.3,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.06.2020,04.09.2020,AB
257,K.elegans,Homestead,M,5.42,2.78,7.72,10.74,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.06.2020,04.09.2020,AB
258,K.elegans,Homestead,M,5.49,2.65,7.22,10.07,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.08.2020,04.09.2020,AB
259,K.elegans,Homestead,M,5.19,2.68,7.12,9.99,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.08.2020,04.09.2020,AB
260,K.elegans,Homestead,M,4.98,2.49,6.24,8.84,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,,04.08.2020,04.09.2020,AB
261,K.elegans,Lake Placid,M,5.41,3.01,8.68,11.48,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
262,K.elegans,Lake Placid,M,5.41,2.99,8.3,11.21,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
263,K.elegans,Lake Placid,F,8.01,3.46,9.39,12.63,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
264,K.elegans,Lake Placid,M,5.18,2.87,7.29,10.06,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
265,K.elegans,Lake Placid,F,6.44,3.36,8.43,11.86,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
266,K.elegans,Lake Placid,M,5.17,2.76,7.84,10.65,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
267,K.elegans,Lake Placid,M,5.56,3.1,8.99,12.33,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
268,K.elegans,Lake Placid,M,5.58,2.84,7.8,10.96,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
269,K.elegans,Lake Placid,F,6.98,3.71,9.85,13.5,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.08.2020,04.09.2020,AB
270,K.elegans,Lake Placid,M,5.43,2.88,7.66,10.56,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.09.2020,04.09.2020,AB
271,K.elegans,Lake Wales,F,7.59,3.31,9.21,12.82,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,,04.09.2020,04.09.2020,AB
274,K.elegans,Lake Wales,M,5.58,2.89,7.56,10.97,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,wings torn at the end,04.09.2020,04.09.2020,AB
275,K.elegans,Lake Wales,M,5.31,2.68,7.65,10.44,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,,04.09.2020,04.09.2020,AB
281,K.elegans,Leesburg,M,5.14,2.72,6.94,9.98,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,,04.09.2020,04.09.2020,AB
282,K.elegans,Leesburg,M,5.72,3.1,8.59,11.72,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,,04.09.2020,04.09.2020,AB
292,K.elegans,Gainesville,F,8.24,3.92,9.5,13.32,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end,04.09.2020,04.09.2020,AB
293,K.elegans,Gainesville,M,6.05,3.11,7.79,10.78,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end,04.09.2020,04.09.2020,AB
294,K.elegans,Gainesville,M,5.23,3.08,8.14,11.03,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,,04.09.2020,04.09.2020,AB
295,K.elegans,Gainesville,M,5.12,3.03,7.77,10.64,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,,04.09.2020,04.09.2020,AB
246,C. corindum,North Key Largo,F,8.15,4.04,10.52,14.5,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
301,C. corindum,Plantation Key,M,6.2,3.15,8.75,11.74,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
303,C. corindum,Plantation Key,M,5.54,3.2,8.52,11.64,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
304,C. corindum,Plantation Key,M,5.53,2.95,8.12,10.9,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
306,C. corindum,Plantation Key,M,6.25,3.16,8.57,11.73,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
307,C. corindum,Plantation Key,M,5.52,2.88,7.48,10.51,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
308,C. corindum,Plantation Key,F,8.04,3.4,9.11,12.6,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
309,C. corindum,Plantation Key,M,5.84,2.93,7.77,10.76,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
310,C. corindum,Plantation Key,M,6.12,2.94,8,11,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.09.2020,04.09.2020,AB
311,C. corindum,Key Largo,M,6.22,3.03,8.05,11.38,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end,04.09.2020,04.09.2020,AB
312,C. corindum,Key Largo,M,5.72,3.06,8.4,11.36,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
313,C. corindum,Key Largo,M,5.63,3.02,8.2,11.33,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
314,C. corindum,Key Largo,F,7.92,3.47,9.99,13.92,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,thorax torn on one side,04.09.2020,04.09.2020,AB
315,C. corindum,Key Largo,M,5.37,3.08,8.01,10.8,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
316,C. corindum,Key Largo,M,6.97,3.18,8.55,11.66,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,wings torn at the end,04.09.2020,04.09.2020,AB
318,C. corindum,Key Largo,F,7.51,3.31,9,12.27,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
319,C. corindum,Key Largo,F,7.84,3.37,8.61,12.22,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
320,C. corindum,Key Largo,M,6.22,3.13,8.02,11.31,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
321,C. corindum,North Key Largo,F,9.17,3.73,9.38,12.86,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
322,C. corindum,North Key Largo,F,8.28,3.46,8.71,12.32,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
323,C. corindum,North Key Largo,M,6.41,3.02,8.13,11.12,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
324,C. corindum,North Key Largo,M,6.67,3.2,8.46,11.4,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
325,C. corindum,North Key Largo,M,5.71,3.34,8.49,11.61,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
326,C. corindum,North Key Largo,F,9.44,4,10.17,14.13,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
327,C. corindum,North Key Largo,F,6.9,3.05,7.79,11.22,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
328,C. corindum,North Key Largo,F,8.04,3.53,9.18,12.63,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
329,C. corindum,North Key Largo,F,8.49,3.25,8.52,12.17,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
330,C. corindum,North Key Largo,F,8.54,3.5,9.35,13.05,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.09.2020,04.09.2020,AB
331,C. corindum,North Key Largo,M,5.97,2.88,7.99,10.86,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
332,C. corindum,North Key Largo,M,5.84,2.87,7.55,10.62,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
333,C. corindum,North Key Largo,M,5.78,2.85,7.1,10.18,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
334,C. corindum,North Key Largo,F,8.32,3.39,9.09,12.47,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
335,C. corindum,North Key Largo,M,5.54,3.01,7.68,10.57,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.09.2020,04.09.2020,AB
339,C. corindum,North Key Largo,F,7.84,3.49,9.01,12.59,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
338,C. corindum,North Key Largo,M,6,3.3,7.35,10.71,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,wings torn at the end,04.10.2020,04.10.2020,AB
342,C. corindum,North Key Largo,F,7.53,3.27,8.13,12.13,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
343,C. corindum,North Key Largo,M,6.05,3.03,8.31,11.52,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
344,C. corindum,North Key Largo,M,5.85,2.76,6.05,9.38,February,2020,81,winter,LS,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
345,C. corindum,North Key Largo,F,6.84,3.02,6,9.41,February,2020,81,winter,S,25.1755702,-80.36780089,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
346,C. corindum,North Key Largo,F,8.09,3.81,9.85,14.05,February,2020,81,winter,LS,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
347,C. corindum,North Key Largo,M,6.08,3.16,8.42,11.66,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,wings torn at the end,04.10.2020,04.10.2020,AB
349,C. corindum,North Key Largo,M,5.47,2.92,8.29,11.29,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
350,C. corindum,North Key Largo,M,5.84,2.98,7.83,10.88,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
351,C. corindum,North Key Largo,M,6.16,3.01,7.88,10.9,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
352,C. corindum,North Key Largo,M,5.51,2.75,7.11,9.94,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
353,C. corindum,North Key Largo,M,6.43,3.27,8.85,11.84,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
354,C. corindum,North Key Largo,M,5.47,2.72,6.73,9.77,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
355,C. corindum,North Key Largo,M,5.69,2.94,7.27,10.38,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
356,C. corindum,North Key Largo,M,6.02,2.76,7.12,10.08,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
357,C. corindum,North Key Largo,M,5.98,2.76,7.15,10.13,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
358,C. corindum,North Key Largo,M,5.24,2.49,6.06,8.89,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
359,C. corindum,North Key Largo,M,5.52,2.64,7.17,9.95,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
360,C. corindum,North Key Largo,F,8.5,3.28,8.65,12.35,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
371,K.elegans,Lake Placid,M,5.37,2.84,7.73,10.82,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.10.2020,04.10.2020,AB
372,K.elegans,Lake Placid,F,7.92,3.37,9.53,13.16,February,2020,81,winter,L,26.298631,-81.36615,diapause-like behavior observed,2.7.2020,,04.10.2020,04.10.2020,AB
375,K.elegans,Lake Wales,F,6.62,3.6,9.83,13.61,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,wings torn at the end,04.10.2020,04.10.2020,AB
376,K.elegans,Lake Wales,M,5.27,2.74,8.04,10.94,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,,04.10.2020,04.10.2020,AB
381,K.elegans,Gainesville,M,5.76,3.42,8.96,12.03,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end,04.10.2020,04.10.2020,AB
382,C. corindum,Plantation Key,M,5.63,2.77,7.55,10.32,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
383,C. corindum,Plantation Key,M,6.3,3.31,8.78,11.97,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
384,C. corindum,Plantation Key,M,5.7,2.91,7.79,10.77,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
385,C. corindum,Plantation Key,F,7.77,3.3,9.02,12.44,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
387,C. corindum,Plantation Key,F,6.58,3.21,8.32,11.7,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
388,C. corindum,Plantation Key,M,6.23,3.11,8.31,11.45,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
389,C. corindum,Plantation Key,F,7.21,3.59,10.02,13.53,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end,04.10.2020,04.10.2020,AB
390,C. corindum,Plantation Key,F,7.26,2.99,6.67,10.01,February,2020,81,winter,LS,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
391,C. corindum,Plantation Key,F,8.53,3.3,8.48,11.98,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
392,C. corindum,Plantation Key,M,5.89,2.14,6.3,9.34,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end,04.10.2020,04.10.2020,AB
393,C. corindum,Plantation Key,F,7.51,3.55,9.04,12.63,February,2020,81,winter,LS,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
394,C. corindum,Plantation Key,M,6.09,2.68,7.57,10.67,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
395,C. corindum,Key Largo,M,5.98,3.18,8.23,11.41,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
396,C. corindum,Key Largo,M,6.69,3.25,8.53,11.76,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
397,C. corindum,Key Largo,M,5.56,3.35,8.8,12.08,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
400,C. corindum,Key Largo,M,5.35,3.23,8.61,11.71,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
401,C. corindum,Plantation Key,F,9.01,3.77,10.53,13.86,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
403,C. corindum,Plantation Key,M,6.17,3.16,8.55,11.85,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
404,C. corindum,Plantation Key,M,5.45,2.65,7.2,10.09,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
405,C. corindum,Plantation Key,F,6.37,2.99,7.4,10.73,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end,04.10.2020,04.10.2020,AB
406,C. corindum,Key Largo,M,5.98,3.12,8.4,11.48,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
407,C. corindum,Key Largo,F,6.39,2.98,6.46,9.82,February,2020,81,winter,LS,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
408,C. corindum,Key Largo,F,6.38,2.8,6.91,10.04,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
409,C. corindum,Key Largo,M,5.4,2.63,7.17,9.73,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
410,C. corindum,Key Largo,M,6.28,3.28,8.8,11.96,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
