ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs
62,set011-3-03-2020-A1_62.txt,T2,A-1,A,1,11,0.42969181016080615,24070.99,9779.489500002428,0.0,18329.77,0.9643721802688834,24960.27,1.3368085106401604,2020-03-03,11:19:00,18:15:16,24976.0,M,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.036000000000000004,N,27.896740299999998,-81.58046540000001,
179,set011-3-03-2020-A2_179.txt,T2,A-2,A,2,11,0.0,0.0,0.0,0.0,0.0,0.0,2192.55,0.0,2020-03-03,10:04:00,10:38:00,2040.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.08199999999999999,N,27.896740299999998,-81.58046540000001,3.0
209,set011-3-03-2020-A2_209.txt,T2,A-2,A,2,11,0.4798516409236493,1158.62,550.3908000000067,0.0,618.6500000000002,0.4838166823259213,2394.75,0.5609821428571405,2020-03-03,8:46:00,09:22:00,2160.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,CB,,0.04,N,24.96424,-80.5673321,
233,set011-3-03-2020-A2_233.txt,T2,A-2,A,2,11,0.0,0.0,0.0,0.0,0.0,0.0,2322.19,0.0,2020-03-03,9:26:00,10:01:00,2100.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.064,N,25.2565615,-80.3108042,23.0
40,set011-3-03-2020-A2_40.txt,T2,A-2,A,2,11,0.28712824647190155,4091.900000000001,1145.3908999999976,0.0,4091.900000000001,0.7338638373121132,5575.830000000003,0.40275641025701137,2020-03-03,13:46:00,15:20:00,5640.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.036000000000000004,N,25.1755702,-80.36780089,
69,set011-3-03-2020-A2_69.txt,T2,A-2,A,2,11,0.3392922089941578,6090.570000000002,1879.2453000000928,0.0,6081.050000000001,0.6873247288481222,8861.270000000002,0.5511403508774744,2020-03-03,11:19:00,11:54:00,2100.0,F,Lake Wales,Polk,Polk Ave,K.elegans,Y,B,,0.08800000000000001,N,27.896740299999998,-81.58046540000001,19.0
81,set011-3-03-2020-A2_81.txt,T2,A-2,A,2,11,0.0,0.0,0.0,0.0,0.0,0.0,2295.350000000001,0.0,2020-03-03,10:41:00,11:16:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.047,N,29.66200224,-82.347313,
125,set011-3-03-2020-A3_125.txt,T2,A-3,A,3,11,0.2174107593341376,7615.21,1607.8197000000573,0.0,7615.21,0.8451437481618768,9010.55,0.3695882352940583,2020-03-03,9:27:00,10:01:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.040999999999999995,N,25.1820931,-80.36319379999999,
136,set011-3-03-2020-A3_136.txt,T2,A-3,A,3,11,0.21730911172743145,623.9100000000018,7.539600000000001,0.0,610.9800000000014,0.2851729796190754,2187.83,0.3272395833333209,2020-03-03,13:12:00,13:44:00,1920.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.08900000000000001,Y,25.1755702,-80.36780089,117.0
155,set011-3-03-2020-A3_155.txt,T2,A-3,A,3,11,0.10004777070065547,0.0,2.5132,0.0,0.0,0.0,2184.870000000001,0.0,2020-03-03,12:34:00,13:09:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.066,N,25.491362,-80.485821,38.0
196,set011-3-03-2020-A3_196.txt,T2,A-3,A,3,11,0.0,0.0,0.0,0.0,0.0,0.0,7.389999999999418,0.0,2020-03-03,11:55:00,13:44:00,6540.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,,0.036000000000000004,N,29.66200224,-82.347313,
328,set011-3-03-2020-A3_328.txt,T2,A-3,A,3,11,0.0,0.0,0.0,0.0,0.0,0.0,2280.0299999999993,0.0,2020-03-03,11:56:00,12:32:00,2160.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.084,Y,25.273488500000003,-80.3040957,138.0
92,set011-3-03-2020-A3_92.txt,T2,A-3,A,3,11,0.0,0.0,1.2566,0.0,0.0,0.0,2403.71,0.0,2020-03-03,8:46:00,09:22:00,2160.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.138,Y,25.286747000000002,-80.290592,9.0
95,set011-3-03-2020-A3_95.txt,T2,A-3,A,3,11,0.2607662776740423,690.010000000002,10.6811,0.0,654.1399999999994,0.3617257738984567,1907.5500000000031,0.3695882352947504,2020-03-03,13:47:00,14:19:00,1920.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.043,N,25.286747000000002,-80.290592,
123,set011-3-03-2020-A4_123.txt,T2,A-4,A,4,11,0.4875746455595546,81.99000000000036,16.335799999999995,0.0,38.76000000000022,0.0339319044327923,2416.31,1.28224489795916,2020-03-03,8:46:00,09:22:00,2160.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.039,N,25.1820931,-80.36319379999999,
152,set011-3-03-2020-A4_152.txt,T2,A-4,A,4,11,0.0,0.0,0.6283,0.0,0.0,0.0,2218.15,0.0,2020-03-03,11:20:00,11:54:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.033,N,25.491362,-80.485821,
266,set011-3-03-2020-A4_266.txt,T2,A-4,A,4,11,0.0,0.0,0.6283,0.0,0.0,0.0,2295.91,0.0,2020-03-03,10:42:00,11:16:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.035,N,27.298631,-81.36615,
325,set011-3-03-2020-A4_325.txt,T2,A-4,A,4,11,0.5176879383952085,1910.5899999999967,28.901799999999987,101.63999999999943,611.5600000000012,0.9060124526387149,2108.790000000001,1.3089583333345238,2020-03-03,13:13:00,13:44:00,1860.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.049,N,25.273488500000003,-80.3040957,
376,set011-3-03-2020-A4_376.txt,T2,A-4,A,4,11,0.0,0.0,1.2566,0.0,0.0,0.0,2309.39,0.0,2020-03-03,9:28:00,10:01:00,1980.0,M,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.028999999999999998,N,27.896740299999998,-81.58046540000001,
421,set011-3-03-2020-A4_421.txt,T2,A-4,A,4,11,0.2932930988042635,105.28999999999904,25.76029999999999,0.0,54.47999999999956,0.04494904863752558,2342.4300000000007,0.9519696969699069,2020-03-03,11:57:00,12:32:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.044000000000000004,N,25.1820931,-80.36319379999999,
429,set011-3-03-2020-A4_429.txt,T2,A-4,A,4,11,0.0,0.0,0.6283,0.0,0.0,0.0,1899.3500000000024,0.0,2020-03-03,13:48:00,14:19:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.09300000000000001,Y,25.19515,-80.345916,124.0
433,set011-3-03-2020-A4_433.txt,T2,A-4,A,4,11,0.20263816455355607,6.0,3.1415,0.0,6.0,0.002738788086271825,2190.75,0.3050000000000754,2020-03-03,10:05:00,10:38:00,1980.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.040999999999999995,N,25.273488500000003,-80.3040957,
441,set011-3-03-2020-A4_441.txt,T2,A-4,A,4,11,0.4215013107855048,135.92999999999665,34.55649999999999,0.0,34.52999999999884,0.06176306211747235,2200.83,1.2822448979597547,2020-03-03,12:35:00,13:09:00,2040.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.063,N,25.2565615,-80.3108042,
230,set011-3-03-2020-B1_230.txt,T2,B-1,B,1,11,0.4755486532922515,22492.51,10628.322800002845,0.0,15450.51,0.9606850726882812,23412.99,0.6346464646466046,2020-03-03,8:50:00,15:20:00,23400.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,C,,0.043,N,25.19515,-80.345916,
18,set011-3-03-2020-B2_18.txt,T2,B-2,B,2,11,0.6497383899992377,436.1800000000003,35.1848,74.69000000000051,341.8100000000004,0.198886512760418,2193.11,1.3962222222227865,2020-03-03,10:06:00,10:38:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.045,N,25.1284578,-80.4080913,
187,set011-3-03-2020-B2_187.txt,T2,B-2,B,2,11,0.5874732888810467,106.55999999999996,30.158399999999986,0.0,59.01000000000022,0.04646477859899272,2293.35,1.3962222222227865,2020-03-03,9:29:00,10:01:00,1920.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.087,Y,28.7963435,-81.8778849,196.0
295,set011-3-03-2020-B2_295.txt,T2,B-2,B,2,11,0.4587313476962246,1720.4700000000012,12.565999999999995,0.0,1689.9300000000012,0.7520489922236652,2287.71,1.2822448979597547,2020-03-03,10:43:00,11:16:00,1980.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.031,N,29.66200224,-82.347313,
36,set011-3-03-2020-B2_36.txt,T2,B-2,B,2,11,0.4604218583599259,37740.69,17164.527700006052,68.82999999999993,18923.96,0.9843390195651408,38341.15,1.3658695652199837,2020-03-03,11:21:00,22:00:59,38399.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,BC,,0.044000000000000004,N,25.1755702,-80.36780089,
417,set011-3-03-2020-B2_417.txt,T2,B-2,B,2,11,0.2335687732342009,0.0,2.5132,0.0,0.0,0.0,2356.63,0.0,2020-03-03,8:50:00,09:22:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.034,N,25.1820931,-80.36319379999999,
13,set011-3-03-2020-B3_13.txt,T2,B-3,B,3,11,0.0,0.0,0.0,0.0,0.0,0.0,2073.1899999999987,0.0,2020-03-03,11:22:00,11:54:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.11599999999999999,Y,25.1000151,-80.437522,296.0
197,set011-3-03-2020-B3_197.txt,T2,B-3,B,3,11,0.0,0.0,0.6283,0.0,0.0,0.0,2287.830000000001,0.0,2020-03-03,10:44:00,11:16:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.028999999999999998,N,29.66200224,-82.347313,
256,set011-3-03-2020-B3_256.txt,T2,B-3,B,3,11,0.0,0.0,0.0,0.0,0.0,0.0,2390.67,0.0,2020-03-03,11:58:00,12:32:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.026000000000000002,N,25.491362,-80.485821,
26,set011-3-03-2020-B3_26.txt,T2,B-3,B,3,11,0.5194815284178006,568.8000000000002,3.1415,0.0,562.8000000000002,0.2483810255760842,2290.03,0.14476958525345135,2020-03-03,9:30:00,10:01:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.081,Y,25.19515,-80.345916,33.0
262,set011-3-03-2020-B3_262.txt,T2,B-3,B,3,11,0.0,0.0,0.0,0.0,0.0,0.0,2193.9900000000007,0.0,2020-03-03,10:07:00,10:38:00,1860.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.043,N,27.298631,-81.36615,
320,set011-3-03-2020-B3_320.txt,T2,B-3,B,3,11,0.20007668206135867,565.8699999999999,4.3981,0.0,550.6999999999998,0.23912795439466866,2366.39,0.24932539682539864,2020-03-03,8:50:00,09:22:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.043,N,25.1284578,-80.4080913,
387,set011-3-03-2020-B3_387.txt,T2,B-3,B,3,11,0.3580382445878669,52.22999999999956,11.937699999999998,0.0,52.22999999999956,0.02384855278598381,2190.07,0.6411224489798774,2020-03-03,12:37:00,13:09:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.078,Y,24.96424,-80.5673321,290.0
46,set011-3-03-2020-B3_46.txt,T2,B-3,B,3,11,0.3461853530505825,88.66000000000167,8.167900000000001,69.92000000000007,69.92000000000007,0.04764745398360961,1860.7500000000016,1.2082692307682164,2020-03-03,13:14:00,13:44:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.032,N,25.491362,-80.485821,
114,set011-3-03-2020-B4_114.txt,T2,B-4,B,4,11,0.0,0.0,0.0,0.0,0.0,0.0,2285.830000000001,0.0,2020-03-03,10:45:00,11:16:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,25.1000151,-80.437522,
29,set011-3-03-2020-B4_29.txt,T2,B-4,B,4,11,0.0,0.0,0.0,0.0,0.0,0.0,2290.3499999999995,0.0,2020-03-03,9:31:00,10:01:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.066,Y,25.19515,-80.345916,67.0
332,set011-3-03-2020-B4_332.txt,T2,B-4,B,4,11,0.0,0.0,0.0,0.0,0.0,0.0,2373.75,0.0,2020-03-03,8:50:00,09:22:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.034,N,25.19515,-80.345916,4.0
396,set011-3-03-2020-B4_396.txt,T2,B-4,B,4,11,0.2910330811497977,2101.960000000001,601.2831000000041,0.0,2101.960000000001,0.4635473292593911,4534.509999999998,0.3976582278481196,2020-03-03,11:23:00,12:10:00,2820.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,BC,,0.046,N,25.1000151,-80.437522,
42,set011-3-03-2020-B4_42.txt,T2,B-4,B,4,11,0.0,0.0,0.0,0.0,0.0,0.0,2195.1500000000005,0.0,2020-03-03,10:08:00,10:38:00,1800.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.084,N,25.491362,-80.485821,1.0
72,set011-3-03-2020-B4_72.txt,T2,B-4,B,4,11,0.21263836059165306,4119.6100000000015,830.6125999999922,0.0,4119.6100000000015,0.4510513666945863,9133.350000000002,0.3414673913043208,2020-03-03,12:38:00,15:10:00,9120.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.046,N,28.7963435,-81.8778849,
142,set012-3-04-2020-A1_142.txt,T2,A-1,A,1,12,0.6317365222601695,694.25,116.23549999999979,199.510000000002,488.95000000000067,0.3693546070237226,1879.630000000001,1.3962222222199647,2020-03-04,15:57:00,16:29:00,1920.0,F,North Key Largo,North Key Largo,MM165,C. corindum,Y,B,,0.099,N,25.2275238,-80.3283788,
282,set012-3-04-2020-A1_282.txt,T2,A-1,A,1,12,0.3413781286819524,2755.07,927.3707999999872,0.0,2755.07,0.64333667252777,4282.47,1.1854716981132685,2020-03-04,8:15:00,09:16:00,3660.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.040999999999999995,N,28.7963435,-81.8778849,
33,set012-3-04-2020-A1_33.txt,T2,A-1,A,1,12,0.5205269257408517,3228.91,1662.4818000000644,0.0,3228.91,0.7641178795315302,4225.669999999998,0.6981111111099824,2020-03-04,14:46:00,15:49:00,3780.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.045,N,25.2565615,-80.3108042,
47,set012-3-04-2020-A1_47.txt,T2,A-1,A,1,12,0.4918663734388349,2251.6500000000005,3.7698,0.0,2250.5600000000004,0.9436172308156516,2386.1900000000005,0.6904395604396708,2020-03-04,9:26:00,10:01:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.086,Y,25.491362,-80.485821,53.0
66,set012-3-04-2020-A1_66.txt,T2,A-1,A,1,12,0.4207012918130553,16126.159999999994,6619.140500000876,197.77999999999886,10899.039999999997,0.9581230812923064,16830.989999999998,1.3962222222199647,2020-03-04,10:04:00,14:38:00,16440.0,M,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.037000000000000005,N,27.896740299999998,-81.58046540000001,
232,set012-3-04-2020-A2_232.txt,T2,A-2,A,2,12,0.2621889874944564,28060.59,7048.269400001086,0.0,28060.59,0.9982184700684829,28110.67,0.4619852941180672,2020-03-04,11:18:00,19:07:19,28159.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.044000000000000004,N,25.2565615,-80.3108042,
254,set012-3-04-2020-A2_254.txt,T2,A-2,A,2,12,0.0,0.0,0.0,0.0,0.0,0.0,2272.71,0.0,2020-03-04,8:50:00,09:25:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.068,Y,25.491362,-80.485821,82.0
281,set012-3-04-2020-A2_281.txt,T2,A-2,A,2,12,0.0,0.0,0.0,0.0,0.0,0.0,2019.99,0.0,2020-03-04,8:15:00,08:47:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.032,N,28.7963435,-81.8778849,
383,set012-3-04-2020-A2_383.txt,T2,A-2,A,2,12,0.3532253851074607,5526.419999999999,1805.105900000083,0.0,5526.419999999999,0.8247661773067745,6700.589999999998,0.8159740259735633,2020-03-04,9:27:00,11:16:00,6540.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.057,N,24.96424,-80.5673321,
131,set012-3-04-2020-A3_131.txt,T2,A-3,A,3,12,0.25204746162513186,9293.019999999997,2319.683600000051,0.0,9293.019999999997,0.8172396477777687,11371.23,0.4363194444448413,2020-03-04,15:58:00,18:46:49,10129.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.036000000000000004,N,25.273488500000003,-80.3040957,
301,set012-3-04-2020-A3_301.txt,T2,A-3,A,3,12,0.0,0.0,0.0,0.0,0.0,0.0,2047.3499999999985,0.0,2020-03-04,14:12:00,14:45:00,1980.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.049,N,24.9735748,-80.5539224,
312,set012-3-04-2020-A3_312.txt,T2,A-3,A,3,12,0.39951402559539023,6.209999999999128,3.7698,0.0,6.209999999999128,0.0030078611249686987,2064.59,0.4986507936514271,2020-03-04,15:23:00,15:56:00,1980.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.031,N,25.1000151,-80.437522,
351,set012-3-04-2020-A3_351.txt,T2,A-3,A,3,12,0.31776117732668124,10330.92,3187.994199999849,0.0,10308.16,0.9280956149815252,11131.31,1.282244897959197,2020-03-04,8:15:00,11:20:00,11100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,25.1820931,-80.36319379999999,
412,set012-3-04-2020-A3_412.txt,T2,A-3,A,3,12,0.2451456520199537,10208.44,2472.3605000000157,0.0,10208.44,0.9880075684621604,10332.35,0.5149999999995085,2020-03-04,11:20:00,14:12:00,10320.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.036000000000000004,N,25.1820931,-80.36319379999999,
444,set012-3-04-2020-A3_444.txt,T2,A-3,A,3,12,0.3789324264947012,55.63999999999942,20.105599999999992,0.0,55.63999999999942,0.02579377036868746,2157.1100000000006,0.5324576271185127,2020-03-04,14:47:00,15:22:00,2100.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.033,N,25.2565615,-80.3108042,
129,set012-3-04-2020-A4_129.txt,T2,A-4,A,4,12,0.3220618753755105,44.62999999999739,18.848999999999997,0.0,25.060000000001306,0.023932476418760604,1864.8300000000015,0.622079207921778,2020-03-04,15:59:00,16:29:00,1800.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.038,N,25.2565615,-80.3108042,
145,set012-3-04-2020-A4_145.txt,T2,A-4,A,4,12,0.44925275468567294,15780.18,6849.098300000989,92.21999999999753,15584.7,0.9193492852403009,17164.510000000002,1.3658695652199837,2020-03-04,8:50:00,13:16:00,15960.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.042,N,25.2275238,-80.3283788,
205,set012-3-04-2020-A4_205.txt,T2,A-4,A,4,12,0.5476516713420596,2026.0599999999977,6.2829999999999995,0.0,2016.7199999999973,0.9399620500401288,2155.4700000000007,1.1219642857116616,2020-03-04,14:48:00,15:22:00,2040.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.039,N,24.9735748,-80.5539224,
316,set012-3-04-2020-A4_316.txt,T2,A-4,A,4,12,0.2335152152104317,0.0,2.5132,0.0,0.0,0.0,2075.47,0.3631791907514412,2020-03-04,8:15:00,08:47:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.047,N,25.1284578,-80.4080913,
416,set012-3-04-2020-A4_416.txt,T2,A-4,A,4,12,0.3633314752386617,634.2999999999993,6.2829999999999995,0.0,627.75,0.3094463335268486,2049.790000000001,0.6411224489774974,2020-03-04,14:13:00,14:45:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.045,N,25.1820931,-80.36319379999999,
83,set012-3-04-2020-A4_83.txt,T2,A-4,A,4,12,0.25644897959214136,0.0,2.5132,0.0,0.0,0.0,2230.3100000000013,0.0,2020-03-04,13:36:00,14:11:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.059000000000000004,N,29.66200224,-82.347313,
91,set012-3-04-2020-A4_91.txt,T2,A-4,A,4,12,0.14410550458713672,0.0,1.8849,0.0,0.0,0.0,2064.550000000003,0.0,2020-03-04,15:24:00,15:56:00,1920.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.08199999999999999,Y,25.286747000000002,-80.290592,114.0
2,set012-3-04-2020-B1_2.txt,T2,B-1,B,1,12,0.3106750789190373,18493.82,5278.976600000218,0.0,18493.82,0.7025462325430151,26323.99,0.5927358490579057,2020-03-04,14:49:00,19:59:08,18608.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.038,N,24.9735748,-80.5539224,
235,set012-3-04-2020-B1_235.txt,T2,B-1,B,1,12,0.3759927618033827,6.5,4.3981,0.0,4.75,0.002833836884348937,2293.71,0.40275641025654174,2020-03-04,9:28:00,10:01:00,1980.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.04,N,25.2565615,-80.3108042,
308,set012-3-04-2020-B1_308.txt,T2,B-1,B,1,12,0.2305226536366052,3189.950000000001,718.775199999998,0.0,3189.950000000001,0.7449412094391835,4282.1500000000015,0.3717751479284819,2020-03-04,13:38:00,14:45:00,4020.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.08800000000000001,N,24.96424,-80.5673321,2.0
333,set012-3-04-2020-B1_333.txt,T2,B-1,B,1,12,0.3716738649083997,19.61999999999989,6.9113000000000016,0.0,19.61999999999989,0.0086039423772666,2280.35,0.4393706293706797,2020-03-04,8:51:00,09:25:00,2040.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.034,N,25.19515,-80.345916,
356,set012-3-04-2020-B1_356.txt,T2,B-1,B,1,12,0.0,0.0,0.0,0.0,0.0,0.0,1969.0300000000025,0.0,2020-03-04,13:05:00,13:35:00,1800.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.04,N,25.1820931,-80.36319379999999,
357,set012-3-04-2020-B1_357.txt,T2,B-1,B,1,12,0.0,0.0,0.0,0.0,0.0,0.0,2061.2699999999995,0.0,2020-03-04,10:05:00,10:40:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.031,N,25.1820931,-80.36319379999999,
404,set012-3-04-2020-B1_404.txt,T2,B-1,B,1,12,0.2403882930005539,8393.550000000001,1982.286500000106,0.0,8393.550000000001,0.9776095152571866,8585.79,0.3324338624339648,2020-03-04,10:41:00,13:03:00,8520.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,BC,,0.035,N,24.96424,-80.5673321,
77,set012-3-04-2020-B1_77.txt,T2,B-1,B,1,12,0.33420212765957524,0.0,1.8849,0.0,0.0,0.0,2129.63,0.0,2020-03-04,8:15:00,08:47:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.034,N,28.7963435,-81.8778849,
133,set012-3-04-2020-B2_133.txt,T2,B-2,B,2,12,0.8633425968812778,0.0,1.8849,0.0,0.0,0.0,2061.949999999999,1.231960784313198,2020-03-04,11:55:00,12:29:00,2040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.099,Y,25.273488500000003,-80.3040957,208.0
226,set012-3-04-2020-B2_226.txt,T2,B-2,B,2,12,0.29610265177650885,5.149999999997816,2.5132,0.0,5.149999999997816,0.002352683200927283,2188.9900000000016,0.3807878787875429,2020-03-04,13:02:00,13:35:00,1980.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.064,N,25.19515,-80.345916,
239,set012-3-04-2020-B2_239.txt,T2,B-2,B,2,12,0.2867363320561498,9.549999999999274,2.5132,0.0,9.549999999999274,0.0043785045229260645,2181.1100000000006,0.4363194444442901,2020-03-04,11:19:00,11:54:00,2100.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.037000000000000005,N,25.1755702,-80.36780089,
271,set012-3-04-2020-B2_271.txt,T2,B-2,B,2,12,0.0,0.0,0.0,0.0,0.0,0.0,2238.1100000000006,0.0,2020-03-04,8:52:00,09:25:00,1980.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.08,Y,27.896740299999998,-81.58046540000001,34.0
303,set012-3-04-2020-B2_303.txt,T2,B-2,B,2,12,0.30224503011546305,1934.119999999999,553.5323000000067,0.0,1279.6000000000004,0.8438163962462528,2292.110000000001,1.3962222222227865,2020-03-04,9:29:00,10:06:00,2220.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,DCS: had to reposition to face orthogonal; channel B-2 voltage dropped to 0 around this time,0.043,N,24.9735748,-80.5539224,
307,set012-3-04-2020-B2_307.txt,T2,B-2,B,2,12,0.2635429062437473,1791.3000000000031,446.09300000000616,0.0,1388.4200000000021,0.8445464917822569,2121.0200000000004,0.4053548387098677,2020-03-04,14:14:00,14:50:00,2160.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.040999999999999995,N,24.96424,-80.5673321,
309,set012-3-04-2020-B2_309.txt,T2,B-2,B,2,12,0.3191941778122305,25980.27,7910.297000001508,0.0,25980.27,0.986945333369802,26323.92,0.5660360360357392,2020-03-04,14:50:00,22:04:33,26073.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.033,N,24.96424,-80.5673321,
331,set012-3-04-2020-B2_331.txt,T2,B-2,B,2,12,0.345028172272065,705.76,5.0264,115.26000000000002,587.1700000000002,0.3237089664851873,2180.23,0.6904395604395603,2020-03-04,8:15:00,08:47:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.042,N,25.19515,-80.345916,
334,set012-3-04-2020-B2_334.txt,T2,B-2,B,2,12,0.2164004942214415,26.220000000001164,5.6547,0.0,22.110000000000586,0.013405798953918795,1955.8700000000006,0.312587064676583,2020-03-04,12:31:00,13:01:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.06,N,25.19515,-80.345916,4.0
375,set012-3-04-2020-B2_375.txt,T2,B-2,B,2,12,0.0,0.0,0.0,0.0,0.0,0.0,2091.75,0.0,2020-03-04,13:39:00,14:11:00,1920.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.078,Y,27.896740299999998,-81.58046540000001,88.0
407,set012-3-04-2020-B2_407.txt,T2,B-2,B,2,12,0.0,0.0,0.6283,0.0,0.0,0.0,2064.0300000000007,0.0,2020-03-04,10:06:00,10:40:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.055999999999999994,N,25.1284578,-80.4080913,72.0
