ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs
249,set008-2-26-2020-B2_249.txt,T1,B-2,B,2,8,0.5400811066246431,23226.2,12317.821500003674,0.0,15314.52,0.9548805751763612,24323.67,0.7853750000007143,2020-02-26,15:21:00,19:37:33,15393.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.043,N,25.1820931,-80.36319379999999,
3,set008-2-26-2020-B2_3.txt,T1,B-2,B,2,8,0.3406403165235804,219.5099999999984,74.76770000000006,202.9499999999971,202.9499999999971,0.1071957026004143,2047.75,0.4586131386852546,2020-02-26,14:15:00,14:45:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.048,N,24.9735748,-80.5539224,
359,set008-2-26-2020-B2_359.txt,T1,B-2,B,2,8,0.27354852374432737,38.140000000003056,23.875399999999992,0.0,24.330000000001746,0.01928493055099231,1977.7100000000028,0.39765822784857735,2020-02-26,14:48:00,15:18:00,1800.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.026000000000000002,N,25.1820931,-80.36319379999999,
385,set008-2-26-2020-B2_385.txt,T1,B-2,B,2,8,0.1868636978476973,679.1299999999974,5.0264,0.0,659.7199999999975,0.3078739907610133,2205.8700000000026,0.2523293172689141,2020-02-26,13:40:00,14:11:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.067,Y,24.96424,-80.5673321,42.0
392,set008-2-26-2020-B2_392.txt,T1,B-2,B,2,8,0.0,0.0,1.2566,0.0,0.0,0.0,2219.07,0.0,2020-02-26,10:21:00,10:55:00,2040.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.026000000000000002,N,24.96424,-80.5673321,
397,set008-2-26-2020-B2_397.txt,T1,B-2,B,2,8,0.2453645044824245,216.15999999999985,6.2829999999999995,198.44000000000003,198.44000000000003,0.09437364383729098,2290.47,0.31258706467665365,2020-02-26,9:43:00,10:18:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.047,N,25.1000151,-80.437522,
407,set008-2-26-2020-B2_407.txt,T1,B-2,B,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2289.55,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.076,Y,25.1284578,-80.4080913,72.0
77,set008-2-26-2020-B2_77.txt,T1,B-2,B,2,8,0.3331968373247547,4394.25,1333.252600000022,0.0,4394.25,0.6500456367022638,6759.91,0.5511403508774744,2020-02-26,11:45:00,13:35:00,6600.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.036000000000000004,N,28.7963435,-81.8778849,
112,set008-2-26-2020-B3_112.txt,T1,B-3,B,3,8,0.0,0.0,0.6283,0.0,0.0,0.0,2837.99,0.0,2020-02-26,10:59:00,11:31:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.073,Y,25.1000151,-80.437522,241.0
120,set008-2-26-2020-B3_120.txt,T1,B-3,B,3,8,0.20631232671011746,15.149999999999634,5.0264,0.0,11.449999999998909,0.0022764462195214857,6655.1100000000015,0.2607053941908871,2020-02-26,11:46:00,12:15:00,1740.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.028999999999999998,N,25.1284578,-80.4080913,
200,set008-2-26-2020-B3_200.txt,T1,B-3,B,3,8,0.5547376981879449,13.069999999999936,3.1415,0.0,13.069999999999936,0.00558902891157187,2338.51,0.233568773234196,2020-02-26,9:05:00,09:35:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,29.66200224,-82.347313,
265,set008-2-26-2020-B3_265.txt,T1,B-3,B,3,8,0.3935835305909155,83.34999999999991,2.5132,82.57999999999993,82.57999999999993,0.035597295715939094,2341.47,0.8159740259740452,2020-02-26,9:45:00,10:18:00,1980.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.049,N,27.298631,-81.36615,
31,set008-2-26-2020-B3_31.txt,T1,B-3,B,3,8,0.0,0.0,0.0,0.0,0.0,0.0,2177.07,0.0,2020-02-26,10:23:00,10:55:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.10099999999999999,Y,25.2565615,-80.3108042,114.0
52,set008-2-26-2020-B3_52.txt,T1,B-3,B,3,8,0.2906795254876386,29127.490000000005,7855.006600001483,0.0,29082.890000000007,0.9535368528084296,30546.79,0.622079207921778,2020-02-26,13:41:00,22:06:01,30301.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,,0.038,N,27.298631,-81.36615,
156,set008-2-26-2020-B4_156.txt,T1,B-4,B,4,8,0.0,0.0,0.0,0.0,0.0,0.0,2227.07,0.0,2020-02-26,9:46:00,10:18:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.06,Y,25.491362,-80.485821,153.0
253,set008-2-26-2020-B4_253.txt,T1,B-4,B,4,8,0.3149115218356537,23.039999999999967,7.539600000000001,0.0,23.039999999999967,0.010465734259381214,2201.4700000000007,0.3510055865921859,2020-02-26,10:24:00,10:55:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.129,Y,25.491362,-80.485821,34.0
304,set008-2-26-2020-B4_304.txt,T1,B-4,B,4,8,0.0,0.0,0.0,0.0,0.0,0.0,2485.35,0.0,2020-02-26,9:05:00,09:35:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.027999999999999997,N,24.9735748,-80.5539224,
343,set008-2-26-2020-B4_343.txt,T1,B-4,B,4,8,0.2630284939147384,28834.63,7457.921000001288,0.0,28834.63,0.7211709856196634,39983.07,0.6283,2020-02-26,11:00:00,19:00:59,28859.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.040999999999999995,N,25.1755702,-80.36780089,
108,set009-2-27-2020-A1_108.txt,T1,A-1,A,1,9,0.0,0.0,0.6283,0.0,0.0,0.0,2263.71,0.0,2020-02-27,8:13:00,08:50:00,2220.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.048,N,24.96424,-80.5673321,
18,set009-2-27-2020-A1_18.txt,T1,A-1,A,1,9,0.445371069242981,47807.4,21080.72160000797,0.0,47807.4,0.9968333546361321,47959.27,0.6041346153846365,2020-02-27,8:54:00,22:11:41,47861.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,DATA COL: was still flying but took down (thought 24 hours was the limit),0.043,N,25.1284578,-80.4080913,
137,set009-2-27-2020-A2_137.txt,T1,A-2,A,2,9,0.3978853030393756,14067.89,5377.619700000267,0.0,14067.89,0.9322070512459454,15090.95,0.5660360360366667,2020-02-27,10:42:00,14:54:00,15120.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.048,N,25.1755702,-80.36780089,
210,set009-2-27-2020-A2_210.txt,T1,A-2,A,2,9,0.3377800333355689,8496.5,2729.335199999956,0.0,8496.5,0.9577805508492248,8871.03,0.5066935483870988,2020-02-27,8:14:00,10:40:00,8760.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.047,N,24.96424,-80.5673321,
131,set009-2-27-2020-A3_131.txt,T1,A-3,A,3,9,0.2903868445820005,46710.24000000001,13484.574600004247,0.0,46650.26,0.9770432618142456,47807.75,0.45201438848925,2020-02-27,8:55:00,22:00:51,47151.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.04,N,25.273488500000003,-80.3040957,
245,set009-2-27-2020-A3_245.txt,T1,A-3,A,3,9,0.0,0.0,0.6283,0.0,0.0,0.0,2415.23,0.0,2020-02-27,8:15:00,08:50:00,2100.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.035,N,25.2275238,-80.3283788,
154,set009-2-27-2020-A4_154.txt,T1,A-4,A,4,9,0.6266244341044208,5.659999999999855,6.2829999999999995,0.0,4.270000000000437,0.003217975177244393,1758.8700000000024,1.2082692307682164,2020-02-27,13:18:00,13:48:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.024,N,25.491362,-80.485821,
183,set009-2-27-2020-A4_183.txt,T1,A-4,A,4,9,0.2522580681562162,5318.459999999999,1291.7848000000167,0.0,5318.459999999999,0.9691936780069648,5487.51,0.7853750000007143,2020-02-27,11:46:00,13:18:00,5520.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.033,N,28.7963435,-81.8778849,
26,set009-2-27-2020-A4_26.txt,T1,A-4,A,4,9,0.7222297619314074,826.1999999999997,49.00740000000007,65.09000000000015,611.54,0.33374940921264706,2475.51,1.3658695652172832,2020-02-27,8:56:00,09:32:00,2160.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,SENSOR: A-4 having sporadic readings,0.039,N,25.19515,-80.345916,33.0
353,set009-2-27-2020-A4_353.txt,T1,A-4,A,4,9,0.24355700302789315,4183.4000000000015,941.1933999999865,0.0,3474.67,0.5354059827145548,7813.51,0.7853749999998214,2020-02-27,9:36:00,11:36:00,7200.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,25.1820931,-80.36319379999999,
384,set009-2-27-2020-A4_384.txt,T1,A-4,A,4,9,0.447926199853236,1581.0099999999998,164.61459999999946,157.27999999999997,792.9699999999997,0.6409803166365975,2466.55,1.396222222222434,2020-02-27,8:15:00,08:50:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.031,N,24.96424,-80.5673321,
29,set009-2-27-2020-B1_29.txt,T1,B-1,B,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2407.55,0.0,2020-02-27,8:58:00,09:32:00,2040.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.048,Y,25.19515,-80.345916,67.0
315,set009-2-27-2020-B1_315.txt,T1,B-1,B,1,9,0.456800725412732,1331.65,594.3718000000043,0.0,1331.65,0.5492993767195897,2424.27,0.5927358490566025,2020-02-27,8:16:00,08:50:00,2040.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,CB,,0.032,N,25.1000151,-80.437522,
438,set009-2-27-2020-B1_438.txt,T1,B-1,B,1,9,0.3392323082092197,44480.19,14265.55150000463,0.0,43355.06000000001,0.9931019007951704,44789.15,0.6220792079212177,2020-02-27,9:37:00,22:03:45,44805.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.069,N,25.273488500000003,-80.3040957,7.0
197,set009-2-27-2020-B2_197.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1976.9499999999991,0.0,2020-02-27,11:13:00,11:43:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.03,N,29.66200224,-82.347313,
232,set009-2-27-2020-B2_232.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1281.9499999999996,0.0,2020-02-27,10:18:00,10:40:00,1320.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.048,N,25.2565615,-80.3108042,
325,set009-2-27-2020-B2_325.txt,T1,B-2,B,2,9,0.3467042967614904,256.67999999999853,87.33369999999998,235.76999999999862,235.76999999999862,0.047400699154772186,5415.1100000000015,0.4619852941180672,2020-02-27,11:47:00,12:17:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.046,N,25.273488500000003,-80.3040957,
35,set009-2-27-2020-B2_35.txt,T1,B-2,B,2,9,0.3576187559700024,38.650000000001455,13.194299999999995,0.0,28.810000000001306,0.02125506629491,1818.390000000003,0.5609821428558308,2020-02-27,13:16:00,13:48:00,1920.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.032,N,25.2565615,-80.3108042,
429,set009-2-27-2020-B2_429.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,2633.11,0.0,2020-02-27,9:38:00,10:17:00,2340.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.079,Y,25.19515,-80.345916,124.0
49,set009-2-27-2020-B2_49.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,3205.91,0.0,2020-02-27,8:59:00,09:32:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.052000000000000005,N,25.491362,-80.485821,
98,set009-2-27-2020-B2_98.txt,T1,B-2,B,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1909.51,0.0,2020-02-27,10:43:00,11:13:00,1800.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.033,N,25.2275238,-80.3283788,
10,set009-2-27-2020-B3_10.txt,T1,B-3,B,3,9,0.2415917214864159,525.3600000000006,124.40339999999972,0.0,485.22000000000025,0.19986076397210736,2628.63,0.4333103448276405,2020-02-27,9:39:00,10:17:00,2280.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.057,N,24.96424,-80.5673321,
135,set009-2-27-2020-B3_135.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1279.829999999999,0.0,2020-02-27,10:19:00,10:40:00,1260.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.132,Y,25.273488500000003,-80.3040957,225.0
345,set009-2-27-2020-B3_345.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,1886.67,0.0,2020-02-27,10:44:00,11:13:00,1740.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.08199999999999999,Y,25.1755702,-80.36780089,63.0
350,set009-2-27-2020-B3_350.txt,T1,B-3,B,3,9,0.3760719246381303,17477.54,6032.936600000588,0.0,17477.54,0.7178911075357549,24345.67,0.6100000000006894,2020-02-27,11:14:00,18:00:00,24360.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,BC,DATA COL: taken down before Ana left but time not written down,0.03,N,25.2275238,-80.3283788,
358,set009-2-27-2020-B3_358.txt,T1,B-3,B,3,9,0.0,0.0,0.6283,0.0,0.0,0.0,2670.47,0.0,2020-02-27,8:17:00,08:50:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.028999999999999998,N,25.1820931,-80.36319379999999,
400,set009-2-27-2020-B3_400.txt,T1,B-3,B,3,9,0.0,0.0,0.0,0.0,0.0,0.0,2184.67,0.0,2020-02-27,9:00:00,09:32:00,1920.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,25.1000151,-80.437522,
303,set009-2-27-2020-B4_303.txt,T1,B-4,B,4,9,0.16757753600173514,12498.2,1918.1999000000974,82.97000000000115,8339.26,0.9592461235118991,13029.190000000002,1.1423636363651477,2020-02-27,9:40:00,13:15:00,12900.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.042,N,24.9735748,-80.5539224,
357,set009-2-27-2020-B4_357.txt,T1,B-4,B,4,9,0.0,0.0,0.6283,0.0,0.0,0.0,2145.75,0.0,2020-02-27,9:01:00,09:32:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.027999999999999997,N,25.1820931,-80.36319379999999,
424,set009-2-27-2020-B4_424.txt,T1,B-4,B,4,9,0.22265135302101965,1328.07,251.31999999999888,185.61999999999992,1142.45,0.4880762064365332,2721.03,0.3272395833333306,2020-02-27,8:18:00,08:50:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,CB,,0.06,N,25.19515,-80.345916,39.0
169,set010-2-28-2020-A1_169.txt,T1,A-1,A,1,10,0.37917085935912026,17195.57,5927.3822000005375,105.22999999999956,15722.13,0.6422337115396178,26774.63,1.1022807017514311,2020-02-28,8:39:00,16:07:00,26880.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.040999999999999995,N,27.298631,-81.36615,
83,set010-2-28-2020-A1_83.txt,T1,A-1,A,1,10,0.0,0.0,0.0,0.0,0.0,0.0,2347.35,0.0,2020-02-28,8:00:00,08:37:00,2220.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.048,N,29.66200224,-82.347313,
194,set010-2-28-2020-A2_194.txt,T1,A-2,A,2,10,0.26810875125310496,4963.419999999998,1267.9094000000134,0.0,4963.419999999998,0.8488672181641864,5847.110000000002,0.4654074074072821,2020-02-28,12:00:00,13:39:00,5940.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,C,MARKER: made comment 330 then 194,0.043,N,29.66200224,-82.347313,
20,set010-2-28-2020-A2_20.txt,T1,A-2,A,2,10,0.5225184169577174,1653.82,860.7709999999906,0.0,1653.82,0.6976995346757284,2370.39,0.6100000000000161,2020-02-28,8:01:00,08:37:00,2160.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.066,N,25.1284578,-80.4080913,55.0
261,set010-2-28-2020-A2_261.txt,T1,A-2,A,2,10,0.4710553738853239,5243.35,2356.125000000043,0.0,5228.87,0.827456203613547,6336.710000000001,0.6346464646466046,2020-02-28,8:40:00,10:25:00,6300.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,"MARKER: made 261, 391, 261 commented even marker",0.039,N,27.298631,-81.36615,
330,set010-2-28-2020-A2_330.txt,T1,A-2,A,2,10,0.36138109117256734,1318.1299999999992,3.7698,0.0,1311.7299999999996,0.5444950698727293,2420.83,0.5927358490558714,2020-02-28,11:26:00,11:57:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.109,Y,25.273488500000003,-80.3040957,323.0
97,set010-2-28-2020-A2_97.txt,T1,A-2,A,2,10,0.0,0.0,0.6283,0.0,0.0,0.0,3266.91,0.0,2020-02-28,10:26:00,11:04:00,2280.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.099,N,25.2275238,-80.3283788,249.0
141,set010-2-28-2020-A3_141.txt,T1,A-3,A,3,10,0.19286121150370672,32.090000000000146,7.539600000000001,0.0,22.229999999999567,0.009793001162709128,3276.83,0.2039935064935113,2020-02-28,10:27:00,11:04:00,2220.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.061,N,25.2275238,-80.3283788,41.0
313,set010-2-28-2020-A3_313.txt,T1,A-3,A,3,10,0.0,0.0,0.6283,0.0,0.0,0.0,2361.79,0.0,2020-02-28,8:02:00,08:37:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.039,N,25.1000151,-80.437522,
333,set010-2-28-2020-A3_333.txt,T1,A-3,A,3,10,0.3575631960120741,18.070000000001528,9.4245,0.0,12.760000000000217,0.0074648754270518185,2420.67,0.8055128205121442,2020-02-28,11:26:00,11:57:00,1860.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.034,N,25.19515,-80.345916,
387,set010-2-28-2020-A3_387.txt,T1,A-3,A,3,10,0.0,0.0,0.0,0.0,0.0,0.0,2217.3099999999995,0.0,2020-02-28,9:49:00,10:22:00,1980.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.095,Y,24.96424,-80.5673321,290.0
391,set010-2-28-2020-A3_391.txt,T1,A-3,A,3,10,0.5060337667959743,2333.0199999999995,1164.2399000000005,0.0,2333.0199999999995,0.564208723999584,4135.03,0.6283,2020-02-28,8:41:00,09:29:00,2880.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.053,N,24.96424,-80.5673321,
410,set010-2-28-2020-A3_410.txt,T1,A-3,A,3,10,0.24069092193997416,17573.8,4127.302699999653,215.0099999999984,17358.79,0.9887747414522112,17773.31,0.3807878787879627,2020-02-28,12:01:00,16:58:03,17823.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,,0.044000000000000004,N,25.1284578,-80.4080913,
101,set010-2-28-2020-A4_101.txt,T1,A-4,A,4,10,0.0,0.0,1.2566,0.0,0.0,0.0,3288.4300000000007,0.0,2020-02-28,10:28:00,11:04:00,2160.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.09,N,24.9735748,-80.5539224,130.0
113,set010-2-28-2020-A4_113.txt,T1,A-4,A,4,10,0.4888947214654405,70.0,25.76029999999999,0.0,27.19000000000051,0.029071819854391688,2407.8300000000017,1.2566,2020-02-28,11:26:00,11:57:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.037000000000000005,N,25.1000151,-80.437522,
24,set010-2-28-2020-A4_24.txt,T1,A-4,A,4,10,0.3420025670749506,1257.3100000000004,24.50369999999999,243.3100000000001,513.5999999999998,0.5230183656066059,2403.95,1.2319607843137474,2020-02-28,8:03:00,08:37:00,2040.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.042,N,25.273488500000003,-80.3040957,
323,set010-2-28-2020-A4_323.txt,T1,A-4,A,4,10,0.3338110864962197,4904.579999999998,1513.5747000000454,0.0,3215.39,0.7762192275126409,6318.55,1.2082692307682164,2020-02-28,8:42:00,10:22:00,6000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.035,N,25.273488500000003,-80.3040957,
352,set010-2-28-2020-A4_352.txt,T1,A-4,A,4,10,0.1995428273250064,2332.260000000002,442.9515000000061,0.0,2332.260000000002,0.6332380324023166,3683.070000000003,0.28049107142837104,2020-02-28,12:37:00,13:39:00,3720.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.028999999999999998,N,25.1820931,-80.36319379999999,
54,set010-2-28-2020-A4_54.txt,T1,A-4,A,4,10,0.6636475339475003,36.030000000000655,21.99049999999999,0.0,24.829999999999927,0.016835583217685374,2140.1100000000006,1.3368085106401604,2020-02-28,12:02:00,12:36:00,2040.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.094,Y,27.298631,-81.36615,89.0
236,set010-2-28-2020-B1_236.txt,T1,B-1,B,1,10,0.4132194767906005,1017.94,413.42140000000495,0.0,1017.94,0.4263605178617052,2387.51,0.5660360360360871,2020-02-28,8:04:00,08:37:00,1980.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.044000000000000004,N,25.1755702,-80.36780089,
293,set010-2-28-2020-B1_293.txt,T1,B-1,B,1,10,0.0,0.0,0.0,0.0,0.0,0.0,2160.63,0.0,2020-02-28,8:43:00,09:16:00,1980.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,29.66200224,-82.347313,
324,set010-2-28-2020-B1_324.txt,T1,B-1,B,1,10,0.3417327680207711,44670.66,14757.510400004872,0.0,43396.38,0.9964699119385236,44828.91,0.6346464646466046,2020-02-28,10:29:00,22:54:19,44719.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.036000000000000004,N,25.273488500000003,-80.3040957,
331,set010-2-28-2020-B1_331.txt,T1,B-1,B,1,10,0.2827144168663069,3114.11,874.5935999999899,0.0,3105.3499999999995,0.7486003302956074,4159.91,0.5560176991149905,2020-02-28,9:17:00,10:22:00,3900.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,BC,,0.038,N,25.19515,-80.345916,
116,set010-2-28-2020-B2_116.txt,T1,B-2,B,2,10,0.3750598823358388,29.090000000000142,10.0528,0.0,29.090000000000142,0.008845736318604679,3288.589999999999,0.4947244094486488,2020-02-28,10:30:00,11:00:00,1800.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.066,N,25.1284578,-80.4080913,4.0
22,set010-2-28-2020-B2_22.txt,T1,B-2,B,2,10,0.0,0.0,0.0,0.0,0.0,0.0,2396.95,0.0,2020-02-28,8:05:00,08:37:00,1920.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.043,N,25.273488500000003,-80.3040957,
221,set010-2-28-2020-B2_221.txt,T1,B-2,B,2,10,0.5092237674868575,21.960000000000946,8.167900000000001,0.0,13.850000000000366,0.009137854268701577,2403.1900000000005,0.6544791666672619,2020-02-28,11:26:00,11:57:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.09,Y,25.273488500000003,-80.3040957,138.0
247,set010-2-28-2020-B2_247.txt,T1,B-2,B,2,10,0.16708077778540392,4625.3499999999985,681.0772,118.65000000000056,3097.38,0.7317260308646368,6321.1500000000015,0.8975714285716617,2020-02-28,8:44:00,10:22:00,5880.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,BC,,0.031,N,25.1820931,-80.36319379999999,
404,set010-2-28-2020-B2_404.txt,T1,B-2,B,2,10,0.1926001684988359,374.2400000000016,771.5523999999953,89.0,89.0,0.06443448512156387,5808.070000000002,0.4586131386864724,2020-02-28,12:03:00,13:39:00,5760.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.032,N,24.96424,-80.5673321,
214,set010-2-28-2020-B3_214.txt,T1,B-3,B,3,10,0.3688514859723335,12.8900000000001,4.3981,0.0,12.8900000000001,0.005356749545985389,2406.31,0.479618320610707,2020-02-28,8:06:00,08:37:00,1860.0,F,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.105,N,25.1000151,-80.437522,36.0
301,set010-2-28-2020-B3_301.txt,T1,B-3,B,3,10,0.18637558689922867,9969.09,1724.0552000000725,171.4399999999996,5674.980000000001,0.9336845506525618,10677.15,1.2566,2020-02-28,9:18:00,12:16:00,10680.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,DATA COL: had to reposition at 9:49,0.039,N,24.9735748,-80.5539224,
408,set010-2-28-2020-B3_408.txt,T1,B-3,B,3,10,0.0,0.0,0.0,0.0,0.0,0.0,2154.51,0.0,2020-02-28,8:45:00,09:16:00,1860.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.05,Y,25.1284578,-80.4080913,
139,set010-2-28-2020-B4_139.txt,T1,B-4,B,4,10,0.3108079310044325,19994.5,5405.893200000281,0.0,18297.55,0.8706619852808938,22964.710000000006,1.2566,2020-02-28,8:46:00,15:05:00,22740.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.04,N,25.1755702,-80.36780089,
57,set010-2-28-2020-B4_57.txt,T1,B-4,B,4,10,0.0,0.0,0.0,0.0,0.0,0.0,2413.27,0.0,2020-02-28,8:07:00,08:37:00,1800.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.035,N,27.298631,-81.36615,
102,set011-3-03-2020-A1_102.txt,T2,A-1,A,1,11,0.2371973291164419,7.819999999999709,3.7698,0.0,7.819999999999709,0.0034048111461847013,2296.749999999999,0.2651054852320797,2020-03-03,10:40:00,11:16:00,2160.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.042,N,24.9735748,-80.5539224,
176,set011-3-03-2020-A1_176.txt,T2,A-1,A,1,11,0.0,0.0,1.2566,0.0,0.0,0.0,2322.59,0.0,2020-03-03,9:25:00,10:01:00,2160.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.057999999999999996,Y,27.896740299999998,-81.58046540000001,75.0
37,set011-3-03-2020-A1_37.txt,T2,A-1,A,1,11,0.0,0.0,0.0,0.0,0.0,0.0,2385.39,0.0,2020-03-03,8:46:00,09:22:00,2160.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.062,Y,25.1755702,-80.36780089,53.0
423,set011-3-03-2020-A1_423.txt,T2,A-1,A,1,11,0.0,0.0,0.0,0.0,0.0,0.0,2192.95,0.0,2020-03-03,10:03:00,10:38:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,25.1820931,-80.36319379999999,
