average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0.0016582211665347058,0,2.5132,0,0,0,3600.0,0,1
0.16659469696969195,0,3.1414999999999997,0,0,0,3600.0,0.07139772727272718,2
0,0,1.2566,0,0,0,3600.0,0,3
0.33924213811122533,3544.4,1191.8851000000038,0,3544.4,0.9845555555555556,3600.0,0.44878571428572156,4
