average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0,0,1.2566,0,0,0,3600.0,0,1
0,0,1.2566,0,0,0,3600.0,0,2
0,0,0,0,0,0,3600.0,0,3
0.46918458637378624,3564.7,1634.836600000061,0,3511.6,0.9901944444444444,3600.0,0.6283000000000357,4
