average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0,0,1.2566,0,0,0,3600.0,0,1
0.1275670631665318,0,3.1414999999999997,0,0,0,3600.0,0.13658695652174183,2
0,0,0,0,0,0,3600.0,0,3
0.40142043326086263,3514.3,1363.411000000026,0,2755.4,0.9761944444444445,3600.0,0.48330769230779375,4
