average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0,0,0,0,0,0,3600.0,0,1
0.48437115775517203,2997.0,1424.3561000000338,0,2997.0,0.8325,3600.0,0.6283,2
0,0,0.6283,0,0,0,3600.0,0,3
0.2549622531628445,3524.4999999999995,829.9842999999922,189.5,3302.7,0.9790277777777776,3600.0,0.31415,4
