average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0,0,0,0,0,0,3600.0,0,1
0.08987722548111726,0,2.5132,0,0,0,3600.0,0.02651054852320676,2
0.32754905015269303,3557.1,997.1120999999836,269.0,3288.1,0.9880833333333333,3600.0,0.5235833333333134,3
0.37685143475596045,3561.2999999999997,1332.624300000022,0,3561.2999999999997,0.98925,3600.0,0.4833076923077092,4
