pophost,population,sex,beak,thorax,wing,body,month,year,months_since_start,season,w_morph,lat,long,diapause,field_date_collected,notes,date_measured,date_recorded,site
K. elegans ,Homestead,F,7.54,3.30,9.21,12.52,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,8.03,3.55,9.33,12.75,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,wings torn at end; teal marked ,06.05.2020,06.05.2020,
K. elegans ,Homestead,M,5.71,2.93,7.47,10.63,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,8.36,3.54,9.73,13.10,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,8.13,3.57,9.59,12.98,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,teal marked,06.05.2020,06.05.2020,
K. elegans ,Homestead,M,5.96,3.22,8.88,11.78,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,teal marked,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,7.46,3.39,9.62,12.76,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,teal marked,06.05.2020,06.05.2020,
K. elegans ,Homestead,M,5.65,3.13,8.47,11.50,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,7.49,3.43,9.13,12.26,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,8.49,3.95,10.46,14.13,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,7.61,3.53,9.00,11.89,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,teal marked,06.05.2020,06.05.2020,
K. elegans ,Homestead,F,6.95,3.32,8.99,12.18,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. elegans ,Homestead,M,5.76,3.12,8.63,11.80,8,2017,,fall,L,25.9415734,-80.48568697,non-diapausing,08.15.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.15,3.69,9.79,13.25,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.84,3.04,7.89,10.88,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.26,3.60,9.88,13.40,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.76,3.06,8.44,11.65,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.72,3.46,9.53,13.11,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.16,3.53,9.87,13.61,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.38,3.71,10.02,13.87,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.99,3.26,8.83,11.62,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,6.07,3.20,8.69,11.52,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.79,3.16,8.39,11.19,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.82,3.86,NA,NA,8,2017,,fall,NA,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,no wings,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.30,3.32,9.14,12.19,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.76,3.09,8.14,11.02,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.85,3.18,8.30,11.35,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.84,3.46,9.06,12.64,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.70,3.38,9.01,12.13,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.54,3.49,9.80,13.56,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.69,2.87,7.90,10.63,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.40,3.01,8.29,11.01,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.73,2.70,7.23,10.14,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,6.01,3.34,9.01,12.35,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.64,3.33,8.89,11.77,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.68,3.15,8.28,11.27,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,M,5.64,3.31,8.64,11.67,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,8.29,3.54,9.74,13.32,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.99,3.70,9.72,12.80,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.05.2020,06.05.2020,
K. bipinnata,Ft. Lauderdale,F,7.50,3.22,8.57,12.28,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.55,3.20,8.73,11.89,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.92,3.18,8.36,11.43,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.93,3.35,8.86,12.19,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.85,3.14,8.28,11.51,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.75,3.21,8.75,11.94,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.11,3.35,9.01,12.13,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.17,3.55,9.62,12.91,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,6.90,3.19,6.28,9.24,8,2017,,fall,S,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.97,3.22,8.40,11.76,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.61,2.93,7.78,10.68,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.56,3.33,9.19,12.70,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.82,3.24,8.84,12.24,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.80,3.76,9.97,13.50,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.95,3.94,10.16,13.97,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.60,3.42,8.99,12.39,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,5.86,2.88,7.92,10.98,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.77,3.18,8.06,11.22,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.19,3.77,9.39,13.07,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.35,3.70,10.02,13.55,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,6.76,3.18,6.48,9.89,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.75,3.77,9.61,13.29,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.66,3.22,8.80,12.02,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.88,3.16,8.92,11.79,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.79,3.78,9.73,13.29,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.47,3.88,9.88,13.36,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.02,3.80,10.25,13.87,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.78,3.65,9.56,12.17,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.19,3.52,9.42,12.64,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.81,3.47,9.19,12.66,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.07,2.82,7.30,10.01,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.60,3.02,7.84,10.96,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.96,3.80,9.96,13.46,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.68,3.52,9.74,13.13,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.72,2.96,8.38,11.16,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.74,2.90,7.99,11.01,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.13,3.56,9.16,12.98,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.33,2.59,6.65,9.53,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,6.26,3.50,9.08,12.40,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.92,3.20,8.92,12.11,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.82,2.99,7.87,10.81,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.07,3.28,8.79,11.83,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.29,3.32,9.19,12.28,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.52,2.77,7.99,10.43,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.05,3.06,8.28,11.36,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.35,3.26,9.12,12.06,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.94,3.09,8.17,11.24,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,5.68,2.70,4.95,7.62,8,2017,,fall,S,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.90,3.13,8.74,11.92,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.15,3.31,9.21,12.51,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.57,3.79,10.16,13.86,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.36,3.19,8.79,11.96,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.47,3.64,9.86,13.42,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.73,3.74,9.70,13.13,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.07,3.17,8.84,11.50,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.76,2.91,8.10,11.04,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.31,3.58,9.83,13.13,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.75,3.37,9.25,12.96,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.91,3.02,8.28,11.14,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.96,3.25,8.91,11.97,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.79,3.89,10.31,13.78,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.42,2.80,7.56,10.48,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.20,3.64,9.31,12.66,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.65,3.16,8.42,11.22,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.47,3.96,10.56,14.45,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.57,3.14,8.50,11.48,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.38,3.62,9.49,12.94,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.56,3.20,8.85,11.69,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.29,3.36,9.29,12.38,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.65,3.27,9.31,12.77,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,7.21,3.31,8.68,11.86,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,6.05,3.09,8.75,12.09,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,F,8.05,4.01,10.85,14.39,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.51,2.80,7.96,10.60,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
K. bipinnata,Ft. Lauderdale,M,5.80,3.24,8.61,11.69,8,2017,,fall,L,26.1883246,-80.17189020,diapausing aggregration,08.13.2017,,06.08.2020,06.08.2020,
