805.8,0.17
807.8,0.31
809.5,0.37
811.0,0.42
812.5,0.42
814.0,0.42
815.5,0.42
816.9,0.45
818.4,0.42
819.9,0.42
821.3,0.45
822.7,0.45
824.2,0.42
825.6,0.45
827.0,0.45
828.4,0.45
829.8,0.45
831.2,0.45
832.6,0.45
834.0,0.45
835.4,0.45
836.8,0.45
838.3,0.42
839.7,0.45
841.1,0.45
842.5,0.45
843.8,0.48
845.2,0.45
846.6,0.45
848.0,0.45
849.5,0.42
850.9,0.45
852.3,0.45
853.7,0.45
855.2,0.42
856.6,0.45
858.1,0.42
859.6,0.42
861.2,0.39
862.7,0.42
864.3,0.39
865.9,0.39
867.5,0.39
869.1,0.39
870.8,0.37
872.4,0.39
874.0,0.39
875.7,0.37
877.4,0.37
879.1,0.37
880.8,0.37
882.4,0.39
884.0,0.39
885.5,0.42
887.1,0.39
888.6,0.42
890.0,0.45
891.5,0.42
893.0,0.42
894.5,0.42
895.9,0.45
897.4,0.42
898.8,0.45
900.2,0.45
901.6,0.45
903.0,0.45
904.5,0.42
905.9,0.45
907.2,0.48
908.6,0.45
909.9,0.48
911.3,0.45
912.7,0.45
914.1,0.45
915.6,0.42
917.0,0.45
918.5,0.42
919.9,0.45
921.3,0.45
922.7,0.45
924.1,0.45
925.5,0.45
926.9,0.45
928.3,0.45
929.6,0.48
931.0,0.45
932.4,0.45
933.7,0.48
935.1,0.45
936.5,0.45
938.0,0.42
939.3,0.48
940.7,0.45
942.1,0.45
943.4,0.48
944.8,0.45
946.2,0.45
947.5,0.48
948.9,0.45
950.4,0.42
951.9,0.42
953.5,0.39
955.0,0.42
956.6,0.39
958.1,0.42
959.5,0.45
961.0,0.42
962.4,0.45
963.7,0.48
965.1,0.45
966.5,0.45
967.9,0.45
969.2,0.48
970.6,0.45
971.9,0.48
973.3,0.45
974.6,0.48
976.0,0.45
977.3,0.48
978.6,0.48
979.9,0.48
981.2,0.48
982.5,0.48
983.7,0.52
985.1,0.45
986.5,0.45
987.8,0.48
989.2,0.45
990.5,0.48
991.8,0.48
993.0,0.52
994.3,0.48
995.5,0.52
996.7,0.52
998.0,0.48
999.2,0.52
1000.5,0.48
1001.8,0.48
1003.1,0.48
1004.4,0.48
