average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,channel_num
0.09162708333333396,0,3.7697999999999996,0,0,0,3600.0,0.05235833333333333,1
0.08536395160303452,0,1.8849,0,0,0,3600.0,0.0009170923952707635,2
0,0,0,0,0,0,3600.0,0,3
0.24927150602077713,67.30000000000044,31.41499999999998,0,14.5,0.018694444444444566,3600.0,0.44878571428583086,4
