ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes,tested
419,set006-2-24-2020-A3_419.txt,T1,A-3,A,3,6,0.0,0.0,0.6283,0.0,0.0,0.0,2588.99,0.0,2020-02-24,8:35:00,09:14:00,2340.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.037000000000000000,N,25.1820931,-80.36319380000000,,6.09,3.08,8.05,11.21,L,wings torn at the end,yes
8,set006-2-24-2020-A3_8.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1867.2300000000000,0.0,2020-02-24,14:54:00,15:25:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.109,Y,24.96424,-80.5673321,92.0,8.39,3.54,9.38,13.09,L,,yes
81,set006-2-24-2020-A3_81.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2203.2700000000000,0.0,2020-02-24,10:30:00,11:05:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,29.66200224,-82.347313,,6.03,3.36,8.9,12.29,L,,yes
118,set006-2-24-2020-A4_118.txt,T1,A-4,A,4,6,0.18981873111775000,0.0,3.1415,0.0,0.0,0.0,2028.3100000000000,0.0,2020-02-24,13:39:00,14:11:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.04,N,25.1284578,-80.4080913,,5.57,3.01,8.53,11.47,L,,yes
262,set006-2-24-2020-A4_262.txt,T1,A-4,A,4,6,0.4882260632830280,11469.330000000000,3868.4430999996900,0.0,11411.52,0.6306101881109570,18187.67,1.396222222231250,2020-02-24,8:36:00,12:19:00,13380.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,,SENSOR: sudden drop to 1/2 voltage (baseline @ 2 V),0.037000000000000000,N,27.298631,-81.36615,,5.41,2.99,8.3,11.21,L,,yes
146,set006-2-24-2020-B1_146.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2225.79,0.0,2020-02-24,10:31:00,11:05:00,2040.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.029000000000000000,N,25.286747000000000,-80.290592,,5.42,2.7,7.2,10.15,L,wings torn at the end,yes
158,set006-2-24-2020-B1_158.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2253.47,0.0,2020-02-24,9:19:00,09:52:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.024,N,25.491362,-80.485821,,5.27,2.55,7.03,9.72,L,,yes
187,set006-2-24-2020-B1_187.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2128.79,0.0,2020-02-24,9:56:00,10:29:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.11700000000000000,Y,28.7963435,-81.8778849,196.0,6.14,3.66,8.79,12.14,L,,yes
217,set006-2-24-2020-B1_217.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2205.51,0.0,2020-02-24,11:08:00,11:42:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.107,Y,25.1284578,-80.4080913,81.0,8.1,3.79,9.83,13.54,L,,yes
250,set006-2-24-2020-B1_250.txt,T1,B-1,B,1,6,0.2295504965836520,7.009999999999990,2.5132,0.0,7.009999999999990,0.0030461440856570500,2301.27,0.20267741935483800,2020-02-24,8:40:00,09:14:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.04,N,25.1820931,-80.36319380000000,,5.79,3.06,8.16,11.14,L,,yes
34,set006-2-24-2020-B1_34.txt,T1,B-1,B,1,6,0.27800517684416800,4556.630000000000,1226.4416000000100,0.0,4537.73,0.7189891992962570,6337.550000000000,0.41886666666666700,2020-02-24,13:40:00,15:25:00,6300.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.046,N,25.2565615,-80.3108042,,6.21,3.25,8.58,11.64,L,,yes
417,set006-2-24-2020-B1_417.txt,T1,B-1,B,1,6,0.28501685827617700,635.5600000000010,3.1415,0.0,632.8700000000010,0.09329252629338520,6812.550000000000,0.35297752809011800,2020-02-24,11:46:00,12:19:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.037000000000000000,N,25.1820931,-80.36319380000000,,6.07,2.82,7.53,10.73,L,,yes
124,set006-2-24-2020-B2_124.txt,T1,B-2,B,2,6,0.28534775638883600,575.119999999999,16.335800000000000,0.0,504.4699999999990,0.26427839480927600,2176.1900000000000,0.4363194444448410,2020-02-24,11:09:00,11:42:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.04,N,25.1820931,-80.36319380000000,,6.44,3.09,8.24,11.42,L,,yes
205,set006-2-24-2020-B2_205.txt,T1,B-2,B,2,6,0.22660027702225200,1236.4900000000000,6.2830000000000000,0.0,1224.1400000000000,0.18196440738576900,6795.230000000000,0.37398809523843500,2020-02-24,11:47:00,12:19:00,1920.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.039,N,24.9735748,-80.5539224,,5.81,2.96,8.47,11.75,L,wings torn at the end,yes
240,set006-2-24-2020-B2_240.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2267.710000000000,0.0,2020-02-24,10:32:00,11:05:00,1980.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.039,N,25.1755702,-80.36780089,,6.16,3.2,8.37,11.71,L,,yes
259,set006-2-24-2020-B2_259.txt,T1,B-2,B,2,6,0.4624529230258560,1229.9500000000000,11.309400000000000,0.0,659.989999999998,0.5515792400453840,2229.870000000000,1.3962222222199600,2020-02-24,13:40:00,14:11:00,1860.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.032,N,25.491362,-80.485821,,5.19,2.68,7.12,9.99,L,,yes
390,set006-2-24-2020-B2_390.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2103.2700000000000,0.0,2020-02-24,9:57:00,10:29:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.049,Y,24.96424,-80.5673321,133.0,7.26,2.99,6.67,10.01,LS,,yes
405,set006-2-24-2020-B2_405.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2275.63,0.0,2020-02-24,9:20:00,09:52:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.064,Y,24.96424,-80.5673321,68.0,6.37,2.99,7.4,10.73,L,wings torn at the end,yes
47,set006-2-24-2020-B2_47.txt,T1,B-2,B,2,6,0.3666005974481340,27759.04,10115.001700002600,0.0,27707.55,0.9975179773258050,27828.11,0.4986507936499870,2020-02-24,14:17:00,22:00:57,27837.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.059000000000000000,N,25.491362,-80.485821,53.0,7.83,3.4,8.98,12.67,L,,yes
72,set006-2-24-2020-B2_72.txt,T1,B-2,B,2,6,0.6063243022834370,0.0,1.8849,0.0,0.0,0.0,2345.91,0.7059550561797750,2020-02-24,8:40:00,09:14:00,2040.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.044000000000000000,N,28.7963435,-81.8778849,,5.89,3.32,8.37,11.7,L,,yes
103,set006-2-24-2020-B3_103.txt,T1,B-3,B,3,6,0.2604823637799590,0.0,3.1415,0.0,0.0,0.0,2118.99,0.15987277353688400,2020-02-24,9:58:00,10:29:00,1860.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.05,N,24.9735748,-80.5539224,,8.26,3.53,9.0,12.53,L,,yes
13,set006-2-24-2020-B3_13.txt,T1,B-3,B,3,6,0.4654447033243140,1969.1500000000000,5.6547,0.0,1962.510000000000,0.8054738598852230,2444.710000000000,0.8159740259735630,2020-02-24,14:55:00,15:35:00,2400.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.131,Y,25.1000151,-80.437522,296.0,6.99,3.69,9.2,13.11,L,wings torn at the end,yes
2,set006-2-24-2020-B3_2.txt,T1,B-3,B,3,6,0.0,0.0,0.6283,0.0,0.0,0.0,2409.99,0.0,2020-02-24,8:40:00,09:14:00,2040.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.037000000000000000,N,24.9735748,-80.5539224,,5.64,3.12,7.88,11.09,L,,yes
230,set006-2-24-2020-B3_230.txt,T1,B-3,B,3,6,0.4627906723800080,387.0500000000000,15.707500000000000,136.1300000000000,203.76000000000000,0.16586601300187300,2333.5100000000000,1.3658695652172800,2020-02-24,10:33:00,11:05:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.039,N,25.19515,-80.345916,,5.78,2.94,7.97,11.14,L,,yes
233,set006-2-24-2020-B3_233.txt,T1,B-3,B,3,6,0.0,0.0,1.2566,0.0,0.0,0.0,2116.0300000000000,0.0,2020-02-24,11:10:00,11:42:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.066,Y,25.2565615,-80.3108042,23.0,6.39,2.88,7.56,10.7,L,,yes
411,set006-2-24-2020-B3_411.txt,T1,B-3,B,3,6,0.18382946532315300,18.099999999998600,6.2830000000000000,0.0,7.799999999999270,0.008524587075594980,2123.2700000000000,0.23531835205975800,2020-02-24,14:19:00,14:50:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.036000000000000000,N,25.1820931,-80.36319380000000,,6.08,2.98,7.63,10.7,L,,yes
415,set006-2-24-2020-B3_415.txt,T1,B-3,B,3,6,0.16941835435134900,1441.620000000000,226.81629999999900,154.9399999999990,1247.9900000000000,0.15891100732263600,9071.87,1.0471666666660300,2020-02-24,11:47:00,12:19:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,CB,,0.042,N,25.1820931,-80.36319380000000,,6.12,3.1,8.56,11.66,L,,yes
43,set006-2-24-2020-B3_43.txt,T1,B-3,B,3,6,0.0,0.0,0.6283,0.0,0.0,0.0,2246.55,0.0,2020-02-24,9:20:00,09:52:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.062,Y,25.491362,-80.485821,54.0,6.14,2.95,7.81,11.09,L,,yes
403,set006-2-24-2020-B4_403.txt,T1,B-4,B,4,6,0.2500480114053870,35781.64,8833.898000001960,0.0,35741.97,0.7451094800527840,48021.99,1.3368085106349900,2020-02-24,8:40:00,18:38:24,35904.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.054000000000000000,N,24.96424,-80.5673321,8.0,6.17,3.16,8.55,11.85,L,,yes
201,set007-2-25-2020-A1_201.txt,T1,A-1,A,1,7,0.3624281857220450,10381.0,3338.1578999998100,0.0,9856.03,0.9960249193326320,10422.43,0.5416379310344980,2020-02-25,8:05:00,10:59:00,10440.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.035,N,24.9735748,-80.5539224,,5.72,3.05,8.13,11.52,L,,yes
246,set007-2-25-2020-A1_246.txt,T1,A-1,A,1,7,0.0,0.0,0.0,0.0,0.0,0.0,1766.3500000000000,0.0,2020-02-25,11:00:00,11:30:00,1800.0,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.133,Y,25.1820931,-80.36319380000000,155.0,8.15,4.04,10.52,14.5,L,,yes
394,set007-2-25-2020-A1_394.txt,T1,A-1,A,1,7,0.4222963401743620,36982.68,14886.311900004900,0.0,36982.68,0.9982587073405570,37047.19,1.3368085106349900,2020-02-25,11:30:00,21:46:50,37010.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.026000000000000000,N,24.96424,-80.5673321,,6.09,2.68,7.57,10.67,L,,yes
188,set007-2-25-2020-A2_188.txt,T1,A-2,A,2,7,0.15159462799594700,790.2099999999990,2.5132,0.0,784.0700000000000,0.3640799288620220,2170.4300000000000,0.206677631578888,2020-02-25,14:55:00,15:28:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.05,Y,28.7963435,-81.8778849,148.0,6.17,2.97,8.04,11.35,L,,yes
222,set007-2-25-2020-A2_222.txt,T1,A-2,A,2,7,0.0,0.0,0.6283,0.0,0.0,0.0,2124.790000000000,0.0,2020-02-25,13:42:00,14:16:00,2040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.146,Y,25.27348850000000,-80.3040957,330.0,7.61,3.82,9.8,13.86,L,,yes
237,set007-2-25-2020-A2_237.txt,T1,A-2,A,2,7,0.0,0.0,0.0,0.0,0.0,0.0,2269.31,0.0,2020-02-25,8:42:00,09:18:00,2160.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.07200000000000000,Y,25.1755702,-80.36780089,59.0,8.51,3.67,9.15,12.95,l,,yes
346,set007-2-25-2020-A2_346.txt,T1,A-2,A,2,7,0.1909814299807780,12.13,4.3981,0.0,12.13,0.005445151211804260,2227.67,0.2708189655172410,2020-02-25,8:05:00,08:37:00,1920.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.179,Y,25.2275238,-80.3283788,75.0,8.09,3.81,9.85,14.05,LS,,yes
382,set007-2-25-2020-A2_382.txt,T1,A-2,A,2,7,0.20507029877687700,14898.350000000000,2889.551699999920,0.0,14898.350000000000,0.951918327862924,15650.87,0.4001910828026220,2020-02-25,9:20:00,13:39:00,15540.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.034,N,24.96424,-80.5673321,,5.63,2.77,7.55,10.32,L,,yes
383,set007-2-25-2020-A2_383.txt,T1,A-2,A,2,7,0.38492798287153900,16490.270000000000,6064.979900000600,0.0,10748.150000000000,0.7288649208670750,22624.59,0.6100000000006890,2020-02-25,15:30:00,18:30:38,10838.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.05,N,24.96424,-80.5673321,,6.3,3.31,8.78,11.97,L,,yes
59,set007-2-25-2020-A2_59.txt,T1,A-2,A,2,7,0.0,0.0,0.6283,0.0,0.0,0.0,2168.2700000000000,0.0,2020-02-25,14:20:00,14:52:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.08900000000000000,Y,27.298631,-81.36615,56.0,6.06,3.2,9.63,12.74,L,,yes
184,set007-2-25-2020-A3_184.txt,T1,A-3,A,3,7,0.21204196407133000,74.68000000000030,16.335800000000000,0.0,25.2400000000016,0.0343838486152998,2171.950000000000,0.3110396039603290,2020-02-25,14:20:00,14:52:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.027000000000000000,N,28.7963435,-81.8778849,,5.35,2.92,7.45,10.24,L,,yes
209,set007-2-25-2020-A3_209.txt,T1,A-3,A,3,7,0.30763851735027900,9179.05,2601.7902999999900,0.0,9179.05,0.9620405335580420,9541.23,0.5609821428571980,2020-02-25,9:21:00,11:59:00,9480.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.038,N,24.96424,-80.5673321,,5.99,2.96,7.84,10.83,L,,yes
235,set007-2-25-2020-A3_235.txt,T1,A-3,A,3,7,0.2767452511415940,15.2199999999998,5.0264,0.0,15.2199999999998,0.0068825489850274300,2211.390000000000,0.4303424657534140,2020-02-25,8:43:00,09:18:00,2100.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.039,N,25.2565615,-80.3108042,,5.58,3.11,8.65,11.52,L,,yes
25,set007-2-25-2020-A3_25.txt,T1,A-3,A,3,7,0.270711620641328,1716.7400000000000,450.4911000000060,0.0,1716.7400000000000,0.627392364169264,2736.310000000000,0.50264,2020-02-25,12:00:00,12:31:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.052000000000000000,N,25.27348850000000,-80.3040957,,8.03,3.42,9.08,12.77,L,,yes
263,set007-2-25-2020-A3_263.txt,T1,A-3,A,3,7,0.0,0.0,0.6283,0.0,0.0,0.0,2140.9500000000000,0.0,2020-02-25,13:44:00,14:16:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.061,N,27.298631,-81.36615,,8.01,3.46,9.39,12.63,L,,yes
30,set007-2-25-2020-A3_30.txt,T1,A-3,A,3,7,0.2351991483492020,1252.360000000000,5.0264,0.0,1246.9400000000000,0.585951499782436,2137.3100000000000,0.3784939759036480,2020-02-25,14:56:00,15:28:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.091,Y,25.19515,-80.345916,278.0,7.56,3.26,8.18,11.71,L,,yes
339,set007-2-25-2020-A3_339.txt,T1,A-3,A,3,7,0.1566832917706360,0.0,1.8849,0.0,0.0,0.0,1949.630000000000,0.0,2020-02-25,15:30:00,16:03:00,1980.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,,,25.2565615,-80.3108042,49.0,7.84,3.49,9.01,12.59,L,,yes
53,set007-2-25-2020-A3_53.txt,T1,A-3,A,3,7,0.2677459312745660,40.820000000000100,13.194300000000000,0.0,16.14,0.017770773564124100,2297.03,0.4106535947712490,2020-02-25,8:05:00,08:37:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.106,Y,27.298631,-81.36615,22.0,8.31,3.71,9.77,13.61,L,,yes
266,set007-2-25-2020-A4_266.txt,T1,A-4,A,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2152.4300000000000,0.0,2020-02-25,8:44:00,09:18:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.03,N,27.298631,-81.36615,,5.17,2.76,7.84,10.65,L,,yes
349,set007-2-25-2020-A4_349.txt,T1,A-4,A,4,7,0.17600279443838400,0.0,2.5132,0.0,0.0,0.0,2364.23,0.2398091603053430,2020-02-25,8:05:00,08:37:00,1920.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.036000000000000000,N,25.2275238,-80.3283788,,5.47,2.92,8.29,11.29,L,,yes
42,set007-2-25-2020-A4_42.txt,T1,A-4,A,4,7,0.4183464314162300,654.25,264.5142999999990,171.8900000000000,482.3600000000000,0.2941784810183500,2223.99,0.7853750000007140,2020-02-25,9:22:00,09:56:00,2040.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.069,N,25.491362,-80.485821,1.0,7.7,3.53,9.43,12.83,L,,yes
48,set007-2-25-2020-A4_48.txt,T1,A-4,A,4,7,0.5596582121982430,954.4299999999970,28.90180000000000,120.5099999999980,462.619999999999,0.4970989583333320,1920.0,1.2319607843088000,2020-02-25,15:31:00,16:03:00,1920.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,,,25.491362,-80.485821,2.0,6.05,3.37,8.45,11.71,L,wings torn at the end,yes
56,set007-2-25-2020-A4_56.txt,T1,A-4,A,4,7,0.3617798946266140,16822.4,5329.240600000240,101.44999999999900,10070.44,0.8434267722220270,19945.3,1.3962222222199600,2020-02-25,9:57:00,15:28:00,19860.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.036000000000000000,N,27.298631,-81.36615,,5.85,2.98,8.35,11.53,L,,yes
260,set007-2-25-2020-B1_260.txt,T1,B-1,B,1,7,0.0,0.0,0.0,0.0,0.0,0.0,2250.390000000000,0.0,2020-02-25,8:45:00,09:18:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.026000000000000000,N,25.491362,-80.485821,,4.98,2.49,6.24,8.84,L,,yes
282,set007-2-25-2020-B1_282.txt,T1,B-1,B,1,7,0.28250058512470300,41910.430000000000,11391.70730000320,217.9099999999960,35009.77,0.9231268547423810,45400.51,0.5560176991149910,2020-02-25,9:23:00,19:14:01,35461.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.034,N,28.7963435,-81.8778849,,5.72,3.1,8.59,11.72,L,,yes
439,set007-2-25-2020-B1_439.txt,T1,B-1,B,1,7,0.3027242024637470,1087.49,5.6547,0.0,1079.98,0.4813883589264610,2259.07,0.3272395833333330,2020-02-25,8:07:00,08:37:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.033,N,25.27348850000000,-80.3040957,,5.68,2.78,7.72,10.29,L,,yes
161,set007-2-25-2020-B2_161.txt,T1,B-2,B,2,7,0.26696909669656200,23530.79,6072.519500000610,0.0,23530.79,0.9844435528642660,23902.63,0.4520143884893980,2020-02-25,9:24:00,16:03:00,23940.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.066,N,27.298631,-81.36615,18.0,6.55,3.27,9.44,12.93,L,,yes
314,set007-2-25-2020-B2_314.txt,T1,B-2,B,2,7,0.0,0.0,0.0,0.0,0.0,0.0,2227.1500000000000,0.0,2020-02-25,8:46:00,09:18:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.03,N,25.1000151,-80.437522,92.0,7.92,3.47,9.99,13.92,L,thorax torn on one side,yes
93,set007-2-25-2020-B2_93.txt,T1,B-2,B,2,7,0.18878283018317000,13.930000000000000,4.3981,0.0,13.930000000000000,0.006079810055036900,2291.19,0.30062200956937800,2020-02-25,8:07:00,08:37:00,1800.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.053,N,25.286747000000000,-80.290592,1.0,7.19,3.32,8.56,12.21,L,,yes
215,set007-2-25-2020-B3_215.txt,T1,B-3,B,3,7,0.2372430614787350,43288.95,10111.231900002600,0.0,43288.95,0.9986951358975820,43345.51,1.1219642857116600,2020-02-25,9:58:00,22:01:09,43389.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.048,N,25.1000151,-80.437522,,6.16,3.09,8.38,11.5,L,,yes
310,set007-2-25-2020-B3_310.txt,T1,B-3,B,3,7,0.3126458154459280,253.64,79.16580000000000,240.45,240.45,0.10745863960853300,2360.35,1.396222222222080,2020-02-25,8:07:00,08:37:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.045,N,24.96424,-80.5673321,,6.12,2.94,8.0,11.0,L,,yes
413,set007-2-25-2020-B3_413.txt,T1,B-3,B,3,7,0.0,0.0,0.0,0.0,0.0,0.0,2035.1500000000000,0.0,2020-02-25,9:25:00,09:56:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.049,N,25.1820931,-80.36319380000000,,5.99,3.26,8.25,11.39,L,,yes
99,set007-2-25-2020-B3_99.txt,T1,B-3,B,3,7,0.0,0.0,0.6283,0.0,0.0,0.0,2168.9500000000000,0.0,2020-02-25,8:47:00,09:18:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.07,Y,25.2275238,-80.3283788,,5.58,2.77,7.22,10.02,L,,yes
192,set007-2-25-2020-B4_192.txt,T1,B-4,B,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1763.710000000000,0.0,2020-02-25,12:00:00,12:30:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.054000000000000000,N,29.66200224,-82.347313,,6.3,3.33,8.29,11.49,L,wings torn at the end,yes
254,set007-2-25-2020-B4_254.txt,T1,B-4,B,4,7,0.23926184379719100,36.63000000000100,3.1415,0.0,33.04999999999930,0.017191775357047800,2130.6700000000000,0.3926875000003570,2020-02-25,14:57:00,15:28:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.071,Y,25.491362,-80.485821,82.0,6.21,3.04,8.11,11.33,L,,yes
327,set007-2-25-2020-B4_327.txt,T1,B-4,B,4,7,0.0,0.0,1.2566,0.0,0.0,0.0,2190.150000000000,0.0,2020-02-25,14:20:00,14:52:00,1920.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.078,Y,25.27348850000000,-80.3040957,225.0,6.9,3.05,7.79,11.22,L,,yes
342,set007-2-25-2020-B4_342.txt,T1,B-4,B,4,7,0.22360033886109200,574.8999999999980,120.00530000000000,0.0,550.489999999998,0.3076190425230200,1868.8700000000000,0.4552898550721280,2020-02-25,15:32:00,16:03:00,1860.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,CB,,,,25.1755702,-80.36780089,1.0,7.53,3.27,8.13,12.13,L,,yes
38,set007-2-25-2020-B4_38.txt,T1,B-4,B,4,7,0.2331743172311670,8585.5,1938.3055000001000,0.0,8585.5,0.7842136078941090,10947.91,0.9519696969685950,2020-02-25,8:48:00,11:37:00,10140.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.04,N,25.1755702,-80.36780089,,5.72,2.82,7.46,10.43,L,,yes
428,set007-2-25-2020-B4_428.txt,T1,B-4,B,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2699.9500000000000,0.0,2020-02-25,12:30:00,13:00:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.06,Y,25.19515,-80.345916,148.0,6.35,3.03,7.38,10.93,L,,yes
46,set007-2-25-2020-B4_46.txt,T1,B-4,B,4,7,0.1747413457643330,779.5700000000000,3.7698,0.0,769.2799999999990,0.3723390536416220,2093.710000000000,0.21968531468527,2020-02-25,13:46:00,14:16:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.033,N,25.491362,-80.485821,,5.14,2.55,7.08,9.77,L,,yes
87,set007-2-25-2020-B4_87.txt,T1,B-4,B,4,7,0.26962763803965800,24.599999999999900,8.7962,0.0,15.31,0.010194482547128700,2413.07,0.3807878787878790,2020-02-25,8:07:00,08:37:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.032,N,29.66200224,-82.347313,,5.65,3.05,8.35,11.34,L,,yes
168,set008-2-26-2020-A1_168.txt,T1,A-1,A,1,8,0.1421493212669680,0.0,1.8849,0.0,0.0,0.0,2028.63,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.052000000000000000,N,27.298631,-81.36615,,7.38,3.4,9.21,12.73,L,,yes
212,set008-2-26-2020-A1_212.txt,T1,A-1,A,1,8,0.3964548246042350,44585.42000000000,17371.866700006200,123.98000000000000,44461.44,0.9982998722609150,44661.35,0.5660360360359710,2020-02-26,9:40:00,22:02:33,44553.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.033,N,25.1000151,-80.437522,,6.11,3.01,8.43,11.32,L,,yes
136,set008-2-26-2020-A2_136.txt,T1,A-2,A,2,8,0.3688561372729470,26780.21000000000,9792.683800002440,0.0,26780.21000000000,0.6016792966653340,44509.11,0.5108130081300740,2020-02-26,9:41:00,17:07:41,26801.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.051,Y,25.1755702,-80.36780089,117.0,7.58,3.32,8.58,12.21,L,,yes
96,set008-2-26-2020-A2_96.txt,T1,A-2,A,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2180.87,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.098,Y,25.2275238,-80.3283788,5.0,8.18,3.48,8.57,12.28,L,,yes
193,set008-2-26-2020-A3_193.txt,T1,A-3,A,3,8,0.0,0.0,0.0,0.0,0.0,0.0,2208.5100000000000,0.0,2020-02-26,13:38:00,14:09:00,1860.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.039,N,29.66200224,-82.347313,,5.73,3.1,6.99,10.13,L,wings torn at the end,yes
